[1425, 1088]
[chapter-title, [90.0, 102.0, 759.0, 30.0], V6S0dcZGCE, 5758707]
[chapter-title, [90.0, 132.0, 759.0, 30.0], V6S0dcZGCE, 5758707]
[chapter-title, [90.0, 162.0, 759.0, 30.0], V6S0dcZGCE, 5758707]
[chapter-title, [90.0, 192.0, 759.0, 30.0], V6S0dcZGCE, 5758707]
[section-title, [93.0, 288.0, 417.0, 30.0], gGsTZ5Mifq, 5758707]
[section-title, [93.0, 318.0, 417.0, 30.0], gGsTZ5Mifq, 5758707]
[figure-caption, [197.0, 630.0, 229.0, 18.0], shoonya_1sUFYYU8WHQ059, 5758707]
[figure-caption, [666.0, 631.0, 135.0, 18.0], shoonya_2sQO38HX1AUMQV, 5758707]
[paragraph, [97.0, 688.0, 859.0, 18.0], shoonya_0sCL1HG6I2G0OX, 5758707]
[paragraph, [97.0, 706.0, 859.0, 18.0], shoonya_0sCL1HG6I2G0OX, 5758707]
[paragraph, [97.0, 724.0, 859.0, 18.0], shoonya_0sCL1HG6I2G0OX, 5758707]
[paragraph, [97.0, 742.0, 859.0, 18.0], shoonya_0sCL1HG6I2G0OX, 5758707]
[paragraph, [97.0, 760.0, 859.0, 18.0], shoonya_0sCL1HG6I2G0OX, 5758707]
[paragraph, [97.0, 778.0, 859.0, 18.0], shoonya_0sCL1HG6I2G0OX, 5758707]
[paragraph, [97.0, 796.0, 859.0, 18.0], shoonya_0sCL1HG6I2G0OX, 5758707]
[paragraph, [102.0, 838.0, 854.0, 18.0], V1db2eca68, 5758707]
[paragraph, [102.0, 856.0, 854.0, 18.0], V1db2eca68, 5758707]
[paragraph, [102.0, 874.0, 854.0, 18.0], V1db2eca68, 5758707]
[paragraph, [102.0, 892.0, 854.0, 18.0], V1db2eca68, 5758707]
[paragraph, [102.0, 910.0, 854.0, 18.0], V1db2eca68, 5758707]
[paragraph, [102.0, 928.0, 854.0, 18.0], V1db2eca68, 5758707]
[paragraph, [102.0, 946.0, 854.0, 18.0], V1db2eca68, 5758707]
[paragraph, [102.0, 964.0, 854.0, 18.0], V1db2eca68, 5758707]
[paragraph, [102.0, 982.0, 854.0, 18.0], V1db2eca68, 5758707]
[paragraph, [102.0, 1000.0, 854.0, 18.0], V1db2eca68, 5758707]
[paragraph, [100.0, 1048.0, 852.0, 18.0], shoonya_7sKA2KGLM19EVO, 5758707]
[paragraph, [100.0, 1066.0, 852.0, 18.0], shoonya_7sKA2KGLM19EVO, 5758707]
[paragraph, [100.0, 1084.0, 852.0, 18.0], shoonya_7sKA2KGLM19EVO, 5758707]
[paragraph, [100.0, 1102.0, 852.0, 18.0], shoonya_7sKA2KGLM19EVO, 5758707]
[paragraph, [100.0, 1120.0, 852.0, 18.0], shoonya_7sKA2KGLM19EVO, 5758707]
[paragraph, [100.0, 1138.0, 852.0, 18.0], shoonya_7sKA2KGLM19EVO, 5758707]
[paragraph, [100.0, 1156.0, 852.0, 18.0], shoonya_7sKA2KGLM19EVO, 5758707]
[paragraph, [100.0, 1174.0, 852.0, 18.0], shoonya_7sKA2KGLM19EVO, 5758707]
[paragraph, [100.0, 1192.0, 852.0, 18.0], shoonya_7sKA2KGLM19EVO, 5758707]
[paragraph, [100.0, 1210.0, 852.0, 18.0], shoonya_7sKA2KGLM19EVO, 5758707]
[paragraph, [100.0, 1228.0, 852.0, 18.0], shoonya_7sKA2KGLM19EVO, 5758707]
[paragraph, [100.0, 1246.0, 852.0, 18.0], shoonya_7sKA2KGLM19EVO, 5758707]
[paragraph, [100.0, 1264.0, 852.0, 18.0], shoonya_7sKA2KGLM19EVO, 5758707]
[paragraph, [100.0, 1282.0, 852.0, 18.0], shoonya_7sKA2KGLM19EVO, 5758707]
[folio, [806.0, 1358.0, 140.0, 18.0], whn3OBTs54, 5758707]
