[2339, 1653]
[paragraph, [324.0, 161.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 197.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 233.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 269.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 305.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 341.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 377.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 413.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 449.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 485.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 521.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 557.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 593.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 629.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 665.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 701.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 737.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 773.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [324.0, 809.0, 1137.0, 36.0], shoonya_0s5SUI57FV8Y3Q, 5733825]
[paragraph, [318.0, 881.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 917.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 953.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 989.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1025.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1061.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1097.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1133.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1169.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1205.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1241.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1277.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1313.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1349.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1385.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1421.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1457.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1493.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1529.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1565.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1601.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1637.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1673.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1709.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1745.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1781.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1817.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1853.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [318.0, 1889.0, 1147.0, 36.0], shoonya_1s8WUEB27AYQZ7, 5733825]
[paragraph, [386.0, 1956.0, 1012.0, 36.0], shoonya_3s9PMI2YHYRSF2, 5733825]
[paragraph, [386.0, 1992.0, 1012.0, 36.0], shoonya_3s9PMI2YHYRSF2, 5733825]
[paragraph, [386.0, 2028.0, 1012.0, 36.0], shoonya_3s9PMI2YHYRSF2, 5733825]
[paragraph, [386.0, 2064.0, 1012.0, 36.0], shoonya_3s9PMI2YHYRSF2, 5733825]
[folio, [1264.0, 2150.0, 146.0, 36.0], CflByeuZPb, 5733825]
