[2200, 1700]
[paragraph, [370.0, 114.0, 1135.0, 36.0], shoonya_1sFQVSI2BKVOTB, 5733592]
[paragraph, [370.0, 150.0, 1135.0, 36.0], shoonya_1sFQVSI2BKVOTB, 5733592]
[paragraph, [370.0, 186.0, 1135.0, 36.0], shoonya_1sFQVSI2BKVOTB, 5733592]
[paragraph, [370.0, 222.0, 1135.0, 36.0], shoonya_1sFQVSI2BKVOTB, 5733592]
[paragraph, [370.0, 258.0, 1135.0, 36.0], shoonya_1sFQVSI2BKVOTB, 5733592]
[paragraph, [370.0, 294.0, 1135.0, 36.0], shoonya_1sFQVSI2BKVOTB, 5733592]
[paragraph, [370.0, 330.0, 1135.0, 36.0], shoonya_1sFQVSI2BKVOTB, 5733592]
[paragraph, [370.0, 366.0, 1135.0, 36.0], shoonya_1sFQVSI2BKVOTB, 5733592]
[paragraph, [370.0, 402.0, 1135.0, 36.0], shoonya_1sFQVSI2BKVOTB, 5733592]
[paragraph, [370.0, 438.0, 1135.0, 36.0], shoonya_1sFQVSI2BKVOTB, 5733592]
[paragraph, [370.0, 474.0, 1135.0, 36.0], shoonya_1sFQVSI2BKVOTB, 5733592]
[paragraph, [370.0, 510.0, 1135.0, 36.0], shoonya_1sFQVSI2BKVOTB, 5733592]
[paragraph, [370.0, 546.0, 1135.0, 36.0], shoonya_1sFQVSI2BKVOTB, 5733592]
[paragraph, [374.0, 638.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 674.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 710.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 746.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 782.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 818.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 854.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 890.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 926.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 962.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 998.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 1034.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 1070.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 1106.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 1142.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 1178.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 1214.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 1250.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 1286.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 1322.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 1358.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 1394.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 1430.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[paragraph, [374.0, 1466.0, 1137.0, 36.0], shoonya_2s8EWRNCZQDWO0, 5733592]
[section-title, [360.0, 1545.0, 916.0, 52.5], nf2SwnCV3T, 5733592]
[unordered-list, [421.0, 1604.0, 1091.0, 36.0], shoonya_0sRWNWAKUQROYQ, 5733592]
[unordered-list, [421.0, 1640.0, 1091.0, 36.0], shoonya_0sRWNWAKUQROYQ, 5733592]
[unordered-list, [421.0, 1676.0, 1091.0, 36.0], shoonya_0sRWNWAKUQROYQ, 5733592]
[unordered-list, [421.0, 1712.0, 1091.0, 36.0], shoonya_0sRWNWAKUQROYQ, 5733592]
[unordered-list, [421.0, 1748.0, 1091.0, 36.0], shoonya_0sRWNWAKUQROYQ, 5733592]
[unordered-list, [421.0, 1784.0, 1091.0, 36.0], shoonya_0sRWNWAKUQROYQ, 5733592]
[unordered-list, [421.0, 1820.0, 1091.0, 36.0], shoonya_0sRWNWAKUQROYQ, 5733592]
[unordered-list, [421.0, 1856.0, 1091.0, 36.0], shoonya_0sRWNWAKUQROYQ, 5733592]
[unordered-list, [421.0, 1892.0, 1091.0, 36.0], shoonya_0sRWNWAKUQROYQ, 5733592]
[unordered-list, [421.0, 1928.0, 1091.0, 36.0], shoonya_0sRWNWAKUQROYQ, 5733592]
[unordered-list, [421.0, 1964.0, 1091.0, 36.0], shoonya_0sRWNWAKUQROYQ, 5733592]
[unordered-list, [421.0, 2000.0, 1091.0, 36.0], shoonya_0sRWNWAKUQROYQ, 5733592]
