[1571, 1128]
[paragraph, [549.0, 169.0, 439.0, 36.0], hL7xp8VTCm, 6471863]
[paragraph, [549.0, 205.0, 439.0, 36.0], hL7xp8VTCm, 6471863]
[paragraph, [549.0, 241.0, 439.0, 36.0], hL7xp8VTCm, 6471863]
[paragraph, [92.0, 174.0, 426.0, 36.0], HYpEF3s2Zm, 6471863]
[paragraph, [88.0, 224.0, 443.0, 36.0], jyZo0gS1Ce, 6471863]
[paragraph, [88.0, 260.0, 443.0, 36.0], jyZo0gS1Ce, 6471863]
[paragraph, [88.0, 296.0, 443.0, 36.0], jyZo0gS1Ce, 6471863]
[paragraph, [88.0, 332.0, 443.0, 36.0], jyZo0gS1Ce, 6471863]
[paragraph, [88.0, 368.0, 443.0, 36.0], jyZo0gS1Ce, 6471863]
[paragraph, [88.0, 404.0, 443.0, 36.0], jyZo0gS1Ce, 6471863]
[paragraph, [543.0, 302.0, 445.0, 36.0], YXp0-Df006, 6471863]
[paragraph, [543.0, 338.0, 445.0, 36.0], YXp0-Df006, 6471863]
[paragraph, [543.0, 374.0, 445.0, 36.0], YXp0-Df006, 6471863]
[paragraph, [543.0, 410.0, 445.0, 36.0], YXp0-Df006, 6471863]
[paragraph, [543.0, 446.0, 445.0, 36.0], YXp0-Df006, 6471863]
[paragraph, [543.0, 482.0, 445.0, 36.0], YXp0-Df006, 6471863]
[paragraph, [84.0, 472.0, 447.0, 36.0], NDJ5BNp3GE, 6471863]
[paragraph, [84.0, 508.0, 447.0, 36.0], NDJ5BNp3GE, 6471863]
[paragraph, [84.0, 544.0, 447.0, 36.0], NDJ5BNp3GE, 6471863]
[paragraph, [546.0, 550.0, 466.0, 36.0], FISPab4e6g, 6471863]
[paragraph, [546.0, 586.0, 466.0, 36.0], FISPab4e6g, 6471863]
[paragraph, [546.0, 622.0, 466.0, 36.0], FISPab4e6g, 6471863]
[paragraph, [546.0, 658.0, 466.0, 36.0], FISPab4e6g, 6471863]
[paragraph, [546.0, 694.0, 466.0, 36.0], FISPab4e6g, 6471863]
[paragraph, [546.0, 730.0, 466.0, 36.0], FISPab4e6g, 6471863]
[paragraph, [546.0, 766.0, 466.0, 36.0], FISPab4e6g, 6471863]
[paragraph, [546.0, 802.0, 466.0, 36.0], FISPab4e6g, 6471863]
[paragraph, [546.0, 838.0, 466.0, 36.0], FISPab4e6g, 6471863]
[paragraph, [546.0, 874.0, 466.0, 36.0], FISPab4e6g, 6471863]
[paragraph, [546.0, 910.0, 466.0, 36.0], FISPab4e6g, 6471863]
[paragraph, [546.0, 946.0, 466.0, 36.0], FISPab4e6g, 6471863]
[paragraph, [83.0, 602.0, 452.0, 36.0], v38DOzqq_g, 6471863]
[paragraph, [83.0, 638.0, 452.0, 36.0], v38DOzqq_g, 6471863]
[paragraph, [83.0, 674.0, 452.0, 36.0], v38DOzqq_g, 6471863]
[paragraph, [83.0, 710.0, 452.0, 36.0], v38DOzqq_g, 6471863]
[paragraph, [83.0, 746.0, 452.0, 36.0], v38DOzqq_g, 6471863]
[paragraph, [83.0, 782.0, 452.0, 36.0], v38DOzqq_g, 6471863]
[paragraph, [83.0, 818.0, 452.0, 36.0], v38DOzqq_g, 6471863]
[paragraph, [83.0, 854.0, 452.0, 36.0], v38DOzqq_g, 6471863]
[paragraph, [83.0, 890.0, 452.0, 36.0], v38DOzqq_g, 6471863]
[paragraph, [83.0, 926.0, 452.0, 36.0], v38DOzqq_g, 6471863]
[paragraph, [83.0, 962.0, 452.0, 36.0], v38DOzqq_g, 6471863]
[paragraph, [81.0, 999.0, 454.0, 36.0], XldrbkU3gd, 6471863]
[paragraph, [81.0, 1035.0, 454.0, 36.0], XldrbkU3gd, 6471863]
[paragraph, [81.0, 1071.0, 454.0, 36.0], XldrbkU3gd, 6471863]
[paragraph, [81.0, 1107.0, 454.0, 36.0], XldrbkU3gd, 6471863]
[paragraph, [81.0, 1143.0, 454.0, 36.0], XldrbkU3gd, 6471863]
[paragraph, [81.0, 1179.0, 454.0, 36.0], XldrbkU3gd, 6471863]
[paragraph, [81.0, 1215.0, 454.0, 36.0], XldrbkU3gd, 6471863]
[paragraph, [81.0, 1251.0, 454.0, 36.0], XldrbkU3gd, 6471863]
[paragraph, [549.0, 1000.0, 460.0, 36.0], shoonya_0sMCFH2E3VFO6S, 6471863]
[paragraph, [549.0, 1036.0, 460.0, 36.0], shoonya_0sMCFH2E3VFO6S, 6471863]
[paragraph, [549.0, 1072.0, 460.0, 36.0], shoonya_0sMCFH2E3VFO6S, 6471863]
[paragraph, [549.0, 1108.0, 460.0, 36.0], shoonya_0sMCFH2E3VFO6S, 6471863]
[paragraph, [549.0, 1144.0, 460.0, 36.0], shoonya_0sMCFH2E3VFO6S, 6471863]
[paragraph, [549.0, 1180.0, 460.0, 36.0], shoonya_0sMCFH2E3VFO6S, 6471863]
[paragraph, [549.0, 1216.0, 460.0, 36.0], shoonya_0sMCFH2E3VFO6S, 6471863]
[paragraph, [549.0, 1252.0, 460.0, 36.0], shoonya_0sMCFH2E3VFO6S, 6471863]
[paragraph, [549.0, 1288.0, 460.0, 36.0], shoonya_0sMCFH2E3VFO6S, 6471863]
[paragraph, [549.0, 1324.0, 460.0, 36.0], shoonya_0sMCFH2E3VFO6S, 6471863]
[paragraph, [549.0, 1360.0, 460.0, 36.0], shoonya_0sMCFH2E3VFO6S, 6471863]
[paragraph, [81.0, 1298.0, 450.0, 36.0], FfHoMdr7JN, 6471863]
[paragraph, [81.0, 1334.0, 450.0, 36.0], FfHoMdr7JN, 6471863]
[paragraph, [81.0, 1370.0, 450.0, 36.0], FfHoMdr7JN, 6471863]
[paragraph, [81.0, 1406.0, 450.0, 36.0], FfHoMdr7JN, 6471863]
[paragraph, [628.0, 1399.0, 383.0, 36.0], tq925kqzxC, 6471863]
