[1447, 1093]
[section-title, [72.0, 65.0, 922.0, 30.0], hCOXTBFznQ, 5715419]
[section-title, [72.0, 95.0, 922.0, 30.0], hCOXTBFznQ, 5715419]
[section-title, [72.0, 125.0, 922.0, 30.0], hCOXTBFznQ, 5715419]
[ordered-list, [62.0, 166.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 184.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 202.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 220.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 238.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 256.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 274.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 292.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 310.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 328.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 346.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 364.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 382.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 400.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 418.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 436.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 454.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 472.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 490.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 508.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 526.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 544.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 562.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 580.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 598.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 616.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 634.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 652.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 670.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 688.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 706.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 724.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 742.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 760.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 778.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 796.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 814.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 832.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 850.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 868.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 886.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 904.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 922.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 940.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 958.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 976.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 994.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 1012.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 1030.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 1048.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 1066.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 1084.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 1102.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 1120.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 1138.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [62.0, 1156.0, 476.0, 18.0], 9iFxap-THu, 5715419]
[ordered-list, [552.0, 167.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 185.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 203.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 221.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 239.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 257.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 275.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 293.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 311.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 329.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 347.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 365.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 383.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 401.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 419.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 437.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 455.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 473.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 491.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 509.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 527.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 545.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 563.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 581.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 599.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 617.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
[ordered-list, [552.0, 635.0, 471.0, 18.0], shoonya_0s3G1PFEQ5CVQJ, 5715419]
