[2339, 1656]
[paragraph, [81.0, 50.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 86.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 122.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 158.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 194.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 230.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 266.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 302.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 338.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 374.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 410.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 446.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 482.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 518.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 554.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 590.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 626.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 662.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 698.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 734.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 770.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [81.0, 806.0, 705.0, 36.0], shoonya_16sBLNJ0VIMNZ9, 5749750]
[paragraph, [810.0, 56.0, 706.0, 36.0], shoonya_14s3I997D2938Z, 5749750]
[paragraph, [810.0, 92.0, 706.0, 36.0], shoonya_14s3I997D2938Z, 5749750]
[paragraph, [810.0, 128.0, 706.0, 36.0], shoonya_14s3I997D2938Z, 5749750]
[paragraph, [810.0, 164.0, 706.0, 36.0], shoonya_14s3I997D2938Z, 5749750]
[paragraph, [810.0, 200.0, 706.0, 36.0], shoonya_14s3I997D2938Z, 5749750]
[paragraph, [840.0, 273.0, 449.0, 36.0], QCoJ3IoDWp, 5749750]
[paragraph, [840.0, 309.0, 449.0, 36.0], QCoJ3IoDWp, 5749750]
[reference, [1240.0, 375.0, 257.0, 36.0], shoonya_7s3EPY6CWPX86K, 5749750]
[paragraph, [820.0, 429.0, 708.0, 36.0], shoonya_0s2AJF2JFMZC11, 5749750]
[paragraph, [820.0, 465.0, 708.0, 36.0], shoonya_0s2AJF2JFMZC11, 5749750]
[paragraph, [820.0, 501.0, 708.0, 36.0], shoonya_0s2AJF2JFMZC11, 5749750]
[paragraph, [820.0, 537.0, 708.0, 36.0], shoonya_0s2AJF2JFMZC11, 5749750]
[paragraph, [820.0, 573.0, 708.0, 36.0], shoonya_0s2AJF2JFMZC11, 5749750]
[paragraph, [820.0, 609.0, 708.0, 36.0], shoonya_0s2AJF2JFMZC11, 5749750]
[paragraph, [820.0, 645.0, 708.0, 36.0], shoonya_0s2AJF2JFMZC11, 5749750]
[paragraph, [820.0, 681.0, 708.0, 36.0], shoonya_0s2AJF2JFMZC11, 5749750]
[paragraph, [820.0, 717.0, 708.0, 36.0], shoonya_0s2AJF2JFMZC11, 5749750]
[paragraph, [820.0, 753.0, 708.0, 36.0], shoonya_0s2AJF2JFMZC11, 5749750]
[paragraph, [820.0, 789.0, 708.0, 36.0], shoonya_0s2AJF2JFMZC11, 5749750]
[paragraph, [103.0, 856.0, 656.0, 36.0], r2g2hbqHym, 5749750]
[paragraph, [898.0, 857.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 893.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 929.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 965.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 1001.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 1037.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 1073.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 1109.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 1145.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 1181.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 1217.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 1253.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 1289.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 1325.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 1361.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 1397.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[paragraph, [898.0, 1433.0, 551.0, 36.0], shoonya_2sEREV846DVD47, 5749750]
[reference, [540.0, 914.0, 215.0, 36.0], QUI6RXOHGf, 5749750]
[paragraph, [103.0, 961.0, 658.0, 36.0], 9dunCFbyLX, 5749750]
[paragraph, [103.0, 997.0, 658.0, 36.0], 9dunCFbyLX, 5749750]
[reference, [608.0, 1065.0, 151.0, 36.0], shoonya_5sLD5ZMJ6TX3US, 5749750]
[paragraph, [85.0, 1122.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
[paragraph, [85.0, 1158.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
[paragraph, [85.0, 1194.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
[paragraph, [85.0, 1230.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
[paragraph, [85.0, 1266.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
[paragraph, [85.0, 1302.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
[paragraph, [85.0, 1338.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
[paragraph, [85.0, 1374.0, 705.0, 36.0], shoonya_1sYYAHQ0S00IOH, 5749750]
