[2342, 1678]
[folio, [207.0, 114.0, 451.0, 36.0], 2BPRhDq-eZ, 5656624]
[folio, [207.0, 150.0, 451.0, 36.0], 2BPRhDq-eZ, 5656624]
[contact-info, [992.0, 115.0, 478.0, 36.0], r2cpuegjtZ, 5656624]
[contact-info, [992.0, 151.0, 478.0, 36.0], r2cpuegjtZ, 5656624]
[section-title, [277.0, 258.0, 1098.0, 52.5], kZkm2WCNMo, 5656624]
[author, [1275.0, 431.0, 222.0, 36.0], KWf4SifzVB, 5656624]
[contact-info, [810.0, 491.0, 757.0, 36.0], n2UkhdFYS1, 5656624]
[contact-info, [810.0, 527.0, 757.0, 36.0], n2UkhdFYS1, 5656624]
[paragraph, [695.0, 595.0, 811.0, 36.0], shoonya_2s1HGW3S2C25AK, 5656624]
[paragraph, [695.0, 631.0, 811.0, 36.0], shoonya_2s1HGW3S2C25AK, 5656624]
[paragraph, [695.0, 667.0, 811.0, 36.0], shoonya_2s1HGW3S2C25AK, 5656624]
[paragraph, [695.0, 703.0, 811.0, 36.0], shoonya_2s1HGW3S2C25AK, 5656624]
[paragraph, [695.0, 739.0, 811.0, 36.0], shoonya_2s1HGW3S2C25AK, 5656624]
[paragraph, [695.0, 775.0, 811.0, 36.0], shoonya_2s1HGW3S2C25AK, 5656624]
[paragraph, [695.0, 811.0, 811.0, 36.0], shoonya_2s1HGW3S2C25AK, 5656624]
[paragraph, [686.0, 877.0, 839.0, 36.0], shoonya_3s045UFBCS0KQ1, 5656624]
[paragraph, [686.0, 913.0, 839.0, 36.0], shoonya_3s045UFBCS0KQ1, 5656624]
[paragraph, [686.0, 949.0, 839.0, 36.0], shoonya_3s045UFBCS0KQ1, 5656624]
[paragraph, [686.0, 985.0, 839.0, 36.0], shoonya_3s045UFBCS0KQ1, 5656624]
[paragraph, [686.0, 1021.0, 839.0, 36.0], shoonya_3s045UFBCS0KQ1, 5656624]
[paragraph, [686.0, 1057.0, 839.0, 36.0], shoonya_3s045UFBCS0KQ1, 5656624]
[paragraph, [686.0, 1093.0, 839.0, 36.0], shoonya_3s045UFBCS0KQ1, 5656624]
[paragraph, [686.0, 1129.0, 839.0, 36.0], shoonya_3s045UFBCS0KQ1, 5656624]
[paragraph, [696.0, 1189.0, 837.0, 36.0], shoonya_0s6AYT783B9CPK, 5656624]
[paragraph, [696.0, 1225.0, 837.0, 36.0], shoonya_0s6AYT783B9CPK, 5656624]
[paragraph, [696.0, 1261.0, 837.0, 36.0], shoonya_0s6AYT783B9CPK, 5656624]
[paragraph, [696.0, 1297.0, 837.0, 36.0], shoonya_0s6AYT783B9CPK, 5656624]
[paragraph, [696.0, 1333.0, 837.0, 36.0], shoonya_0s6AYT783B9CPK, 5656624]
[paragraph, [696.0, 1369.0, 837.0, 36.0], shoonya_0s6AYT783B9CPK, 5656624]
[paragraph, [696.0, 1405.0, 837.0, 36.0], shoonya_0s6AYT783B9CPK, 5656624]
[paragraph, [696.0, 1441.0, 837.0, 36.0], shoonya_0s6AYT783B9CPK, 5656624]
[paragraph, [696.0, 1477.0, 837.0, 36.0], shoonya_0s6AYT783B9CPK, 5656624]
[paragraph, [696.0, 1513.0, 837.0, 36.0], shoonya_0s6AYT783B9CPK, 5656624]
[paragraph, [696.0, 1549.0, 837.0, 36.0], shoonya_0s6AYT783B9CPK, 5656624]
[paragraph, [696.0, 1585.0, 837.0, 36.0], shoonya_0s6AYT783B9CPK, 5656624]
[paragraph, [693.0, 1621.0, 826.0, 36.0], shoonya_6sIJHAT3517ZWF, 5656624]
[paragraph, [693.0, 1657.0, 826.0, 36.0], shoonya_6sIJHAT3517ZWF, 5656624]
[paragraph, [693.0, 1693.0, 826.0, 36.0], shoonya_6sIJHAT3517ZWF, 5656624]
[paragraph, [686.0, 1740.0, 824.0, 36.0], shoonya_4sSBYSIKXMCMN4, 5656624]
[paragraph, [686.0, 1776.0, 824.0, 36.0], shoonya_4sSBYSIKXMCMN4, 5656624]
[paragraph, [686.0, 1812.0, 824.0, 36.0], shoonya_4sSBYSIKXMCMN4, 5656624]
[paragraph, [686.0, 1848.0, 824.0, 36.0], shoonya_4sSBYSIKXMCMN4, 5656624]
[paragraph, [686.0, 1884.0, 824.0, 36.0], shoonya_4sSBYSIKXMCMN4, 5656624]
[paragraph, [686.0, 1920.0, 824.0, 36.0], shoonya_4sSBYSIKXMCMN4, 5656624]
[paragraph, [686.0, 1956.0, 824.0, 36.0], shoonya_4sSBYSIKXMCMN4, 5656624]
[paragraph, [686.0, 1992.0, 824.0, 36.0], shoonya_4sSBYSIKXMCMN4, 5656624]
