[792, 612]
[folio, [266.0, 47.0, 77.0, 18.0], 9Ysc-YuNkx, 6493402]
[paragraph, [97.0, 70.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 88.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 106.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 124.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 142.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 160.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 178.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 196.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 214.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 232.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 250.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 268.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 286.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 304.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 322.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 340.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 358.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 376.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 394.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
[paragraph, [97.0, 412.0, 418.0, 18.0], shoonya_0s8N3OU9DV0QPI, 6493402]
