[1461, 1106]
[section-title, [425.0, 161.0, 181.0, 30.0], shoonya_0sF2TSRNVHHMYC, 5759216]
[paragraph, [288.0, 228.0, 366.0, 18.0], FJZKzkpl1G, 5759216]
[paragraph, [288.0, 246.0, 366.0, 18.0], FJZKzkpl1G, 5759216]
[paragraph, [288.0, 264.0, 366.0, 18.0], FJZKzkpl1G, 5759216]
[paragraph, [288.0, 282.0, 366.0, 18.0], FJZKzkpl1G, 5759216]
[paragraph, [287.0, 319.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 337.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 355.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 373.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 391.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 409.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 427.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 445.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 463.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 481.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 499.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 517.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 535.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 553.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 571.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 589.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [287.0, 607.0, 432.0, 18.0], LQOaj4COe7, 5759216]
[paragraph, [288.0, 661.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 679.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 697.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 715.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 733.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 751.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 769.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 787.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 805.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 823.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 841.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 859.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 877.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 895.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 913.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 931.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [288.0, 949.0, 439.0, 18.0], PsPXPWwrYV, 5759216]
[paragraph, [287.0, 989.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1007.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1025.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1043.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1061.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1079.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1097.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1115.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1133.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1151.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1169.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1187.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1205.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1223.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1241.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1259.0, 402.0, 18.0], SypkEDGgUF, 5759216]
[paragraph, [287.0, 1277.0, 402.0, 18.0], SypkEDGgUF, 5759216]
