[1650, 1275]
[section-title, [203.0, 164.0, 869.0, 49.5], YqUipNj2QR, 5706466]
[section-title, [203.0, 213.5, 869.0, 49.5], YqUipNj2QR, 5706466]
[section-title, [203.0, 263.0, 869.0, 49.5], YqUipNj2QR, 5706466]
[section-title, [528.0, 401.0, 128.0, 49.5], DlwXcGztjx, 5706466]
[ordered-list, [133.0, 481.0, 744.0, 36.0], shoonya_0s6BX3W5ZZKL7X, 5706466]
[ordered-list, [133.0, 517.0, 744.0, 36.0], shoonya_0s6BX3W5ZZKL7X, 5706466]
[ordered-list, [133.0, 553.0, 744.0, 36.0], shoonya_0s6BX3W5ZZKL7X, 5706466]
[ordered-list, [133.0, 589.0, 744.0, 36.0], shoonya_0s6BX3W5ZZKL7X, 5706466]
[ordered-list, [133.0, 625.0, 744.0, 36.0], shoonya_0s6BX3W5ZZKL7X, 5706466]
[ordered-list, [133.0, 661.0, 744.0, 36.0], shoonya_0s6BX3W5ZZKL7X, 5706466]
[ordered-list, [133.0, 697.0, 744.0, 36.0], shoonya_0s6BX3W5ZZKL7X, 5706466]
[ordered-list, [133.0, 733.0, 744.0, 36.0], shoonya_0s6BX3W5ZZKL7X, 5706466]
[ordered-list, [133.0, 769.0, 744.0, 36.0], shoonya_0s6BX3W5ZZKL7X, 5706466]
