[4767, 3325]
[folio, [1781.0, 373.0, 968.0, 52.5], qoCpQefY5P, 5710243]
[folio, [1781.0, 425.5, 968.0, 52.5], qoCpQefY5P, 5710243]
[paragraph, [385.0, 524.0, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [385.0, 576.5, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [385.0, 629.0, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [385.0, 681.5, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [385.0, 734.0, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [385.0, 786.5, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [385.0, 839.0, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [385.0, 891.5, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [385.0, 944.0, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [385.0, 996.5, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [385.0, 1049.0, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [385.0, 1101.5, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [385.0, 1154.0, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [385.0, 1206.5, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [385.0, 1259.0, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [385.0, 1311.5, 2366.0, 52.5], shoonya_1sEDP9YH5PH7WC, 5710243]
[paragraph, [303.0, 1392.0, 2488.0, 52.5], shoonya_0sJD7HA2F8DTEH, 5710243]
[paragraph, [303.0, 1444.5, 2488.0, 52.5], shoonya_0sJD7HA2F8DTEH, 5710243]
[paragraph, [303.0, 1497.0, 2488.0, 52.5], shoonya_0sJD7HA2F8DTEH, 5710243]
[paragraph, [303.0, 1549.5, 2488.0, 52.5], shoonya_0sJD7HA2F8DTEH, 5710243]
[paragraph, [303.0, 1602.0, 2488.0, 52.5], shoonya_0sJD7HA2F8DTEH, 5710243]
[paragraph, [303.0, 1654.5, 2488.0, 52.5], shoonya_0sJD7HA2F8DTEH, 5710243]
[paragraph, [303.0, 1707.0, 2488.0, 52.5], shoonya_0sJD7HA2F8DTEH, 5710243]
[paragraph, [303.0, 1759.5, 2488.0, 52.5], shoonya_0sJD7HA2F8DTEH, 5710243]
[paragraph, [303.0, 1812.0, 2488.0, 52.5], shoonya_0sJD7HA2F8DTEH, 5710243]
[paragraph, [303.0, 1864.5, 2488.0, 52.5], shoonya_0sJD7HA2F8DTEH, 5710243]
[paragraph, [303.0, 1917.0, 2488.0, 52.5], shoonya_0sJD7HA2F8DTEH, 5710243]
[paragraph, [303.0, 1969.5, 2488.0, 52.5], shoonya_0sJD7HA2F8DTEH, 5710243]
[paragraph, [303.0, 2022.0, 2488.0, 52.5], shoonya_0sJD7HA2F8DTEH, 5710243]
[paragraph, [419.0, 2114.0, 2348.0, 52.5], xrJrbWSea-, 5710243]
[paragraph, [419.0, 2166.5, 2348.0, 52.5], xrJrbWSea-, 5710243]
[paragraph, [419.0, 2219.0, 2348.0, 52.5], xrJrbWSea-, 5710243]
[paragraph, [419.0, 2271.5, 2348.0, 52.5], xrJrbWSea-, 5710243]
[paragraph, [394.0, 2358.0, 2394.0, 52.5], qmHes3p4oM, 5710243]
[paragraph, [394.0, 2410.5, 2394.0, 52.5], qmHes3p4oM, 5710243]
[paragraph, [394.0, 2463.0, 2394.0, 52.5], qmHes3p4oM, 5710243]
[paragraph, [394.0, 2515.5, 2394.0, 52.5], qmHes3p4oM, 5710243]
[paragraph, [394.0, 2568.0, 2394.0, 52.5], qmHes3p4oM, 5710243]
[paragraph, [394.0, 2620.5, 2394.0, 52.5], qmHes3p4oM, 5710243]
[paragraph, [394.0, 2673.0, 2394.0, 52.5], qmHes3p4oM, 5710243]
[paragraph, [394.0, 2725.5, 2394.0, 52.5], qmHes3p4oM, 5710243]
[paragraph, [394.0, 2778.0, 2394.0, 52.5], qmHes3p4oM, 5710243]
[paragraph, [398.0, 2849.0, 2373.0, 52.5], kPB4gXCmBG, 5710243]
[paragraph, [398.0, 2901.5, 2373.0, 52.5], kPB4gXCmBG, 5710243]
[paragraph, [398.0, 2954.0, 2373.0, 52.5], kPB4gXCmBG, 5710243]
[paragraph, [398.0, 3006.5, 2373.0, 52.5], kPB4gXCmBG, 5710243]
[paragraph, [607.0, 3101.0, 2146.0, 52.5], btHCs8-z5U, 5710243]
[paragraph, [607.0, 3153.5, 2146.0, 52.5], btHCs8-z5U, 5710243]
[paragraph, [607.0, 3206.0, 2146.0, 52.5], btHCs8-z5U, 5710243]
[paragraph, [607.0, 3258.5, 2146.0, 52.5], btHCs8-z5U, 5710243]
[paragraph, [368.0, 3327.0, 2448.0, 52.5], qhSdXUeghv, 5710243]
[paragraph, [368.0, 3379.5, 2448.0, 52.5], qhSdXUeghv, 5710243]
[paragraph, [368.0, 3432.0, 2448.0, 52.5], qhSdXUeghv, 5710243]
[paragraph, [368.0, 3484.5, 2448.0, 52.5], qhSdXUeghv, 5710243]
[paragraph, [368.0, 3537.0, 2448.0, 52.5], qhSdXUeghv, 5710243]
[paragraph, [368.0, 3589.5, 2448.0, 52.5], qhSdXUeghv, 5710243]
[paragraph, [368.0, 3642.0, 2448.0, 52.5], qhSdXUeghv, 5710243]
[paragraph, [368.0, 3694.5, 2448.0, 52.5], qhSdXUeghv, 5710243]
[paragraph, [368.0, 3747.0, 2448.0, 52.5], qhSdXUeghv, 5710243]
[paragraph, [368.0, 3799.5, 2448.0, 52.5], qhSdXUeghv, 5710243]
[paragraph, [368.0, 3852.0, 2448.0, 52.5], qhSdXUeghv, 5710243]
[paragraph, [368.0, 3904.5, 2448.0, 52.5], qhSdXUeghv, 5710243]
[paragraph, [368.0, 3957.0, 2448.0, 52.5], qhSdXUeghv, 5710243]
[paragraph, [368.0, 4009.5, 2448.0, 52.5], qhSdXUeghv, 5710243]
[paragraph, [368.0, 4062.0, 2448.0, 52.5], qhSdXUeghv, 5710243]
[paragraph, [368.0, 4114.5, 2448.0, 52.5], qhSdXUeghv, 5710243]
