[792, 612]
[folio, [268.0, 30.0, 82.0, 18.0], 4GWuRTIUCB, 6492872]
[section-title, [180.0, 113.0, 251.0, 30.0], cvPxBka324, 6492872]
[paragraph, [97.0, 182.0, 431.0, 18.0], shoonya_0s7CDBQGG1IKRG, 6492872]
[paragraph, [97.0, 200.0, 431.0, 18.0], shoonya_0s7CDBQGG1IKRG, 6492872]
[paragraph, [97.0, 218.0, 431.0, 18.0], shoonya_0s7CDBQGG1IKRG, 6492872]
[paragraph, [97.0, 236.0, 431.0, 18.0], shoonya_0s7CDBQGG1IKRG, 6492872]
[paragraph, [97.0, 254.0, 431.0, 18.0], shoonya_0s7CDBQGG1IKRG, 6492872]
[paragraph, [97.0, 272.0, 431.0, 18.0], shoonya_0s7CDBQGG1IKRG, 6492872]
[paragraph, [97.0, 290.0, 431.0, 18.0], shoonya_0s7CDBQGG1IKRG, 6492872]
[paragraph, [97.0, 308.0, 431.0, 18.0], shoonya_0s7CDBQGG1IKRG, 6492872]
[paragraph, [97.0, 326.0, 431.0, 18.0], shoonya_0s7CDBQGG1IKRG, 6492872]
[paragraph, [97.0, 344.0, 431.0, 18.0], shoonya_0s7CDBQGG1IKRG, 6492872]
[paragraph, [97.0, 362.0, 431.0, 18.0], shoonya_0s7CDBQGG1IKRG, 6492872]
[paragraph, [97.0, 380.0, 431.0, 18.0], shoonya_0s7CDBQGG1IKRG, 6492872]
[paragraph, [97.0, 398.0, 431.0, 18.0], shoonya_0s7CDBQGG1IKRG, 6492872]
[paragraph, [97.0, 436.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
[paragraph, [97.0, 454.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
[paragraph, [97.0, 472.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
[paragraph, [97.0, 490.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
[paragraph, [97.0, 508.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
[paragraph, [97.0, 526.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
[paragraph, [97.0, 544.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
[paragraph, [97.0, 562.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
[paragraph, [97.0, 580.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
[paragraph, [97.0, 598.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
[paragraph, [97.0, 616.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
[paragraph, [97.0, 634.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
[paragraph, [97.0, 652.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
[paragraph, [97.0, 670.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
[paragraph, [97.0, 688.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
[paragraph, [97.0, 706.0, 429.0, 18.0], sjeQ8dlaK4, 6492872]
