[3509, 2482]
[folio, [860.0, 187.0, 469.0, 52.5], ZR2l85czoi, 5691606]
[folio, [860.0, 239.5, 469.0, 52.5], ZR2l85czoi, 5691606]
[paragraph, [165.0, 334.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 386.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 439.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 491.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 544.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 596.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 649.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 701.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 754.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 806.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 859.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 911.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 964.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1016.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1069.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1121.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1174.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1226.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1279.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1331.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1384.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1436.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1489.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1541.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1594.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1646.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1699.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1751.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1804.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1856.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1909.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 1961.5, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [165.0, 2014.0, 1852.0, 52.5], qyFtueDGR_, 5691606]
[paragraph, [174.0, 2061.0, 1838.0, 52.5], shoonya_0sDVH6TRZH451X, 5691606]
[paragraph, [174.0, 2113.5, 1838.0, 52.5], shoonya_0sDVH6TRZH451X, 5691606]
[paragraph, [174.0, 2166.0, 1838.0, 52.5], shoonya_0sDVH6TRZH451X, 5691606]
[paragraph, [174.0, 2218.5, 1838.0, 52.5], shoonya_0sDVH6TRZH451X, 5691606]
[paragraph, [184.0, 2297.0, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 2349.5, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 2402.0, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 2454.5, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 2507.0, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 2559.5, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 2612.0, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 2664.5, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 2717.0, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 2769.5, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 2822.0, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 2874.5, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 2927.0, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 2979.5, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 3032.0, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 3084.5, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 3137.0, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 3189.5, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 3242.0, 1830.0, 52.5], i8WWqAPZCj, 5691606]
[paragraph, [184.0, 3294.5, 1830.0, 52.5], i8WWqAPZCj, 5691606]
