[1806, 1262]
[folio, [329.0, 100.0, 769.0, 36.0], QIv6pDkyA1, 5681342]
[paragraph, [94.0, 183.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 219.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 255.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 291.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 327.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 363.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 399.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 435.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 471.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 507.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 543.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 579.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 615.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 651.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 687.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 723.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [94.0, 759.0, 507.0, 36.0], shoonya_1sWX69WKSMVW6Z, 5681342]
[paragraph, [650.0, 185.0, 510.0, 36.0], shoonya_2s84FRKH6EK62N, 5681342]
[paragraph, [650.0, 221.0, 510.0, 36.0], shoonya_2s84FRKH6EK62N, 5681342]
[paragraph, [650.0, 257.0, 510.0, 36.0], shoonya_2s84FRKH6EK62N, 5681342]
[paragraph, [650.0, 293.0, 510.0, 36.0], shoonya_2s84FRKH6EK62N, 5681342]
[paragraph, [650.0, 329.0, 510.0, 36.0], shoonya_2s84FRKH6EK62N, 5681342]
[paragraph, [650.0, 365.0, 510.0, 36.0], shoonya_2s84FRKH6EK62N, 5681342]
[paragraph, [650.0, 401.0, 510.0, 36.0], shoonya_2s84FRKH6EK62N, 5681342]
[paragraph, [650.0, 437.0, 510.0, 36.0], shoonya_2s84FRKH6EK62N, 5681342]
[paragraph, [650.0, 473.0, 510.0, 36.0], shoonya_2s84FRKH6EK62N, 5681342]
[paragraph, [650.0, 509.0, 510.0, 36.0], shoonya_2s84FRKH6EK62N, 5681342]
[paragraph, [650.0, 545.0, 510.0, 36.0], shoonya_2s84FRKH6EK62N, 5681342]
[paragraph, [650.0, 581.0, 510.0, 36.0], shoonya_2s84FRKH6EK62N, 5681342]
[section-title, [648.0, 671.0, 506.0, 49.5], shoonya_3sR3ZU7ZI9XFQT, 5681342]
[paragraph, [653.0, 752.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 788.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 824.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 860.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 896.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 932.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 968.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1004.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1040.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1076.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1112.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1148.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1184.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1220.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1256.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1292.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1328.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1364.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1400.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1436.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1472.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1508.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1544.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1580.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1616.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [653.0, 1652.0, 507.0, 36.0], shoonya_4sS5UJD353VHUS, 5681342]
[paragraph, [93.0, 803.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 839.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 875.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 911.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 947.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 983.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1019.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1055.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1091.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1127.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1163.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1199.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1235.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1271.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1307.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1343.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1379.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1415.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1451.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1487.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1523.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1559.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1595.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1631.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
[paragraph, [93.0, 1667.0, 508.0, 36.0], shoonya_0s58VA390P91O3, 5681342]
