[2481, 1654]
[folio, [347.0, 106.0, 116.0, 36.0], shoonya_2sQL3DF68SUF5C, 5721418]
[paragraph, [217.0, 216.0, 1284.0, 36.0], shoonya_1sSUJOUZAD4JD0, 5721418]
[paragraph, [217.0, 252.0, 1284.0, 36.0], shoonya_1sSUJOUZAD4JD0, 5721418]
[paragraph, [217.0, 288.0, 1284.0, 36.0], shoonya_1sSUJOUZAD4JD0, 5721418]
[paragraph, [217.0, 324.0, 1284.0, 36.0], shoonya_1sSUJOUZAD4JD0, 5721418]
[paragraph, [217.0, 360.0, 1284.0, 36.0], shoonya_1sSUJOUZAD4JD0, 5721418]
[paragraph, [217.0, 396.0, 1284.0, 36.0], shoonya_1sSUJOUZAD4JD0, 5721418]
[paragraph, [217.0, 432.0, 1284.0, 36.0], shoonya_1sSUJOUZAD4JD0, 5721418]
[paragraph, [217.0, 468.0, 1284.0, 36.0], shoonya_1sSUJOUZAD4JD0, 5721418]
[paragraph, [217.0, 504.0, 1284.0, 36.0], shoonya_1sSUJOUZAD4JD0, 5721418]
[paragraph, [217.0, 540.0, 1284.0, 36.0], shoonya_1sSUJOUZAD4JD0, 5721418]
[paragraph, [217.0, 576.0, 1284.0, 36.0], shoonya_1sSUJOUZAD4JD0, 5721418]
[paragraph, [217.0, 612.0, 1284.0, 36.0], shoonya_1sSUJOUZAD4JD0, 5721418]
[paragraph, [217.0, 648.0, 1284.0, 36.0], shoonya_1sSUJOUZAD4JD0, 5721418]
[paragraph, [272.0, 690.0, 1219.0, 36.0], y8KwnbXsQV, 5721418]
[paragraph, [272.0, 726.0, 1219.0, 36.0], y8KwnbXsQV, 5721418]
[paragraph, [225.0, 791.0, 1267.0, 36.0], iKbV0oN_1I, 5721418]
[paragraph, [225.0, 827.0, 1267.0, 36.0], iKbV0oN_1I, 5721418]
[paragraph, [225.0, 863.0, 1267.0, 36.0], iKbV0oN_1I, 5721418]
[paragraph, [225.0, 899.0, 1267.0, 36.0], iKbV0oN_1I, 5721418]
[paragraph, [285.0, 951.0, 1203.0, 36.0], Gus_j5pIPU, 5721418]
[paragraph, [219.0, 1000.0, 1271.0, 36.0], ifmOunk-j8, 5721418]
[paragraph, [219.0, 1036.0, 1271.0, 36.0], ifmOunk-j8, 5721418]
[paragraph, [219.0, 1072.0, 1271.0, 36.0], ifmOunk-j8, 5721418]
[paragraph, [219.0, 1108.0, 1271.0, 36.0], ifmOunk-j8, 5721418]
[paragraph, [217.0, 1153.0, 1273.0, 36.0], oDpERBhV3p, 5721418]
[paragraph, [217.0, 1189.0, 1273.0, 36.0], oDpERBhV3p, 5721418]
[paragraph, [285.0, 1261.0, 783.0, 36.0], DAAoF1LQ1A, 5721418]
[paragraph, [283.0, 1310.0, 897.0, 36.0], hsZKfNHN1e, 5721418]
[paragraph, [212.0, 1366.0, 1288.0, 36.0], imZmfbTuU_, 5721418]
[paragraph, [212.0, 1402.0, 1288.0, 36.0], imZmfbTuU_, 5721418]
[paragraph, [212.0, 1438.0, 1288.0, 36.0], imZmfbTuU_, 5721418]
[paragraph, [212.0, 1474.0, 1288.0, 36.0], imZmfbTuU_, 5721418]
[paragraph, [212.0, 1510.0, 1288.0, 36.0], imZmfbTuU_, 5721418]
[paragraph, [212.0, 1546.0, 1288.0, 36.0], imZmfbTuU_, 5721418]
[paragraph, [212.0, 1582.0, 1288.0, 36.0], imZmfbTuU_, 5721418]
[paragraph, [212.0, 1618.0, 1288.0, 36.0], imZmfbTuU_, 5721418]
[paragraph, [212.0, 1654.0, 1288.0, 36.0], imZmfbTuU_, 5721418]
[paragraph, [212.0, 1690.0, 1288.0, 36.0], imZmfbTuU_, 5721418]
[paragraph, [212.0, 1726.0, 1288.0, 36.0], imZmfbTuU_, 5721418]
[paragraph, [212.0, 1762.0, 1288.0, 36.0], imZmfbTuU_, 5721418]
[paragraph, [229.0, 1835.0, 1259.0, 36.0], alSgN0EAOU, 5721418]
[paragraph, [229.0, 1871.0, 1259.0, 36.0], alSgN0EAOU, 5721418]
[paragraph, [231.0, 1943.0, 1254.0, 36.0], KBBe6FYt4Q, 5721418]
[paragraph, [231.0, 1979.0, 1254.0, 36.0], KBBe6FYt4Q, 5721418]
[paragraph, [266.0, 2042.0, 1223.0, 36.0], 7noAZbb3sM, 5721418]
[paragraph, [231.0, 2096.0, 1259.0, 36.0], QyM3dRxoi_, 5721418]
[paragraph, [231.0, 2132.0, 1259.0, 36.0], QyM3dRxoi_, 5721418]
