[2200, 1700]
[paragraph, [370.0, 114.0, 1134.0, 36.0], shoonya_3sF4YEZ4P34LMS, 5733615]
[paragraph, [370.0, 150.0, 1134.0, 36.0], shoonya_3sF4YEZ4P34LMS, 5733615]
[paragraph, [370.0, 186.0, 1134.0, 36.0], shoonya_3sF4YEZ4P34LMS, 5733615]
[paragraph, [372.0, 245.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 281.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 317.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 353.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 389.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 425.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 461.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 497.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 533.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 569.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 605.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 641.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 677.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 713.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 749.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 785.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 821.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [372.0, 857.0, 1134.0, 36.0], shoonya_0sOXE30EA1BTSD, 5733615]
[paragraph, [370.0, 937.0, 1135.0, 36.0], shoonya_2s17YD9N5ZJPIW, 5733615]
[paragraph, [370.0, 973.0, 1135.0, 36.0], shoonya_2s17YD9N5ZJPIW, 5733615]
[paragraph, [370.0, 1009.0, 1135.0, 36.0], shoonya_2s17YD9N5ZJPIW, 5733615]
[paragraph, [370.0, 1045.0, 1135.0, 36.0], shoonya_2s17YD9N5ZJPIW, 5733615]
[paragraph, [370.0, 1081.0, 1135.0, 36.0], shoonya_2s17YD9N5ZJPIW, 5733615]
[paragraph, [370.0, 1117.0, 1135.0, 36.0], shoonya_2s17YD9N5ZJPIW, 5733615]
[paragraph, [370.0, 1153.0, 1135.0, 36.0], shoonya_2s17YD9N5ZJPIW, 5733615]
[paragraph, [370.0, 1189.0, 1135.0, 36.0], shoonya_2s17YD9N5ZJPIW, 5733615]
[paragraph, [370.0, 1225.0, 1135.0, 36.0], shoonya_2s17YD9N5ZJPIW, 5733615]
[paragraph, [370.0, 1261.0, 1135.0, 36.0], shoonya_2s17YD9N5ZJPIW, 5733615]
[paragraph, [369.0, 1350.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1386.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1422.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1458.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1494.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1530.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1566.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1602.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1638.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1674.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1710.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1746.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1782.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1818.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1854.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1890.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1926.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1962.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
[paragraph, [369.0, 1998.0, 1136.0, 36.0], shoonya_1sSB3XW9GLDU1T, 5733615]
