[792, 612]
[headline, [89.0, 278.0, 440.0, 25.5], shoonya_3s2M0TWA4VLM4E, 6516483]
[paragraph, [273.0, 372.0, 107.0, 18.0], shoonya_2s0UNP5P6STBL2, 6516483]
[paragraph, [273.0, 390.0, 107.0, 18.0], shoonya_2s0UNP5P6STBL2, 6516483]
[paragraph, [273.0, 408.0, 107.0, 18.0], shoonya_2s0UNP5P6STBL2, 6516483]
[paragraph, [388.0, 372.0, 148.0, 18.0], shoonya_4sN34QX6KLQB1V, 6516483]
[paragraph, [388.0, 390.0, 148.0, 18.0], shoonya_4sN34QX6KLQB1V, 6516483]
[paragraph, [388.0, 408.0, 148.0, 18.0], shoonya_4sN34QX6KLQB1V, 6516483]
[paragraph, [388.0, 426.0, 148.0, 18.0], shoonya_4sN34QX6KLQB1V, 6516483]
[paragraph, [388.0, 444.0, 148.0, 18.0], shoonya_4sN34QX6KLQB1V, 6516483]
[paragraph, [388.0, 462.0, 148.0, 18.0], shoonya_4sN34QX6KLQB1V, 6516483]
[paragraph, [388.0, 480.0, 148.0, 18.0], shoonya_4sN34QX6KLQB1V, 6516483]
[paragraph, [388.0, 498.0, 148.0, 18.0], shoonya_4sN34QX6KLQB1V, 6516483]
[paragraph, [232.0, 431.0, 149.0, 18.0], shoonya_9sUR7JIY3ILLOD, 6516483]
[paragraph, [232.0, 449.0, 149.0, 18.0], shoonya_9sUR7JIY3ILLOD, 6516483]
[paragraph, [232.0, 467.0, 149.0, 18.0], shoonya_9sUR7JIY3ILLOD, 6516483]
[paragraph, [232.0, 485.0, 149.0, 18.0], shoonya_9sUR7JIY3ILLOD, 6516483]
[paragraph, [233.0, 517.0, 148.0, 18.0], shoonya_1s8NW5CU3XAM0A, 6516483]
[paragraph, [233.0, 535.0, 148.0, 18.0], shoonya_1s8NW5CU3XAM0A, 6516483]
[paragraph, [233.0, 553.0, 148.0, 18.0], shoonya_1s8NW5CU3XAM0A, 6516483]
[paragraph, [233.0, 571.0, 148.0, 18.0], shoonya_1s8NW5CU3XAM0A, 6516483]
[paragraph, [233.0, 589.0, 148.0, 18.0], shoonya_1s8NW5CU3XAM0A, 6516483]
[paragraph, [233.0, 607.0, 148.0, 18.0], shoonya_1s8NW5CU3XAM0A, 6516483]
[paragraph, [388.0, 517.0, 145.0, 18.0], shoonya_7s4A42MHHDJYCI, 6516483]
[paragraph, [388.0, 535.0, 145.0, 18.0], shoonya_7s4A42MHHDJYCI, 6516483]
[paragraph, [388.0, 553.0, 145.0, 18.0], shoonya_7s4A42MHHDJYCI, 6516483]
[paragraph, [385.0, 575.0, 149.0, 18.0], 3JFIEeHKeK, 6516483]
[paragraph, [385.0, 593.0, 149.0, 18.0], 3JFIEeHKeK, 6516483]
[paragraph, [385.0, 611.0, 149.0, 18.0], 3JFIEeHKeK, 6516483]
