[1263, 892]
[chapter-title, [379.0, 63.0, 240.0, 30.0], shoonya_4sN2RWQTD6EUFH, 5775904]
[paragraph, [184.0, 100.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 118.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 136.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 154.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 172.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 190.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 208.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 226.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 244.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 262.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 280.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 298.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 316.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 334.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 352.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 370.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 388.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [184.0, 406.0, 632.0, 18.0], shoonya_3sID2IB747P8CO, 5775904]
[paragraph, [186.0, 434.0, 629.0, 18.0], shoonya_2sB32JWAW2GVUV, 5775904]
[paragraph, [186.0, 452.0, 629.0, 18.0], shoonya_2sB32JWAW2GVUV, 5775904]
[paragraph, [186.0, 470.0, 629.0, 18.0], shoonya_2sB32JWAW2GVUV, 5775904]
[paragraph, [186.0, 488.0, 629.0, 18.0], shoonya_2sB32JWAW2GVUV, 5775904]
[paragraph, [186.0, 506.0, 629.0, 18.0], shoonya_2sB32JWAW2GVUV, 5775904]
[paragraph, [186.0, 524.0, 629.0, 18.0], shoonya_2sB32JWAW2GVUV, 5775904]
[paragraph, [186.0, 542.0, 629.0, 18.0], shoonya_2sB32JWAW2GVUV, 5775904]
[paragraph, [186.0, 560.0, 629.0, 18.0], shoonya_2sB32JWAW2GVUV, 5775904]
[paragraph, [186.0, 578.0, 629.0, 18.0], shoonya_2sB32JWAW2GVUV, 5775904]
[paragraph, [186.0, 596.0, 629.0, 18.0], shoonya_2sB32JWAW2GVUV, 5775904]
[paragraph, [186.0, 614.0, 629.0, 18.0], shoonya_2sB32JWAW2GVUV, 5775904]
[paragraph, [188.0, 635.0, 629.0, 18.0], shoonya_1sBFZCJF8LGP0V, 5775904]
[paragraph, [188.0, 653.0, 629.0, 18.0], shoonya_1sBFZCJF8LGP0V, 5775904]
[paragraph, [188.0, 671.0, 629.0, 18.0], shoonya_1sBFZCJF8LGP0V, 5775904]
[paragraph, [188.0, 689.0, 629.0, 18.0], shoonya_1sBFZCJF8LGP0V, 5775904]
[paragraph, [188.0, 707.0, 629.0, 18.0], shoonya_1sBFZCJF8LGP0V, 5775904]
[paragraph, [188.0, 725.0, 629.0, 18.0], shoonya_1sBFZCJF8LGP0V, 5775904]
[paragraph, [188.0, 743.0, 629.0, 18.0], shoonya_1sBFZCJF8LGP0V, 5775904]
[paragraph, [188.0, 761.0, 629.0, 18.0], shoonya_1sBFZCJF8LGP0V, 5775904]
[paragraph, [188.0, 785.0, 630.0, 18.0], shoonya_0sHDNSQVHS2JLF, 5775904]
[paragraph, [188.0, 803.0, 630.0, 18.0], shoonya_0sHDNSQVHS2JLF, 5775904]
[paragraph, [188.0, 821.0, 630.0, 18.0], shoonya_0sHDNSQVHS2JLF, 5775904]
[paragraph, [188.0, 839.0, 630.0, 18.0], shoonya_0sHDNSQVHS2JLF, 5775904]
[paragraph, [188.0, 857.0, 630.0, 18.0], shoonya_0sHDNSQVHS2JLF, 5775904]
