[1650, 1275]
[paragraph, [263.0, 108.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 144.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 180.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 216.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 252.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 288.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 324.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 360.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 396.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 432.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 468.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 504.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 540.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 576.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 612.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 648.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 684.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 720.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 756.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 792.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 828.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 864.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 900.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 936.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 972.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 1008.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 1044.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 1080.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 1116.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 1152.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 1188.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 1224.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 1260.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 1296.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 1332.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 1368.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 1404.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[paragraph, [263.0, 1440.0, 490.0, 36.0], shoonya_0sOI3Z16IMQOKZ, 6468959]
[placeholder-text, [606.0, 142.0, 121.0, 18.0], VqqPmQZToP, 6468959]
[placeholder-text, [471.0, 214.0, 264.0, 18.0], T05p5eNXnY, 6468959]
[placeholder-text, [573.0, 251.0, 162.0, 18.0], 1cEyCCDYIv, 6468959]
[placeholder-text, [471.0, 328.0, 269.0, 18.0], -wbPyc20zi, 6468959]
[placeholder-text, [638.0, 445.0, 95.0, 18.0], gOsZjOotdw, 6468959]
[placeholder-text, [489.0, 799.0, 247.0, 18.0], 4KnxLjIjXt, 6468959]
[placeholder-text, [432.0, 1034.0, 302.0, 18.0], Ma_fs2Bu4z, 6468959]
[placeholder-text, [627.0, 1063.0, 108.0, 18.0], -Qp5zABnmq, 6468959]
[placeholder-text, [492.0, 1110.0, 244.0, 18.0], CdnXuZCWGS, 6468959]
[placeholder-text, [497.0, 1227.0, 236.0, 18.0], bX00-PNV1g, 6468959]
[placeholder-text, [652.0, 1456.0, 80.0, 18.0], cji8TDLx6g, 6468959]
