[1447, 1063]
[folio, [430.0, 56.0, 195.0, 18.0], sgQmqx1NZf, 5762356]
[section-title, [573.0, 86.0, 395.0, 30.0], ucPmMbZ49B, 5762356]
[section-title, [573.0, 116.0, 395.0, 30.0], ucPmMbZ49B, 5762356]
[section-title, [573.0, 146.0, 395.0, 30.0], ucPmMbZ49B, 5762356]
[section-title, [573.0, 176.0, 395.0, 30.0], ucPmMbZ49B, 5762356]
[section-title, [573.0, 206.0, 395.0, 30.0], ucPmMbZ49B, 5762356]
[section-title, [573.0, 236.0, 395.0, 30.0], ucPmMbZ49B, 5762356]
[section-title, [573.0, 266.0, 395.0, 30.0], ucPmMbZ49B, 5762356]
[section-title, [573.0, 296.0, 395.0, 30.0], ucPmMbZ49B, 5762356]
[section-title, [573.0, 326.0, 395.0, 30.0], ucPmMbZ49B, 5762356]
[section-title, [573.0, 356.0, 395.0, 30.0], ucPmMbZ49B, 5762356]
[paragraph, [94.0, 436.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 454.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 472.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 490.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 508.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 526.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 544.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 562.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 580.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 598.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 616.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 634.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 652.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 670.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 688.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 706.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [94.0, 724.0, 428.0, 18.0], -R14Dgi-zc, 5762356]
[paragraph, [536.0, 437.0, 431.0, 18.0], ew2q3UH-4u, 5762356]
[paragraph, [536.0, 455.0, 431.0, 18.0], ew2q3UH-4u, 5762356]
[paragraph, [536.0, 473.0, 431.0, 18.0], ew2q3UH-4u, 5762356]
[paragraph, [537.0, 508.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 526.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 544.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 562.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 580.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 598.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 616.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 634.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 652.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 670.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 688.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 706.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 724.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 742.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 760.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 778.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [537.0, 796.0, 435.0, 18.0], mfrZ6i0QtU, 5762356]
[paragraph, [91.0, 765.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 783.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 801.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 819.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 837.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 855.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 873.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 891.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 909.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 927.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 945.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 963.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 981.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 999.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 1017.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 1035.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 1053.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [91.0, 1071.0, 435.0, 18.0], K7VoZwVXMI, 5762356]
[paragraph, [536.0, 834.0, 430.0, 18.0], jv6LiAQbv1, 5762356]
[paragraph, [536.0, 852.0, 430.0, 18.0], jv6LiAQbv1, 5762356]
[paragraph, [536.0, 870.0, 430.0, 18.0], jv6LiAQbv1, 5762356]
