[1313, 942]
[chapter-title, [276.0, 61.0, 273.0, 30.0], shoonya_0sYA4LNA950YP1, 5776196]
[paragraph, [88.0, 112.0, 646.0, 18.0], JebwbKH2oU, 5776196]
[paragraph, [88.0, 130.0, 646.0, 18.0], JebwbKH2oU, 5776196]
[paragraph, [88.0, 148.0, 646.0, 18.0], JebwbKH2oU, 5776196]
[paragraph, [88.0, 166.0, 646.0, 18.0], JebwbKH2oU, 5776196]
[paragraph, [88.0, 184.0, 646.0, 18.0], JebwbKH2oU, 5776196]
[paragraph, [88.0, 202.0, 646.0, 18.0], JebwbKH2oU, 5776196]
[paragraph, [88.0, 220.0, 646.0, 18.0], JebwbKH2oU, 5776196]
[paragraph, [88.0, 238.0, 646.0, 18.0], JebwbKH2oU, 5776196]
[paragraph, [88.0, 256.0, 646.0, 18.0], JebwbKH2oU, 5776196]
[paragraph, [88.0, 274.0, 646.0, 18.0], JebwbKH2oU, 5776196]
[paragraph, [88.0, 292.0, 646.0, 18.0], JebwbKH2oU, 5776196]
[paragraph, [88.0, 310.0, 646.0, 18.0], JebwbKH2oU, 5776196]
[paragraph, [88.0, 328.0, 646.0, 18.0], JebwbKH2oU, 5776196]
[paragraph, [88.0, 346.0, 646.0, 18.0], JebwbKH2oU, 5776196]
[paragraph, [86.0, 368.0, 646.0, 18.0], ZzUyQYvMSd, 5776196]
[paragraph, [86.0, 386.0, 646.0, 18.0], ZzUyQYvMSd, 5776196]
[paragraph, [86.0, 404.0, 646.0, 18.0], ZzUyQYvMSd, 5776196]
[paragraph, [86.0, 422.0, 646.0, 18.0], ZzUyQYvMSd, 5776196]
[paragraph, [86.0, 440.0, 646.0, 18.0], ZzUyQYvMSd, 5776196]
[paragraph, [86.0, 458.0, 646.0, 18.0], ZzUyQYvMSd, 5776196]
[paragraph, [86.0, 476.0, 646.0, 18.0], ZzUyQYvMSd, 5776196]
[paragraph, [86.0, 494.0, 646.0, 18.0], ZzUyQYvMSd, 5776196]
[paragraph, [86.0, 512.0, 646.0, 18.0], ZzUyQYvMSd, 5776196]
[paragraph, [82.0, 549.0, 651.0, 18.0], wyHSzK8e32, 5776196]
[paragraph, [82.0, 567.0, 651.0, 18.0], wyHSzK8e32, 5776196]
[paragraph, [82.0, 585.0, 651.0, 18.0], wyHSzK8e32, 5776196]
[paragraph, [82.0, 603.0, 651.0, 18.0], wyHSzK8e32, 5776196]
[paragraph, [82.0, 621.0, 651.0, 18.0], wyHSzK8e32, 5776196]
[paragraph, [82.0, 639.0, 651.0, 18.0], wyHSzK8e32, 5776196]
[paragraph, [82.0, 657.0, 651.0, 18.0], wyHSzK8e32, 5776196]
[paragraph, [82.0, 675.0, 651.0, 18.0], wyHSzK8e32, 5776196]
[paragraph, [82.0, 693.0, 651.0, 18.0], wyHSzK8e32, 5776196]
[paragraph, [82.0, 711.0, 651.0, 18.0], wyHSzK8e32, 5776196]
[paragraph, [82.0, 729.0, 651.0, 18.0], wyHSzK8e32, 5776196]
[paragraph, [82.0, 747.0, 651.0, 18.0], wyHSzK8e32, 5776196]
[paragraph, [82.0, 770.0, 657.0, 18.0], wC52XrUS0s, 5776196]
[paragraph, [82.0, 788.0, 657.0, 18.0], wC52XrUS0s, 5776196]
[paragraph, [82.0, 806.0, 657.0, 18.0], wC52XrUS0s, 5776196]
[paragraph, [82.0, 824.0, 657.0, 18.0], wC52XrUS0s, 5776196]
[paragraph, [82.0, 842.0, 657.0, 18.0], wC52XrUS0s, 5776196]
[paragraph, [82.0, 860.0, 657.0, 18.0], wC52XrUS0s, 5776196]
[paragraph, [82.0, 878.0, 657.0, 18.0], wC52XrUS0s, 5776196]
[paragraph, [82.0, 896.0, 657.0, 18.0], wC52XrUS0s, 5776196]
[paragraph, [82.0, 914.0, 657.0, 18.0], wC52XrUS0s, 5776196]
[paragraph, [82.0, 932.0, 657.0, 18.0], wC52XrUS0s, 5776196]
[paragraph, [82.0, 950.0, 657.0, 18.0], wC52XrUS0s, 5776196]
[paragraph, [83.0, 968.0, 655.0, 18.0], JWmyQdkNe5, 5776196]
[paragraph, [83.0, 986.0, 655.0, 18.0], JWmyQdkNe5, 5776196]
[paragraph, [83.0, 1004.0, 655.0, 18.0], JWmyQdkNe5, 5776196]
[paragraph, [83.0, 1022.0, 655.0, 18.0], JWmyQdkNe5, 5776196]
[paragraph, [83.0, 1040.0, 655.0, 18.0], JWmyQdkNe5, 5776196]
[paragraph, [83.0, 1058.0, 655.0, 18.0], JWmyQdkNe5, 5776196]
[paragraph, [83.0, 1076.0, 655.0, 18.0], JWmyQdkNe5, 5776196]
[paragraph, [91.0, 1092.0, 655.0, 18.0], kJmcMUKlx8, 5776196]
[paragraph, [91.0, 1110.0, 655.0, 18.0], kJmcMUKlx8, 5776196]
