[1806, 1262]
[chapter-title, [204.0, 382.0, 852.0, 58.5], shoonya_5sB25YRQ6SQRY3, 5680812]
[author, [535.0, 504.0, 189.0, 36.0], shoonya_7sS65GTE3PUOXU, 5680812]
[paragraph, [102.0, 582.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 618.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 654.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 690.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 726.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 762.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 798.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 834.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 870.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 906.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 942.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 978.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 1014.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 1050.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 1086.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 1122.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 1158.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 1194.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 1230.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 1266.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 1302.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [102.0, 1338.0, 504.0, 36.0], shoonya_0s0IVLG2JS894H, 5680812]
[paragraph, [635.0, 585.0, 519.0, 36.0], shoonya_4sOK4CVCIDBSIR, 5680812]
[paragraph, [635.0, 621.0, 519.0, 36.0], shoonya_4sOK4CVCIDBSIR, 5680812]
[paragraph, [635.0, 657.0, 519.0, 36.0], shoonya_4sOK4CVCIDBSIR, 5680812]
[paragraph, [640.0, 697.0, 514.0, 36.0], shoonya_3s1KFSP8LONFXK, 5680812]
[paragraph, [640.0, 733.0, 514.0, 36.0], shoonya_3s1KFSP8LONFXK, 5680812]
[paragraph, [640.0, 769.0, 514.0, 36.0], shoonya_3s1KFSP8LONFXK, 5680812]
[paragraph, [640.0, 805.0, 514.0, 36.0], shoonya_3s1KFSP8LONFXK, 5680812]
[paragraph, [640.0, 841.0, 514.0, 36.0], shoonya_3s1KFSP8LONFXK, 5680812]
[paragraph, [640.0, 877.0, 514.0, 36.0], shoonya_3s1KFSP8LONFXK, 5680812]
[paragraph, [640.0, 913.0, 514.0, 36.0], shoonya_3s1KFSP8LONFXK, 5680812]
[paragraph, [640.0, 949.0, 514.0, 36.0], shoonya_3s1KFSP8LONFXK, 5680812]
[paragraph, [640.0, 985.0, 514.0, 36.0], shoonya_3s1KFSP8LONFXK, 5680812]
[paragraph, [648.0, 1055.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1091.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1127.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1163.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1199.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1235.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1271.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1307.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1343.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1379.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1415.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1451.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1487.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1523.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1559.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1595.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1631.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [648.0, 1667.0, 511.0, 36.0], shoonya_1sFYL3ISFUE867, 5680812]
[paragraph, [107.0, 1375.0, 501.0, 36.0], shoonya_2s6W5444YEVRLA, 5680812]
[paragraph, [107.0, 1411.0, 501.0, 36.0], shoonya_2s6W5444YEVRLA, 5680812]
[paragraph, [107.0, 1447.0, 501.0, 36.0], shoonya_2s6W5444YEVRLA, 5680812]
[paragraph, [107.0, 1483.0, 501.0, 36.0], shoonya_2s6W5444YEVRLA, 5680812]
[paragraph, [107.0, 1519.0, 501.0, 36.0], shoonya_2s6W5444YEVRLA, 5680812]
[paragraph, [107.0, 1555.0, 501.0, 36.0], shoonya_2s6W5444YEVRLA, 5680812]
[paragraph, [107.0, 1591.0, 501.0, 36.0], shoonya_2s6W5444YEVRLA, 5680812]
[paragraph, [107.0, 1627.0, 501.0, 36.0], shoonya_2s6W5444YEVRLA, 5680812]
[paragraph, [107.0, 1663.0, 501.0, 36.0], shoonya_2s6W5444YEVRLA, 5680812]
