[1320, 1176]
[folio, [75.0, 61.0, 168.0, 18.0], shoonya_0sB8V547YBDZVX, 5693853]
[folio, [75.0, 79.0, 168.0, 18.0], shoonya_0sB8V547YBDZVX, 5693853]
[folio, [75.0, 97.0, 168.0, 18.0], shoonya_0sB8V547YBDZVX, 5693853]
[folio, [75.0, 115.0, 168.0, 18.0], shoonya_0sB8V547YBDZVX, 5693853]
[folio, [75.0, 133.0, 168.0, 18.0], shoonya_0sB8V547YBDZVX, 5693853]
[section-title, [422.0, 182.0, 160.0, 30.0], 7jlZSSrPSd, 5693853]
[paragraph, [83.0, 187.0, 318.0, 18.0], AT_FKmRUM8, 5693853]
[paragraph, [83.0, 205.0, 318.0, 18.0], AT_FKmRUM8, 5693853]
[paragraph, [83.0, 223.0, 318.0, 18.0], AT_FKmRUM8, 5693853]
[paragraph, [770.0, 217.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 235.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 253.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 271.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 289.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 307.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 325.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 343.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 361.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 379.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 397.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 415.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 433.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 451.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 469.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 487.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 505.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 523.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 541.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 559.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [770.0, 577.0, 324.0, 18.0], ty6rTZz0rI, 5693853]
[paragraph, [428.0, 221.0, 317.0, 18.0], wloeZywlSO, 5693853]
[paragraph, [428.0, 239.0, 317.0, 18.0], wloeZywlSO, 5693853]
[paragraph, [428.0, 257.0, 317.0, 18.0], wloeZywlSO, 5693853]
[paragraph, [428.0, 275.0, 317.0, 18.0], wloeZywlSO, 5693853]
[paragraph, [80.0, 255.0, 318.0, 18.0], pGlDmEB5Xg, 5693853]
[paragraph, [80.0, 273.0, 318.0, 18.0], pGlDmEB5Xg, 5693853]
[paragraph, [80.0, 291.0, 318.0, 18.0], pGlDmEB5Xg, 5693853]
[paragraph, [80.0, 309.0, 318.0, 18.0], pGlDmEB5Xg, 5693853]
[paragraph, [80.0, 327.0, 318.0, 18.0], pGlDmEB5Xg, 5693853]
[paragraph, [80.0, 345.0, 318.0, 18.0], pGlDmEB5Xg, 5693853]
[paragraph, [80.0, 363.0, 318.0, 18.0], pGlDmEB5Xg, 5693853]
[paragraph, [80.0, 381.0, 318.0, 18.0], pGlDmEB5Xg, 5693853]
[paragraph, [80.0, 399.0, 318.0, 18.0], pGlDmEB5Xg, 5693853]
[paragraph, [80.0, 417.0, 318.0, 18.0], pGlDmEB5Xg, 5693853]
[paragraph, [80.0, 435.0, 318.0, 18.0], pGlDmEB5Xg, 5693853]
[paragraph, [80.0, 453.0, 318.0, 18.0], pGlDmEB5Xg, 5693853]
[paragraph, [80.0, 471.0, 318.0, 18.0], pGlDmEB5Xg, 5693853]
[paragraph, [424.0, 321.0, 324.0, 18.0], DWMV6ulGVt, 5693853]
[paragraph, [424.0, 339.0, 324.0, 18.0], DWMV6ulGVt, 5693853]
[paragraph, [424.0, 357.0, 324.0, 18.0], DWMV6ulGVt, 5693853]
[paragraph, [424.0, 375.0, 324.0, 18.0], DWMV6ulGVt, 5693853]
[paragraph, [424.0, 424.0, 327.0, 18.0], 7FjrdEXJ78, 5693853]
[paragraph, [424.0, 442.0, 327.0, 18.0], 7FjrdEXJ78, 5693853]
[paragraph, [424.0, 460.0, 327.0, 18.0], 7FjrdEXJ78, 5693853]
[paragraph, [424.0, 478.0, 327.0, 18.0], 7FjrdEXJ78, 5693853]
[paragraph, [424.0, 496.0, 327.0, 18.0], 7FjrdEXJ78, 5693853]
[paragraph, [424.0, 514.0, 327.0, 18.0], 7FjrdEXJ78, 5693853]
[paragraph, [82.0, 516.0, 317.0, 18.0], TmgiFDn02Y, 5693853]
[paragraph, [82.0, 534.0, 317.0, 18.0], TmgiFDn02Y, 5693853]
[paragraph, [80.0, 572.0, 320.0, 18.0], upLN_zjZrI, 5693853]
[paragraph, [80.0, 590.0, 320.0, 18.0], upLN_zjZrI, 5693853]
[paragraph, [80.0, 608.0, 320.0, 18.0], upLN_zjZrI, 5693853]
[paragraph, [80.0, 626.0, 320.0, 18.0], upLN_zjZrI, 5693853]
[paragraph, [80.0, 644.0, 320.0, 18.0], upLN_zjZrI, 5693853]
[paragraph, [80.0, 662.0, 320.0, 18.0], upLN_zjZrI, 5693853]
[paragraph, [80.0, 680.0, 320.0, 18.0], upLN_zjZrI, 5693853]
[paragraph, [773.0, 648.0, 321.0, 18.0], 1zM5OQNVTI, 5693853]
[paragraph, [773.0, 666.0, 321.0, 18.0], 1zM5OQNVTI, 5693853]
[paragraph, [773.0, 684.0, 321.0, 18.0], 1zM5OQNVTI, 5693853]
[paragraph, [773.0, 702.0, 321.0, 18.0], 1zM5OQNVTI, 5693853]
[paragraph, [773.0, 720.0, 321.0, 18.0], 1zM5OQNVTI, 5693853]
[paragraph, [773.0, 738.0, 321.0, 18.0], 1zM5OQNVTI, 5693853]
[paragraph, [773.0, 756.0, 321.0, 18.0], 1zM5OQNVTI, 5693853]
[paragraph, [80.0, 751.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
[paragraph, [80.0, 769.0, 321.0, 18.0], QTJUWLgmqm, 5693853]
