[1162, 749]
[folio, [327.0, 74.0, 84.0, 18.0], shoonya_4s4QL4LFU0HFR2, 5699495]
[paragraph, [80.0, 119.0, 584.0, 18.0], shoonya_5sUWA7SJ2PGFHI, 5699495]
[paragraph, [80.0, 137.0, 584.0, 18.0], shoonya_5sUWA7SJ2PGFHI, 5699495]
[paragraph, [80.0, 155.0, 584.0, 18.0], shoonya_5sUWA7SJ2PGFHI, 5699495]
[paragraph, [77.0, 190.0, 588.0, 18.0], shoonya_3sKH0XU2HAXG3Q, 5699495]
[paragraph, [77.0, 208.0, 588.0, 18.0], shoonya_3sKH0XU2HAXG3Q, 5699495]
[paragraph, [77.0, 226.0, 588.0, 18.0], shoonya_3sKH0XU2HAXG3Q, 5699495]
[paragraph, [77.0, 244.0, 588.0, 18.0], shoonya_3sKH0XU2HAXG3Q, 5699495]
[paragraph, [77.0, 262.0, 588.0, 18.0], shoonya_3sKH0XU2HAXG3Q, 5699495]
[paragraph, [77.0, 280.0, 588.0, 18.0], shoonya_3sKH0XU2HAXG3Q, 5699495]
[paragraph, [77.0, 298.0, 588.0, 18.0], shoonya_3sKH0XU2HAXG3Q, 5699495]
[paragraph, [79.0, 331.0, 585.0, 18.0], shoonya_2sFRUG9LGVYB0E, 5699495]
[paragraph, [79.0, 349.0, 585.0, 18.0], shoonya_2sFRUG9LGVYB0E, 5699495]
[paragraph, [79.0, 367.0, 585.0, 18.0], shoonya_2sFRUG9LGVYB0E, 5699495]
[paragraph, [79.0, 385.0, 585.0, 18.0], shoonya_2sFRUG9LGVYB0E, 5699495]
[paragraph, [79.0, 403.0, 585.0, 18.0], shoonya_2sFRUG9LGVYB0E, 5699495]
[paragraph, [79.0, 421.0, 585.0, 18.0], shoonya_2sFRUG9LGVYB0E, 5699495]
[paragraph, [79.0, 439.0, 585.0, 18.0], shoonya_2sFRUG9LGVYB0E, 5699495]
[paragraph, [79.0, 457.0, 585.0, 18.0], shoonya_2sFRUG9LGVYB0E, 5699495]
[paragraph, [79.0, 475.0, 585.0, 18.0], shoonya_2sFRUG9LGVYB0E, 5699495]
[paragraph, [80.0, 500.0, 585.0, 18.0], shoonya_1sFC23FMKWPZG3, 5699495]
[paragraph, [80.0, 518.0, 585.0, 18.0], shoonya_1sFC23FMKWPZG3, 5699495]
[paragraph, [80.0, 536.0, 585.0, 18.0], shoonya_1sFC23FMKWPZG3, 5699495]
[paragraph, [80.0, 554.0, 585.0, 18.0], shoonya_1sFC23FMKWPZG3, 5699495]
[paragraph, [80.0, 572.0, 585.0, 18.0], shoonya_1sFC23FMKWPZG3, 5699495]
[paragraph, [80.0, 590.0, 585.0, 18.0], shoonya_1sFC23FMKWPZG3, 5699495]
[paragraph, [80.0, 608.0, 585.0, 18.0], shoonya_1sFC23FMKWPZG3, 5699495]
[paragraph, [80.0, 643.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 661.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 679.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 697.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 715.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 733.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 751.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 769.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 787.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 805.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 823.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 841.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 859.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 877.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 895.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 913.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 931.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 949.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 967.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 985.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 1003.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 1021.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 1039.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
[paragraph, [80.0, 1057.0, 589.0, 18.0], shoonya_0s576U6PB0EHTV, 5699495]
