[1754, 1241]
[section-title, [370.0, 83.0, 491.0, 49.5], _hEXHYVWSd, 5706485]
[section-title, [370.0, 132.5, 491.0, 49.5], _hEXHYVWSd, 5706485]
[ordered-list, [139.0, 305.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 341.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 377.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 413.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 449.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 485.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 521.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 557.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 593.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 629.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 665.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 701.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 737.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 773.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 809.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 845.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 881.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 917.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 953.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 989.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 1025.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 1061.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 1097.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 1133.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 1169.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 1205.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 1241.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 1277.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 1313.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 1349.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
[ordered-list, [139.0, 1385.0, 985.0, 36.0], VvRZ84bmLc, 5706485]
