[1244, 861]
[chapter-title, [332.0, 28.0, 270.0, 30.0], shoonya_11sKCCEQU9VE8L, 5776593]
[paragraph, [158.0, 68.0, 626.0, 18.0], shoonya_5s2KET4W4Q1S1Q, 5776593]
[paragraph, [158.0, 86.0, 626.0, 18.0], shoonya_5s2KET4W4Q1S1Q, 5776593]
[paragraph, [157.0, 121.0, 630.0, 18.0], shoonya_3sV7X0BOTQZ9GU, 5776593]
[paragraph, [157.0, 139.0, 630.0, 18.0], shoonya_3sV7X0BOTQZ9GU, 5776593]
[paragraph, [157.0, 157.0, 630.0, 18.0], shoonya_3sV7X0BOTQZ9GU, 5776593]
[paragraph, [157.0, 175.0, 630.0, 18.0], shoonya_3sV7X0BOTQZ9GU, 5776593]
[paragraph, [157.0, 193.0, 630.0, 18.0], shoonya_3sV7X0BOTQZ9GU, 5776593]
[paragraph, [157.0, 221.0, 627.0, 18.0], shoonya_9sFQ5TEGZGGR8I, 5776593]
[paragraph, [157.0, 239.0, 627.0, 18.0], shoonya_9sFQ5TEGZGGR8I, 5776593]
[paragraph, [157.0, 257.0, 627.0, 18.0], shoonya_9sFQ5TEGZGGR8I, 5776593]
[paragraph, [156.0, 295.0, 628.0, 18.0], shoonya_6s2UWSOG6A0B85, 5776593]
[paragraph, [156.0, 313.0, 628.0, 18.0], shoonya_6s2UWSOG6A0B85, 5776593]
[paragraph, [156.0, 347.0, 627.0, 18.0], shoonya_7s0NCB4P1M4D9O, 5776593]
[paragraph, [156.0, 365.0, 627.0, 18.0], shoonya_7s0NCB4P1M4D9O, 5776593]
[paragraph, [156.0, 383.0, 627.0, 18.0], shoonya_7s0NCB4P1M4D9O, 5776593]
[paragraph, [156.0, 401.0, 627.0, 18.0], shoonya_7s0NCB4P1M4D9O, 5776593]
[paragraph, [175.0, 421.0, 454.0, 18.0], shoonya_10s1XPL3CG3ONN, 5776593]
[paragraph, [156.0, 447.0, 626.0, 18.0], shoonya_4s8C1Y57BEFGR5, 5776593]
[paragraph, [156.0, 465.0, 626.0, 18.0], shoonya_4s8C1Y57BEFGR5, 5776593]
[paragraph, [156.0, 483.0, 626.0, 18.0], shoonya_4s8C1Y57BEFGR5, 5776593]
[paragraph, [156.0, 501.0, 626.0, 18.0], shoonya_4s8C1Y57BEFGR5, 5776593]
[paragraph, [156.0, 521.0, 626.0, 18.0], shoonya_2sOV46E0DR8TJX, 5776593]
[paragraph, [156.0, 539.0, 626.0, 18.0], shoonya_2sOV46E0DR8TJX, 5776593]
[paragraph, [156.0, 557.0, 626.0, 18.0], shoonya_2sOV46E0DR8TJX, 5776593]
[paragraph, [156.0, 575.0, 626.0, 18.0], shoonya_2sOV46E0DR8TJX, 5776593]
[paragraph, [156.0, 593.0, 626.0, 18.0], shoonya_2sOV46E0DR8TJX, 5776593]
[paragraph, [156.0, 611.0, 626.0, 18.0], shoonya_2sOV46E0DR8TJX, 5776593]
[paragraph, [156.0, 629.0, 626.0, 18.0], shoonya_2sOV46E0DR8TJX, 5776593]
[paragraph, [156.0, 647.0, 626.0, 18.0], shoonya_2sOV46E0DR8TJX, 5776593]
[paragraph, [156.0, 665.0, 626.0, 18.0], shoonya_2sOV46E0DR8TJX, 5776593]
[paragraph, [158.0, 697.0, 625.0, 18.0], shoonya_1sP16133Z29FBT, 5776593]
[paragraph, [158.0, 715.0, 625.0, 18.0], shoonya_1sP16133Z29FBT, 5776593]
[paragraph, [158.0, 733.0, 625.0, 18.0], shoonya_1sP16133Z29FBT, 5776593]
[paragraph, [158.0, 751.0, 625.0, 18.0], shoonya_1sP16133Z29FBT, 5776593]
[paragraph, [158.0, 769.0, 625.0, 18.0], shoonya_1sP16133Z29FBT, 5776593]
[paragraph, [158.0, 787.0, 625.0, 18.0], shoonya_1sP16133Z29FBT, 5776593]
[paragraph, [158.0, 805.0, 625.0, 18.0], shoonya_1sP16133Z29FBT, 5776593]
[paragraph, [158.0, 823.0, 625.0, 18.0], shoonya_1sP16133Z29FBT, 5776593]
[paragraph, [158.0, 846.0, 628.0, 18.0], shoonya_0sX3ANKANKRGGC, 5776593]
[paragraph, [158.0, 864.0, 628.0, 18.0], shoonya_0sX3ANKANKRGGC, 5776593]
[paragraph, [158.0, 882.0, 628.0, 18.0], shoonya_0sX3ANKANKRGGC, 5776593]
[paragraph, [158.0, 900.0, 628.0, 18.0], shoonya_0sX3ANKANKRGGC, 5776593]
[paragraph, [158.0, 918.0, 628.0, 18.0], shoonya_0sX3ANKANKRGGC, 5776593]
[paragraph, [158.0, 936.0, 628.0, 18.0], shoonya_0sX3ANKANKRGGC, 5776593]
[paragraph, [158.0, 954.0, 628.0, 18.0], shoonya_0sX3ANKANKRGGC, 5776593]
[paragraph, [158.0, 972.0, 628.0, 18.0], shoonya_0sX3ANKANKRGGC, 5776593]
[paragraph, [158.0, 990.0, 628.0, 18.0], shoonya_0sX3ANKANKRGGC, 5776593]
[paragraph, [162.0, 1046.0, 624.0, 18.0], shoonya_8sY7XSJCT14OYK, 5776593]
[paragraph, [162.0, 1064.0, 624.0, 18.0], shoonya_8sY7XSJCT14OYK, 5776593]
[paragraph, [162.0, 1082.0, 624.0, 18.0], shoonya_8sY7XSJCT14OYK, 5776593]
