[2339, 1653]
[paragraph, [387.0, 198.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 234.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 270.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 306.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 342.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 378.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 414.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 450.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 486.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 522.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 558.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 594.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 630.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 666.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 702.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 738.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 774.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 810.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 846.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 882.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 918.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 954.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 990.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [387.0, 1026.0, 1077.0, 36.0], shoonya_1s8VYQMRHLW16M, 5734382]
[paragraph, [389.0, 1094.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1130.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1166.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1202.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1238.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1274.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1310.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1346.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1382.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1418.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1454.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1490.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1526.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1562.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1598.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1634.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1670.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1706.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1742.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1778.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [389.0, 1814.0, 1073.0, 36.0], shoonya_0s7QX5YROSGNFY, 5734382]
[paragraph, [490.0, 1873.0, 146.0, 36.0], shoonya_3s4QQ9616MXQ1E, 5734382]
[paragraph, [388.0, 1931.0, 1073.0, 36.0], shoonya_2s8LL5X0F9ANGP, 5734382]
[paragraph, [388.0, 1967.0, 1073.0, 36.0], shoonya_2s8LL5X0F9ANGP, 5734382]
[paragraph, [388.0, 2003.0, 1073.0, 36.0], shoonya_2s8LL5X0F9ANGP, 5734382]
[paragraph, [388.0, 2039.0, 1073.0, 36.0], shoonya_2s8LL5X0F9ANGP, 5734382]
[folio, [1113.0, 2182.0, 262.0, 36.0], shoonya_4sE3JJJ6AGB0YV, 5734382]
