[680, 510]
[paragraph, [258.0, 59.0, 214.0, 18.0], O66tsQZemI, 5761761]
[paragraph, [258.0, 77.0, 214.0, 18.0], O66tsQZemI, 5761761]
[paragraph, [258.0, 95.0, 214.0, 18.0], O66tsQZemI, 5761761]
[paragraph, [258.0, 113.0, 214.0, 18.0], O66tsQZemI, 5761761]
[paragraph, [258.0, 131.0, 214.0, 18.0], O66tsQZemI, 5761761]
[paragraph, [258.0, 149.0, 214.0, 18.0], O66tsQZemI, 5761761]
[paragraph, [258.0, 167.0, 214.0, 18.0], O66tsQZemI, 5761761]
[paragraph, [258.0, 185.0, 214.0, 18.0], O66tsQZemI, 5761761]
[paragraph, [36.0, 60.0, 215.0, 18.0], gZPMCQ_sMl, 5761761]
[paragraph, [36.0, 78.0, 215.0, 18.0], gZPMCQ_sMl, 5761761]
[paragraph, [36.0, 96.0, 215.0, 18.0], gZPMCQ_sMl, 5761761]
[paragraph, [36.0, 114.0, 215.0, 18.0], gZPMCQ_sMl, 5761761]
[paragraph, [36.0, 132.0, 215.0, 18.0], gZPMCQ_sMl, 5761761]
[paragraph, [36.0, 150.0, 215.0, 18.0], gZPMCQ_sMl, 5761761]
[paragraph, [36.0, 168.0, 215.0, 18.0], gZPMCQ_sMl, 5761761]
[paragraph, [36.0, 186.0, 215.0, 18.0], gZPMCQ_sMl, 5761761]
[paragraph, [36.0, 204.0, 215.0, 18.0], gZPMCQ_sMl, 5761761]
[paragraph, [36.0, 222.0, 215.0, 18.0], gZPMCQ_sMl, 5761761]
[paragraph, [36.0, 240.0, 215.0, 18.0], gZPMCQ_sMl, 5761761]
[paragraph, [36.0, 258.0, 215.0, 18.0], gZPMCQ_sMl, 5761761]
[paragraph, [36.0, 276.0, 215.0, 18.0], gZPMCQ_sMl, 5761761]
[paragraph, [258.0, 209.0, 215.0, 18.0], eTwl8ngI6M, 5761761]
[paragraph, [258.0, 227.0, 215.0, 18.0], eTwl8ngI6M, 5761761]
[paragraph, [258.0, 245.0, 215.0, 18.0], eTwl8ngI6M, 5761761]
[paragraph, [258.0, 263.0, 215.0, 18.0], eTwl8ngI6M, 5761761]
[paragraph, [258.0, 281.0, 215.0, 18.0], eTwl8ngI6M, 5761761]
[paragraph, [258.0, 299.0, 215.0, 18.0], eTwl8ngI6M, 5761761]
[paragraph, [258.0, 317.0, 215.0, 18.0], eTwl8ngI6M, 5761761]
[paragraph, [258.0, 335.0, 215.0, 18.0], eTwl8ngI6M, 5761761]
[paragraph, [258.0, 353.0, 215.0, 18.0], eTwl8ngI6M, 5761761]
[paragraph, [258.0, 371.0, 215.0, 18.0], eTwl8ngI6M, 5761761]
[paragraph, [258.0, 389.0, 215.0, 18.0], eTwl8ngI6M, 5761761]
[paragraph, [38.0, 300.0, 212.0, 18.0], shoonya_2sVSBYFXPI6FM8, 5761761]
[paragraph, [38.0, 318.0, 212.0, 18.0], shoonya_2sVSBYFXPI6FM8, 5761761]
[paragraph, [38.0, 336.0, 212.0, 18.0], shoonya_2sVSBYFXPI6FM8, 5761761]
[paragraph, [38.0, 354.0, 212.0, 18.0], shoonya_2sVSBYFXPI6FM8, 5761761]
[paragraph, [38.0, 372.0, 212.0, 18.0], shoonya_2sVSBYFXPI6FM8, 5761761]
[paragraph, [38.0, 390.0, 212.0, 18.0], shoonya_2sVSBYFXPI6FM8, 5761761]
[paragraph, [38.0, 408.0, 212.0, 18.0], shoonya_2sVSBYFXPI6FM8, 5761761]
[paragraph, [38.0, 426.0, 212.0, 18.0], shoonya_2sVSBYFXPI6FM8, 5761761]
[paragraph, [38.0, 444.0, 212.0, 18.0], shoonya_2sVSBYFXPI6FM8, 5761761]
[paragraph, [38.0, 462.0, 212.0, 18.0], shoonya_2sVSBYFXPI6FM8, 5761761]
[paragraph, [38.0, 480.0, 212.0, 18.0], shoonya_2sVSBYFXPI6FM8, 5761761]
[paragraph, [38.0, 498.0, 212.0, 18.0], shoonya_2sVSBYFXPI6FM8, 5761761]
[paragraph, [38.0, 516.0, 212.0, 18.0], shoonya_2sVSBYFXPI6FM8, 5761761]
[paragraph, [38.0, 534.0, 212.0, 18.0], shoonya_2sVSBYFXPI6FM8, 5761761]
[paragraph, [256.0, 458.0, 218.0, 18.0], sy0Ak3rqyh, 5761761]
[paragraph, [256.0, 476.0, 218.0, 18.0], sy0Ak3rqyh, 5761761]
[paragraph, [256.0, 494.0, 218.0, 18.0], sy0Ak3rqyh, 5761761]
[paragraph, [256.0, 512.0, 218.0, 18.0], sy0Ak3rqyh, 5761761]
[paragraph, [256.0, 530.0, 218.0, 18.0], sy0Ak3rqyh, 5761761]
[paragraph, [256.0, 548.0, 218.0, 18.0], sy0Ak3rqyh, 5761761]
[paragraph, [256.0, 566.0, 218.0, 18.0], sy0Ak3rqyh, 5761761]
[paragraph, [256.0, 584.0, 218.0, 18.0], sy0Ak3rqyh, 5761761]
[paragraph, [256.0, 602.0, 218.0, 18.0], sy0Ak3rqyh, 5761761]
[paragraph, [39.0, 566.0, 212.0, 18.0], shoonya_3sSJRJV6ACEE51, 5761761]
[paragraph, [39.0, 584.0, 212.0, 18.0], shoonya_3sSJRJV6ACEE51, 5761761]
[paragraph, [39.0, 602.0, 212.0, 18.0], shoonya_3sSJRJV6ACEE51, 5761761]
