[872, 605]
[section-title, [262.0, 32.0, 74.0, 30.0], DYSYnS0Q2i, 6457417]
[folio, [443.0, 35.0, 108.0, 18.0], cjZWakkjJc, 6457417]
[paragraph, [49.0, 73.0, 251.0, 18.0], lUsGJxnz99, 6457417]
[paragraph, [49.0, 91.0, 251.0, 18.0], lUsGJxnz99, 6457417]
[paragraph, [49.0, 109.0, 251.0, 18.0], lUsGJxnz99, 6457417]
[paragraph, [49.0, 127.0, 251.0, 18.0], lUsGJxnz99, 6457417]
[paragraph, [49.0, 145.0, 251.0, 18.0], lUsGJxnz99, 6457417]
[paragraph, [49.0, 163.0, 251.0, 18.0], lUsGJxnz99, 6457417]
[paragraph, [49.0, 181.0, 251.0, 18.0], lUsGJxnz99, 6457417]
[paragraph, [49.0, 199.0, 251.0, 18.0], lUsGJxnz99, 6457417]
[paragraph, [301.0, 75.0, 250.0, 18.0], rw7JF6LdVT, 6457417]
[paragraph, [301.0, 93.0, 250.0, 18.0], rw7JF6LdVT, 6457417]
[paragraph, [301.0, 111.0, 249.0, 18.0], e8hfD_Ggbm, 6457417]
[paragraph, [301.0, 129.0, 249.0, 18.0], e8hfD_Ggbm, 6457417]
[paragraph, [301.0, 147.0, 249.0, 18.0], e8hfD_Ggbm, 6457417]
[paragraph, [301.0, 165.0, 249.0, 18.0], e8hfD_Ggbm, 6457417]
[paragraph, [301.0, 183.0, 249.0, 18.0], e8hfD_Ggbm, 6457417]
[paragraph, [301.0, 201.0, 249.0, 18.0], e8hfD_Ggbm, 6457417]
[paragraph, [301.0, 219.0, 249.0, 18.0], e8hfD_Ggbm, 6457417]
[paragraph, [301.0, 237.0, 249.0, 18.0], e8hfD_Ggbm, 6457417]
[paragraph, [301.0, 255.0, 249.0, 18.0], e8hfD_Ggbm, 6457417]
[paragraph, [301.0, 273.0, 249.0, 18.0], e8hfD_Ggbm, 6457417]
[paragraph, [301.0, 291.0, 249.0, 18.0], e8hfD_Ggbm, 6457417]
[paragraph, [301.0, 309.0, 249.0, 18.0], e8hfD_Ggbm, 6457417]
[paragraph, [301.0, 327.0, 249.0, 18.0], e8hfD_Ggbm, 6457417]
[paragraph, [50.0, 216.0, 241.0, 18.0], shoonya_0sQGZ4W4GEQI1U, 6457417]
[paragraph, [50.0, 234.0, 241.0, 18.0], shoonya_0sQGZ4W4GEQI1U, 6457417]
[paragraph, [48.0, 259.0, 249.0, 18.0], WXzdVomXjE, 6457417]
[paragraph, [48.0, 277.0, 249.0, 18.0], WXzdVomXjE, 6457417]
[paragraph, [48.0, 295.0, 249.0, 18.0], WXzdVomXjE, 6457417]
[paragraph, [48.0, 313.0, 249.0, 18.0], WXzdVomXjE, 6457417]
[paragraph, [44.0, 333.0, 256.0, 18.0], JebQAfk-dg, 6457417]
[paragraph, [44.0, 351.0, 256.0, 18.0], JebQAfk-dg, 6457417]
[paragraph, [44.0, 369.0, 256.0, 18.0], JebQAfk-dg, 6457417]
[paragraph, [44.0, 387.0, 256.0, 18.0], JebQAfk-dg, 6457417]
[paragraph, [44.0, 405.0, 256.0, 18.0], JebQAfk-dg, 6457417]
[paragraph, [44.0, 423.0, 256.0, 18.0], JebQAfk-dg, 6457417]
[paragraph, [44.0, 441.0, 256.0, 18.0], JebQAfk-dg, 6457417]
[paragraph, [44.0, 459.0, 256.0, 18.0], JebQAfk-dg, 6457417]
[paragraph, [302.0, 352.0, 246.0, 18.0], qhkz8qoNiM, 6457417]
[paragraph, [302.0, 370.0, 246.0, 18.0], qhkz8qoNiM, 6457417]
[paragraph, [301.0, 392.0, 249.0, 18.0], lNgYRQ6F32, 6457417]
[paragraph, [301.0, 423.0, 249.0, 18.0], 9lQeCCmLz1, 6457417]
[paragraph, [301.0, 441.0, 249.0, 18.0], 9lQeCCmLz1, 6457417]
[paragraph, [301.0, 459.0, 249.0, 18.0], 9lQeCCmLz1, 6457417]
[paragraph, [301.0, 477.0, 249.0, 18.0], 9lQeCCmLz1, 6457417]
[paragraph, [301.0, 495.0, 249.0, 18.0], 9lQeCCmLz1, 6457417]
