[1320, 1176]
[flag, [70.0, 59.0, 169.0, 18.0], shoonya_3sYFR6YWX6IRXI, 5694240]
[flag, [70.0, 77.0, 169.0, 18.0], shoonya_3sYFR6YWX6IRXI, 5694240]
[flag, [70.0, 95.0, 169.0, 18.0], shoonya_3sYFR6YWX6IRXI, 5694240]
[flag, [70.0, 113.0, 169.0, 18.0], shoonya_3sYFR6YWX6IRXI, 5694240]
[flag, [70.0, 131.0, 169.0, 18.0], shoonya_3sYFR6YWX6IRXI, 5694240]
[flag, [70.0, 149.0, 169.0, 18.0], shoonya_3sYFR6YWX6IRXI, 5694240]
[section-title, [430.0, 205.0, 646.0, 30.0], shoonya_4sD2LZT37TAY3Z, 5694240]
[section-title, [430.0, 235.0, 646.0, 30.0], shoonya_4sD2LZT37TAY3Z, 5694240]
[section-title, [430.0, 265.0, 646.0, 30.0], shoonya_4sD2LZT37TAY3Z, 5694240]
[section-title, [430.0, 295.0, 646.0, 30.0], shoonya_4sD2LZT37TAY3Z, 5694240]
[section-title, [430.0, 325.0, 646.0, 30.0], shoonya_4sD2LZT37TAY3Z, 5694240]
[paragraph, [72.0, 224.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 242.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 260.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 278.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 296.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 314.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 332.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 350.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 368.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 386.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 404.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 422.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 440.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 458.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 476.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 494.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [72.0, 512.0, 334.0, 18.0], shoonya_0sGV0LCIS81PRJ, 5694240]
[paragraph, [417.0, 410.0, 330.0, 18.0], shoonya_2sLW44BGGFVJ22, 5694240]
[paragraph, [417.0, 428.0, 330.0, 18.0], shoonya_2sLW44BGGFVJ22, 5694240]
[paragraph, [417.0, 446.0, 330.0, 18.0], shoonya_2sLW44BGGFVJ22, 5694240]
[paragraph, [417.0, 464.0, 330.0, 18.0], shoonya_2sLW44BGGFVJ22, 5694240]
[paragraph, [417.0, 482.0, 330.0, 18.0], shoonya_2sLW44BGGFVJ22, 5694240]
[paragraph, [417.0, 500.0, 330.0, 18.0], shoonya_2sLW44BGGFVJ22, 5694240]
[paragraph, [417.0, 518.0, 330.0, 18.0], shoonya_2sLW44BGGFVJ22, 5694240]
[paragraph, [417.0, 536.0, 330.0, 18.0], shoonya_2sLW44BGGFVJ22, 5694240]
[paragraph, [417.0, 554.0, 330.0, 18.0], shoonya_2sLW44BGGFVJ22, 5694240]
[paragraph, [417.0, 572.0, 330.0, 18.0], shoonya_2sLW44BGGFVJ22, 5694240]
[paragraph, [417.0, 590.0, 330.0, 18.0], shoonya_2sLW44BGGFVJ22, 5694240]
[paragraph, [755.0, 414.0, 335.0, 18.0], shoonya_6sELW606QAKBJW, 5694240]
[paragraph, [755.0, 432.0, 335.0, 18.0], shoonya_6sELW606QAKBJW, 5694240]
[paragraph, [755.0, 450.0, 335.0, 18.0], shoonya_6sELW606QAKBJW, 5694240]
[paragraph, [755.0, 468.0, 335.0, 18.0], shoonya_6sELW606QAKBJW, 5694240]
[paragraph, [755.0, 486.0, 335.0, 18.0], shoonya_6sELW606QAKBJW, 5694240]
[paragraph, [755.0, 504.0, 335.0, 18.0], shoonya_6sELW606QAKBJW, 5694240]
[paragraph, [755.0, 522.0, 335.0, 18.0], shoonya_6sELW606QAKBJW, 5694240]
[paragraph, [755.0, 540.0, 335.0, 18.0], shoonya_6sELW606QAKBJW, 5694240]
[paragraph, [755.0, 558.0, 335.0, 18.0], shoonya_6sELW606QAKBJW, 5694240]
[paragraph, [755.0, 576.0, 335.0, 18.0], shoonya_6sELW606QAKBJW, 5694240]
[paragraph, [755.0, 594.0, 335.0, 18.0], shoonya_6sELW606QAKBJW, 5694240]
[paragraph, [755.0, 612.0, 335.0, 18.0], shoonya_6sELW606QAKBJW, 5694240]
[paragraph, [755.0, 630.0, 335.0, 18.0], shoonya_6sELW606QAKBJW, 5694240]
[paragraph, [755.0, 648.0, 335.0, 18.0], shoonya_6sELW606QAKBJW, 5694240]
[paragraph, [72.0, 536.0, 338.0, 18.0], Xhnta4sH2Q, 5694240]
[paragraph, [72.0, 554.0, 338.0, 18.0], Xhnta4sH2Q, 5694240]
[paragraph, [72.0, 572.0, 338.0, 18.0], Xhnta4sH2Q, 5694240]
[paragraph, [72.0, 590.0, 338.0, 18.0], Xhnta4sH2Q, 5694240]
[paragraph, [72.0, 608.0, 338.0, 18.0], Xhnta4sH2Q, 5694240]
[paragraph, [72.0, 626.0, 338.0, 18.0], Xhnta4sH2Q, 5694240]
[paragraph, [72.0, 644.0, 338.0, 18.0], Xhnta4sH2Q, 5694240]
[paragraph, [72.0, 662.0, 338.0, 18.0], Xhnta4sH2Q, 5694240]
[paragraph, [72.0, 680.0, 338.0, 18.0], Xhnta4sH2Q, 5694240]
[paragraph, [72.0, 698.0, 338.0, 18.0], Xhnta4sH2Q, 5694240]
[paragraph, [421.0, 636.0, 327.0, 18.0], Ycs6vrDZRt, 5694240]
[paragraph, [421.0, 654.0, 327.0, 18.0], Ycs6vrDZRt, 5694240]
[paragraph, [421.0, 672.0, 327.0, 18.0], Ycs6vrDZRt, 5694240]
[paragraph, [421.0, 690.0, 327.0, 18.0], Ycs6vrDZRt, 5694240]
[paragraph, [421.0, 708.0, 327.0, 18.0], Ycs6vrDZRt, 5694240]
[paragraph, [421.0, 726.0, 327.0, 18.0], Ycs6vrDZRt, 5694240]
[paragraph, [421.0, 744.0, 327.0, 18.0], Ycs6vrDZRt, 5694240]
[paragraph, [421.0, 762.0, 327.0, 18.0], Ycs6vrDZRt, 5694240]
[paragraph, [421.0, 780.0, 327.0, 18.0], Ycs6vrDZRt, 5694240]
[paragraph, [421.0, 798.0, 327.0, 18.0], Ycs6vrDZRt, 5694240]
[paragraph, [421.0, 816.0, 327.0, 18.0], Ycs6vrDZRt, 5694240]
[paragraph, [421.0, 834.0, 327.0, 18.0], Ycs6vrDZRt, 5694240]
[paragraph, [421.0, 852.0, 327.0, 18.0], Ycs6vrDZRt, 5694240]
[paragraph, [760.0, 701.0, 332.0, 18.0], s7_Q_v7T6c, 5694240]
[paragraph, [760.0, 719.0, 332.0, 18.0], s7_Q_v7T6c, 5694240]
[paragraph, [760.0, 737.0, 332.0, 18.0], s7_Q_v7T6c, 5694240]
[paragraph, [760.0, 755.0, 332.0, 18.0], s7_Q_v7T6c, 5694240]
[paragraph, [760.0, 773.0, 332.0, 18.0], s7_Q_v7T6c, 5694240]
[paragraph, [760.0, 791.0, 332.0, 18.0], s7_Q_v7T6c, 5694240]
[paragraph, [760.0, 809.0, 332.0, 18.0], s7_Q_v7T6c, 5694240]
[paragraph, [760.0, 827.0, 332.0, 18.0], s7_Q_v7T6c, 5694240]
[paragraph, [74.0, 735.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 753.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 771.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 789.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 807.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 825.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 843.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 861.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 879.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 897.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 915.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 933.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 951.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 969.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 987.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 1005.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 1023.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 1041.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 1059.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [74.0, 1077.0, 336.0, 18.0], dt379KLxeA, 5694240]
[paragraph, [759.0, 879.0, 336.0, 18.0], 6U3nePT9Zh, 5694240]
[paragraph, [759.0, 897.0, 336.0, 18.0], 6U3nePT9Zh, 5694240]
[paragraph, [759.0, 915.0, 336.0, 18.0], 6U3nePT9Zh, 5694240]
[paragraph, [759.0, 933.0, 336.0, 18.0], 6U3nePT9Zh, 5694240]
[paragraph, [759.0, 951.0, 336.0, 18.0], 6U3nePT9Zh, 5694240]
[paragraph, [759.0, 969.0, 336.0, 18.0], 6U3nePT9Zh, 5694240]
[paragraph, [759.0, 987.0, 336.0, 18.0], 6U3nePT9Zh, 5694240]
[paragraph, [759.0, 1005.0, 336.0, 18.0], 6U3nePT9Zh, 5694240]
[paragraph, [422.0, 892.0, 326.0, 18.0], ucExazyz3L, 5694240]
[paragraph, [422.0, 910.0, 326.0, 18.0], ucExazyz3L, 5694240]
[paragraph, [422.0, 928.0, 326.0, 18.0], ucExazyz3L, 5694240]
[paragraph, [422.0, 946.0, 326.0, 18.0], ucExazyz3L, 5694240]
[paragraph, [422.0, 964.0, 326.0, 18.0], ucExazyz3L, 5694240]
[paragraph, [422.0, 982.0, 326.0, 18.0], ucExazyz3L, 5694240]
[paragraph, [421.0, 1032.0, 327.0, 18.0], U8zV9jy79c, 5694240]
[paragraph, [421.0, 1050.0, 327.0, 18.0], U8zV9jy79c, 5694240]
[paragraph, [421.0, 1068.0, 327.0, 18.0], U8zV9jy79c, 5694240]
[paragraph, [421.0, 1086.0, 327.0, 18.0], U8zV9jy79c, 5694240]
[paragraph, [421.0, 1104.0, 327.0, 18.0], U8zV9jy79c, 5694240]
