[2000, 1414]
[quote, [132.0, 204.0, 501.0, 36.0], LedxYD1Ojo, 6534194]
[quote, [132.0, 240.0, 501.0, 36.0], LedxYD1Ojo, 6534194]
[headline, [903.0, 238.0, 391.0, 67.5], _7bfGkQO5T, 6534194]
[headline, [903.0, 305.5, 391.0, 67.5], _7bfGkQO5T, 6534194]
[headline, [903.0, 373.0, 391.0, 67.5], _7bfGkQO5T, 6534194]
[sidebar, [797.0, 478.0, 496.0, 36.0], wdFXcc-Qu1, 6534194]
[sidebar, [797.0, 514.0, 496.0, 36.0], wdFXcc-Qu1, 6534194]
[sidebar, [797.0, 550.0, 496.0, 36.0], wdFXcc-Qu1, 6534194]
[paragraph, [693.0, 616.0, 317.0, 36.0], UkCSedwdwc, 6534194]
[paragraph, [693.0, 652.0, 317.0, 36.0], UkCSedwdwc, 6534194]
[paragraph, [693.0, 688.0, 317.0, 36.0], UkCSedwdwc, 6534194]
[paragraph, [1032.0, 616.0, 241.0, 36.0], RaXGIeZDz3, 6534194]
[paragraph, [1032.0, 652.0, 241.0, 36.0], RaXGIeZDz3, 6534194]
[paragraph, [1032.0, 688.0, 241.0, 36.0], RaXGIeZDz3, 6534194]
[paragraph, [1032.0, 724.0, 241.0, 36.0], RaXGIeZDz3, 6534194]
[paragraph, [699.0, 797.0, 317.0, 36.0], RS8MlJ5N2u, 6534194]
[paragraph, [699.0, 833.0, 317.0, 36.0], RS8MlJ5N2u, 6534194]
[paragraph, [699.0, 869.0, 317.0, 36.0], RS8MlJ5N2u, 6534194]
[paragraph, [1034.0, 813.0, 250.0, 36.0], LrkbeDwHt_, 6534194]
[paragraph, [1034.0, 849.0, 250.0, 36.0], LrkbeDwHt_, 6534194]
[paragraph, [1034.0, 885.0, 250.0, 36.0], LrkbeDwHt_, 6534194]
[paragraph, [1034.0, 921.0, 250.0, 36.0], LrkbeDwHt_, 6534194]
[sidebar, [699.0, 981.0, 296.0, 36.0], fNHNqGf8Kk, 6534194]
[sidebar, [699.0, 1017.0, 296.0, 36.0], fNHNqGf8Kk, 6534194]
[sidebar, [699.0, 1053.0, 296.0, 36.0], fNHNqGf8Kk, 6534194]
[sidebar, [699.0, 1089.0, 296.0, 36.0], fNHNqGf8Kk, 6534194]
[paragraph, [1032.0, 1064.0, 250.0, 36.0], 2Y4AIW6gjn, 6534194]
[paragraph, [1032.0, 1100.0, 250.0, 36.0], 2Y4AIW6gjn, 6534194]
[paragraph, [1032.0, 1136.0, 250.0, 36.0], 2Y4AIW6gjn, 6534194]
[paragraph, [695.0, 1198.0, 255.0, 36.0], 2wxbmjGosp, 6534194]
[paragraph, [695.0, 1234.0, 255.0, 36.0], 2wxbmjGosp, 6534194]
[paragraph, [695.0, 1270.0, 255.0, 36.0], 2wxbmjGosp, 6534194]
[paragraph, [695.0, 1306.0, 255.0, 36.0], 2wxbmjGosp, 6534194]
[section-title, [985.0, 1216.0, 300.0, 52.5], NraaxL4U0z, 6534194]
[paragraph, [1023.0, 1313.0, 255.0, 36.0], v-ZnUno3d7, 6534194]
[paragraph, [1023.0, 1349.0, 255.0, 36.0], v-ZnUno3d7, 6534194]
[paragraph, [1023.0, 1385.0, 255.0, 36.0], v-ZnUno3d7, 6534194]
[paragraph, [1023.0, 1421.0, 255.0, 36.0], v-ZnUno3d7, 6534194]
[paragraph, [1023.0, 1457.0, 255.0, 36.0], v-ZnUno3d7, 6534194]
[paragraph, [699.0, 1415.0, 248.0, 36.0], iii40AaECL, 6534194]
[paragraph, [699.0, 1451.0, 248.0, 36.0], iii40AaECL, 6534194]
[paragraph, [699.0, 1487.0, 248.0, 36.0], iii40AaECL, 6534194]
[paragraph, [699.0, 1523.0, 248.0, 36.0], iii40AaECL, 6534194]
[paragraph, [700.0, 1641.0, 584.0, 36.0], -Dre4hJLXI, 6534194]
[paragraph, [700.0, 1677.0, 584.0, 36.0], -Dre4hJLXI, 6534194]
[website-link, [127.0, 1742.0, 273.0, 18.0], shMMmR8kaU, 6534194]
[website-link, [127.0, 1760.0, 273.0, 18.0], shMMmR8kaU, 6534194]
