[1725, 1313]
[unordered-list, [120.0, 180.0, 530.0, 36.0], mIBsPwwO-v, 5772107]
[unordered-list, [120.0, 216.0, 530.0, 36.0], mIBsPwwO-v, 5772107]
[unordered-list, [120.0, 252.0, 530.0, 36.0], mIBsPwwO-v, 5772107]
[paragraph, [109.0, 328.0, 539.0, 36.0], GIEP9f24Jz, 5772107]
[paragraph, [109.0, 364.0, 539.0, 36.0], GIEP9f24Jz, 5772107]
[paragraph, [120.0, 479.0, 530.0, 36.0], shoonya_7s38UEFTQW5MLQ, 5772107]
[paragraph, [120.0, 515.0, 530.0, 36.0], shoonya_7s38UEFTQW5MLQ, 5772107]
[paragraph, [120.0, 551.0, 530.0, 36.0], shoonya_7s38UEFTQW5MLQ, 5772107]
[paragraph, [120.0, 587.0, 530.0, 36.0], shoonya_7s38UEFTQW5MLQ, 5772107]
[paragraph, [659.0, 566.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 602.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 638.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 674.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 710.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 746.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 782.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 818.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 854.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 890.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 926.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 962.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 998.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 1034.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 1070.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 1106.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 1142.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 1178.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 1214.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 1250.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 1286.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 1322.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [659.0, 1358.0, 538.0, 36.0], shoonya_3s8QKJ3C9LTX8Y, 5772107]
[paragraph, [108.0, 704.0, 542.0, 36.0], shoonya_2sRPUPG4OV8C1V, 5772107]
[paragraph, [108.0, 740.0, 542.0, 36.0], shoonya_2sRPUPG4OV8C1V, 5772107]
[paragraph, [108.0, 776.0, 542.0, 36.0], shoonya_2sRPUPG4OV8C1V, 5772107]
[paragraph, [108.0, 812.0, 542.0, 36.0], shoonya_2sRPUPG4OV8C1V, 5772107]
[paragraph, [108.0, 848.0, 542.0, 36.0], shoonya_2sRPUPG4OV8C1V, 5772107]
[paragraph, [108.0, 884.0, 542.0, 36.0], shoonya_2sRPUPG4OV8C1V, 5772107]
[paragraph, [108.0, 920.0, 542.0, 36.0], shoonya_2sRPUPG4OV8C1V, 5772107]
[paragraph, [663.0, 1406.0, 523.0, 36.0], shoonya_5sO5VXQ1H4F1EB, 5772107]
[paragraph, [663.0, 1442.0, 523.0, 36.0], shoonya_5sO5VXQ1H4F1EB, 5772107]
[paragraph, [661.0, 1513.0, 374.0, 36.0], RhpdllKVAi, 5772107]
[folio, [582.0, 1577.0, 144.0, 36.0], NFPiscUKMM, 5772107]
