[1818, 1374]
[folio, [482.0, 97.0, 397.0, 36.0], shoonya_1sZR7PZAGTVEEO, 5682797]
[paragraph, [695.0, 175.0, 563.0, 36.0], yHM6IkzYO1, 5682797]
[paragraph, [695.0, 211.0, 563.0, 36.0], yHM6IkzYO1, 5682797]
[paragraph, [695.0, 247.0, 563.0, 36.0], yHM6IkzYO1, 5682797]
[paragraph, [695.0, 283.0, 563.0, 36.0], yHM6IkzYO1, 5682797]
[paragraph, [114.0, 176.0, 560.0, 36.0], shoonya_3sUY0BUFYYW4MP, 5682797]
[paragraph, [114.0, 212.0, 560.0, 36.0], shoonya_3sUY0BUFYYW4MP, 5682797]
[paragraph, [114.0, 248.0, 560.0, 36.0], shoonya_3sUY0BUFYYW4MP, 5682797]
[paragraph, [114.0, 284.0, 560.0, 36.0], shoonya_3sUY0BUFYYW4MP, 5682797]
[paragraph, [697.0, 351.0, 560.0, 36.0], PG9EHoT4Qj, 5682797]
[paragraph, [697.0, 387.0, 560.0, 36.0], PG9EHoT4Qj, 5682797]
[paragraph, [113.0, 352.0, 561.0, 36.0], o1B3MjBxax, 5682797]
[paragraph, [113.0, 388.0, 561.0, 36.0], o1B3MjBxax, 5682797]
[paragraph, [113.0, 424.0, 561.0, 36.0], o1B3MjBxax, 5682797]
[paragraph, [113.0, 460.0, 561.0, 36.0], o1B3MjBxax, 5682797]
[paragraph, [113.0, 496.0, 561.0, 36.0], o1B3MjBxax, 5682797]
[paragraph, [113.0, 532.0, 561.0, 36.0], o1B3MjBxax, 5682797]
[paragraph, [113.0, 568.0, 561.0, 36.0], o1B3MjBxax, 5682797]
[paragraph, [113.0, 604.0, 561.0, 36.0], o1B3MjBxax, 5682797]
[paragraph, [113.0, 640.0, 561.0, 36.0], o1B3MjBxax, 5682797]
[paragraph, [113.0, 676.0, 561.0, 36.0], o1B3MjBxax, 5682797]
[paragraph, [113.0, 712.0, 561.0, 36.0], o1B3MjBxax, 5682797]
[paragraph, [113.0, 748.0, 561.0, 36.0], o1B3MjBxax, 5682797]
[paragraph, [113.0, 784.0, 561.0, 36.0], o1B3MjBxax, 5682797]
[paragraph, [113.0, 820.0, 561.0, 36.0], o1B3MjBxax, 5682797]
[paragraph, [721.0, 440.0, 444.0, 36.0], Y_EmGLed3J, 5682797]
[paragraph, [728.0, 481.0, 498.0, 36.0], gFfWm8Qg-K, 5682797]
[paragraph, [729.0, 524.0, 417.0, 36.0], GNd-_t6tcQ, 5682797]
[paragraph, [699.0, 569.0, 566.0, 36.0], dPCvCG8HOA, 5682797]
[paragraph, [699.0, 605.0, 566.0, 36.0], dPCvCG8HOA, 5682797]
[paragraph, [699.0, 641.0, 566.0, 36.0], dPCvCG8HOA, 5682797]
[paragraph, [699.0, 677.0, 566.0, 36.0], dPCvCG8HOA, 5682797]
[paragraph, [699.0, 713.0, 566.0, 36.0], dPCvCG8HOA, 5682797]
[paragraph, [699.0, 749.0, 566.0, 36.0], dPCvCG8HOA, 5682797]
[paragraph, [699.0, 785.0, 566.0, 36.0], dPCvCG8HOA, 5682797]
[paragraph, [699.0, 821.0, 566.0, 36.0], dPCvCG8HOA, 5682797]
[paragraph, [699.0, 857.0, 566.0, 36.0], dPCvCG8HOA, 5682797]
[paragraph, [114.0, 865.0, 560.0, 36.0], B6HY09exAX, 5682797]
[paragraph, [114.0, 901.0, 560.0, 36.0], B6HY09exAX, 5682797]
[paragraph, [114.0, 937.0, 560.0, 36.0], B6HY09exAX, 5682797]
[paragraph, [114.0, 973.0, 560.0, 36.0], B6HY09exAX, 5682797]
[paragraph, [114.0, 1009.0, 560.0, 36.0], B6HY09exAX, 5682797]
[paragraph, [114.0, 1045.0, 560.0, 36.0], B6HY09exAX, 5682797]
[paragraph, [114.0, 1081.0, 560.0, 36.0], B6HY09exAX, 5682797]
[paragraph, [114.0, 1117.0, 560.0, 36.0], B6HY09exAX, 5682797]
[paragraph, [114.0, 1153.0, 560.0, 36.0], B6HY09exAX, 5682797]
[paragraph, [114.0, 1189.0, 560.0, 36.0], B6HY09exAX, 5682797]
[paragraph, [114.0, 1225.0, 560.0, 36.0], B6HY09exAX, 5682797]
[paragraph, [936.0, 969.0, 87.0, 36.0], RVFLRSHam5, 5682797]
[paragraph, [691.0, 1034.0, 573.0, 36.0], 8dUocT5vTJ, 5682797]
[paragraph, [691.0, 1070.0, 573.0, 36.0], 8dUocT5vTJ, 5682797]
[paragraph, [691.0, 1106.0, 573.0, 36.0], 8dUocT5vTJ, 5682797]
[paragraph, [691.0, 1142.0, 573.0, 36.0], 8dUocT5vTJ, 5682797]
[paragraph, [691.0, 1178.0, 573.0, 36.0], 8dUocT5vTJ, 5682797]
[paragraph, [691.0, 1214.0, 573.0, 36.0], 8dUocT5vTJ, 5682797]
[paragraph, [691.0, 1250.0, 573.0, 36.0], 8dUocT5vTJ, 5682797]
[paragraph, [691.0, 1286.0, 573.0, 36.0], 8dUocT5vTJ, 5682797]
[paragraph, [691.0, 1322.0, 573.0, 36.0], 8dUocT5vTJ, 5682797]
[paragraph, [109.0, 1287.0, 562.0, 36.0], bpELNsuMNU, 5682797]
[paragraph, [109.0, 1323.0, 562.0, 36.0], bpELNsuMNU, 5682797]
[paragraph, [109.0, 1359.0, 562.0, 36.0], bpELNsuMNU, 5682797]
[paragraph, [109.0, 1395.0, 562.0, 36.0], bpELNsuMNU, 5682797]
[paragraph, [109.0, 1431.0, 562.0, 36.0], bpELNsuMNU, 5682797]
[paragraph, [109.0, 1467.0, 562.0, 36.0], bpELNsuMNU, 5682797]
[paragraph, [109.0, 1503.0, 562.0, 36.0], bpELNsuMNU, 5682797]
[paragraph, [109.0, 1539.0, 562.0, 36.0], bpELNsuMNU, 5682797]
[paragraph, [686.0, 1418.0, 585.0, 36.0], VLokteca-9, 5682797]
[paragraph, [686.0, 1454.0, 585.0, 36.0], VLokteca-9, 5682797]
[paragraph, [731.0, 1505.0, 498.0, 36.0], 6PBHxZpUof, 5682797]
[paragraph, [693.0, 1546.0, 566.0, 36.0], BdsAtZognV, 5682797]
[paragraph, [693.0, 1582.0, 566.0, 36.0], BdsAtZognV, 5682797]
[paragraph, [147.0, 1586.0, 187.0, 36.0], Un6aWyZG7i, 5682797]
[paragraph, [106.0, 1627.0, 575.0, 36.0], KPD5vrmTfZ, 5682797]
[paragraph, [106.0, 1663.0, 575.0, 36.0], KPD5vrmTfZ, 5682797]
[paragraph, [697.0, 1631.0, 575.0, 36.0], YMhP7ci2Rp, 5682797]
[paragraph, [697.0, 1667.0, 575.0, 36.0], YMhP7ci2Rp, 5682797]
