[1545, 2000]
[section-title, [727.0, 52.0, 510.0, 49.5], TcZ11i9haf, 6490827]
[section-title, [727.0, 101.5, 510.0, 49.5], TcZ11i9haf, 6490827]
[section-title, [1425.0, 70.0, 492.0, 49.5], aqQfuQuyHx, 6490827]
[section-title, [1425.0, 119.5, 492.0, 49.5], aqQfuQuyHx, 6490827]
[section-title, [27.0, 177.0, 322.0, 49.5], qlJyIDhlGn, 6490827]
[section-title, [27.0, 226.5, 322.0, 49.5], qlJyIDhlGn, 6490827]
[paragraph, [22.0, 405.0, 594.0, 36.0], 3c63VFqueO, 6490827]
[paragraph, [22.0, 441.0, 594.0, 36.0], 3c63VFqueO, 6490827]
[paragraph, [22.0, 477.0, 594.0, 36.0], 3c63VFqueO, 6490827]
[paragraph, [22.0, 513.0, 594.0, 36.0], 3c63VFqueO, 6490827]
[paragraph, [22.0, 549.0, 594.0, 36.0], 3c63VFqueO, 6490827]
[paragraph, [22.0, 585.0, 594.0, 36.0], 3c63VFqueO, 6490827]
[paragraph, [22.0, 621.0, 594.0, 36.0], 3c63VFqueO, 6490827]
[paragraph, [22.0, 657.0, 594.0, 36.0], 3c63VFqueO, 6490827]
[paragraph, [22.0, 693.0, 594.0, 36.0], 3c63VFqueO, 6490827]
[paragraph, [22.0, 729.0, 594.0, 36.0], 3c63VFqueO, 6490827]
[paragraph, [1567.0, 431.0, 379.0, 36.0], Cb_ranIgZh, 6490827]
[paragraph, [1567.0, 467.0, 379.0, 36.0], Cb_ranIgZh, 6490827]
[paragraph, [1567.0, 503.0, 379.0, 36.0], Cb_ranIgZh, 6490827]
[paragraph, [1567.0, 539.0, 379.0, 36.0], Cb_ranIgZh, 6490827]
[paragraph, [1567.0, 575.0, 379.0, 36.0], Cb_ranIgZh, 6490827]
[paragraph, [1567.0, 611.0, 379.0, 36.0], Cb_ranIgZh, 6490827]
[paragraph, [1567.0, 647.0, 379.0, 36.0], Cb_ranIgZh, 6490827]
[paragraph, [1567.0, 683.0, 379.0, 36.0], Cb_ranIgZh, 6490827]
[paragraph, [1567.0, 719.0, 379.0, 36.0], Cb_ranIgZh, 6490827]
[paragraph, [657.0, 615.0, 667.0, 36.0], 5YjPmtDciv, 6490827]
[paragraph, [657.0, 651.0, 667.0, 36.0], 5YjPmtDciv, 6490827]
[paragraph, [657.0, 687.0, 667.0, 36.0], 5YjPmtDciv, 6490827]
[unordered-list, [702.0, 744.0, 479.0, 36.0], Qh73-_3hgs, 6490827]
[unordered-list, [702.0, 780.0, 479.0, 36.0], Qh73-_3hgs, 6490827]
[unordered-list, [702.0, 816.0, 479.0, 36.0], Qh73-_3hgs, 6490827]
[unordered-list, [702.0, 852.0, 479.0, 36.0], Qh73-_3hgs, 6490827]
[unordered-list, [702.0, 888.0, 479.0, 36.0], Qh73-_3hgs, 6490827]
[unordered-list, [702.0, 924.0, 479.0, 36.0], Qh73-_3hgs, 6490827]
[unordered-list, [702.0, 960.0, 479.0, 36.0], Qh73-_3hgs, 6490827]
[unordered-list, [702.0, 996.0, 479.0, 36.0], Qh73-_3hgs, 6490827]
[unordered-list, [702.0, 1032.0, 479.0, 36.0], Qh73-_3hgs, 6490827]
[unordered-list, [702.0, 1068.0, 479.0, 36.0], Qh73-_3hgs, 6490827]
[unordered-list, [702.0, 1104.0, 479.0, 36.0], Qh73-_3hgs, 6490827]
[unordered-list, [702.0, 1140.0, 479.0, 36.0], Qh73-_3hgs, 6490827]
[unordered-list, [702.0, 1176.0, 479.0, 36.0], Qh73-_3hgs, 6490827]
[unordered-list, [702.0, 1212.0, 479.0, 36.0], Qh73-_3hgs, 6490827]
[unordered-list, [702.0, 1248.0, 479.0, 36.0], Qh73-_3hgs, 6490827]
[paragraph, [1566.0, 820.0, 374.0, 36.0], Q9m1ZxvCU8, 6490827]
[paragraph, [1566.0, 856.0, 374.0, 36.0], Q9m1ZxvCU8, 6490827]
[paragraph, [1566.0, 892.0, 374.0, 36.0], Q9m1ZxvCU8, 6490827]
[paragraph, [1566.0, 928.0, 374.0, 36.0], Q9m1ZxvCU8, 6490827]
[paragraph, [1566.0, 964.0, 374.0, 36.0], Q9m1ZxvCU8, 6490827]
