[1763, 1275]
[section-title, [579.0, 19.0, 300.0, 49.5], dI1RyvIZmj, 5713100]
[section-title, [579.0, 68.5, 300.0, 49.5], dI1RyvIZmj, 5713100]
[paragraph, [25.0, 30.0, 543.0, 36.0], shoonya_4s56DBQUHBYGN4, 5713100]
[paragraph, [25.0, 66.0, 543.0, 36.0], shoonya_4s56DBQUHBYGN4, 5713100]
[paragraph, [35.0, 108.0, 532.0, 36.0], shoonya_5sI6T6DX0SURS1, 5713100]
[paragraph, [35.0, 144.0, 532.0, 36.0], shoonya_5sI6T6DX0SURS1, 5713100]
[paragraph, [35.0, 180.0, 532.0, 36.0], shoonya_5sI6T6DX0SURS1, 5713100]
[paragraph, [35.0, 216.0, 532.0, 36.0], shoonya_5sI6T6DX0SURS1, 5713100]
[paragraph, [35.0, 252.0, 532.0, 36.0], shoonya_5sI6T6DX0SURS1, 5713100]
[author, [580.0, 164.0, 375.0, 36.0], zyv9axSZsY, 5713100]
[paragraph, [574.0, 235.0, 407.0, 36.0], PYlpRMI5lj, 5713100]
[paragraph, [574.0, 271.0, 407.0, 36.0], PYlpRMI5lj, 5713100]
[paragraph, [574.0, 307.0, 407.0, 36.0], PYlpRMI5lj, 5713100]
[paragraph, [574.0, 343.0, 407.0, 36.0], PYlpRMI5lj, 5713100]
[paragraph, [30.0, 304.0, 538.0, 36.0], shoonya_7sIZCVVDI6W0ZX, 5713100]
[paragraph, [30.0, 340.0, 538.0, 36.0], shoonya_7sIZCVVDI6W0ZX, 5713100]
[paragraph, [30.0, 376.0, 538.0, 36.0], shoonya_7sIZCVVDI6W0ZX, 5713100]
[paragraph, [30.0, 412.0, 538.0, 36.0], shoonya_7sIZCVVDI6W0ZX, 5713100]
[paragraph, [30.0, 448.0, 538.0, 36.0], shoonya_7sIZCVVDI6W0ZX, 5713100]
[paragraph, [30.0, 484.0, 538.0, 36.0], shoonya_7sIZCVVDI6W0ZX, 5713100]
[paragraph, [571.0, 401.0, 698.0, 36.0], -I0_d6p6va, 5713100]
[paragraph, [571.0, 437.0, 698.0, 36.0], -I0_d6p6va, 5713100]
[paragraph, [571.0, 473.0, 698.0, 36.0], -I0_d6p6va, 5713100]
[paragraph, [571.0, 509.0, 698.0, 36.0], -I0_d6p6va, 5713100]
[paragraph, [571.0, 545.0, 698.0, 36.0], -I0_d6p6va, 5713100]
[paragraph, [571.0, 581.0, 698.0, 36.0], -I0_d6p6va, 5713100]
[paragraph, [571.0, 617.0, 698.0, 36.0], -I0_d6p6va, 5713100]
[paragraph, [571.0, 653.0, 698.0, 36.0], -I0_d6p6va, 5713100]
[paragraph, [31.0, 530.0, 535.0, 36.0], shoonya_8sF5VL1TBUPD4Z, 5713100]
[paragraph, [31.0, 566.0, 535.0, 36.0], shoonya_8sF5VL1TBUPD4Z, 5713100]
[paragraph, [31.0, 602.0, 535.0, 36.0], shoonya_8sF5VL1TBUPD4Z, 5713100]
[paragraph, [31.0, 638.0, 535.0, 36.0], shoonya_8sF5VL1TBUPD4Z, 5713100]
[paragraph, [35.0, 694.0, 530.0, 36.0], 2H7CRFC7da, 5713100]
[paragraph, [35.0, 730.0, 530.0, 36.0], 2H7CRFC7da, 5713100]
[paragraph, [811.0, 697.0, 463.0, 36.0], mNLKuEJQNt, 5713100]
[paragraph, [811.0, 733.0, 463.0, 36.0], mNLKuEJQNt, 5713100]
[paragraph, [811.0, 769.0, 463.0, 36.0], mNLKuEJQNt, 5713100]
[paragraph, [811.0, 805.0, 463.0, 36.0], mNLKuEJQNt, 5713100]
[paragraph, [811.0, 841.0, 463.0, 36.0], mNLKuEJQNt, 5713100]
[paragraph, [811.0, 877.0, 463.0, 36.0], mNLKuEJQNt, 5713100]
[paragraph, [35.0, 791.0, 534.0, 36.0], u4K0TRg078, 5713100]
[paragraph, [35.0, 827.0, 534.0, 36.0], u4K0TRg078, 5713100]
[paragraph, [36.0, 887.0, 536.0, 36.0], jtL6btfahF, 5713100]
[paragraph, [35.0, 949.0, 528.0, 36.0], wCNZl8uh39, 5713100]
[paragraph, [35.0, 985.0, 528.0, 36.0], wCNZl8uh39, 5713100]
[section-title, [577.0, 955.0, 253.0, 49.5], m45XigBoTO, 5713100]
[author, [574.0, 1014.0, 326.0, 36.0], Uyth-Qdhtl, 5713100]
[paragraph, [568.0, 1079.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[paragraph, [568.0, 1115.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[paragraph, [568.0, 1151.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[paragraph, [568.0, 1187.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[paragraph, [568.0, 1223.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[paragraph, [568.0, 1259.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[paragraph, [568.0, 1295.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[paragraph, [568.0, 1331.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[paragraph, [568.0, 1367.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[paragraph, [568.0, 1403.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[paragraph, [568.0, 1439.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[paragraph, [568.0, 1475.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[paragraph, [568.0, 1511.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[paragraph, [568.0, 1547.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[paragraph, [568.0, 1583.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[paragraph, [568.0, 1619.0, 518.0, 36.0], KcHSJ-dUVY, 5713100]
[section-title, [36.0, 1087.0, 323.0, 49.5], NRG1aC9096, 5713100]
[author, [41.0, 1143.0, 361.0, 36.0], LCRiSXvmoc, 5713100]
[paragraph, [47.0, 1216.0, 522.0, 36.0], H0h3Qz9tMV, 5713100]
[paragraph, [47.0, 1252.0, 522.0, 36.0], H0h3Qz9tMV, 5713100]
[paragraph, [47.0, 1288.0, 522.0, 36.0], H0h3Qz9tMV, 5713100]
[paragraph, [192.0, 1353.0, 377.0, 36.0], gUFyKgfEsB, 5713100]
[paragraph, [192.0, 1389.0, 377.0, 36.0], gUFyKgfEsB, 5713100]
[paragraph, [192.0, 1425.0, 377.0, 36.0], gUFyKgfEsB, 5713100]
[paragraph, [192.0, 1461.0, 377.0, 36.0], gUFyKgfEsB, 5713100]
[paragraph, [192.0, 1497.0, 377.0, 36.0], gUFyKgfEsB, 5713100]
[paragraph, [35.0, 1540.0, 536.0, 36.0], C4-EMSmkTI, 5713100]
[paragraph, [35.0, 1576.0, 536.0, 36.0], C4-EMSmkTI, 5713100]
[paragraph, [35.0, 1612.0, 536.0, 36.0], C4-EMSmkTI, 5713100]
[folio, [27.0, 1686.0, 132.0, 36.0], Aemf_rrNd8, 5713100]
