[2020, 1545]
[section-title, [18.0, 121.0, 1059.0, 52.5], shoonya_6sF55KQIOO9DDO, 5712862]
[paragraph, [431.0, 219.0, 321.0, 36.0], shoonya_3sEYT6EBVLEQBY, 5712862]
[paragraph, [431.0, 255.0, 321.0, 36.0], shoonya_3sEYT6EBVLEQBY, 5712862]
[paragraph, [431.0, 291.0, 321.0, 36.0], shoonya_3sEYT6EBVLEQBY, 5712862]
[paragraph, [431.0, 327.0, 321.0, 36.0], shoonya_3sEYT6EBVLEQBY, 5712862]
[paragraph, [431.0, 363.0, 321.0, 36.0], shoonya_3sEYT6EBVLEQBY, 5712862]
[paragraph, [431.0, 399.0, 321.0, 36.0], shoonya_3sEYT6EBVLEQBY, 5712862]
[paragraph, [431.0, 435.0, 321.0, 36.0], shoonya_3sEYT6EBVLEQBY, 5712862]
[paragraph, [431.0, 471.0, 321.0, 36.0], shoonya_3sEYT6EBVLEQBY, 5712862]
[paragraph, [431.0, 507.0, 321.0, 36.0], shoonya_3sEYT6EBVLEQBY, 5712862]
[paragraph, [431.0, 543.0, 321.0, 36.0], shoonya_3sEYT6EBVLEQBY, 5712862]
[paragraph, [431.0, 579.0, 321.0, 36.0], shoonya_3sEYT6EBVLEQBY, 5712862]
[paragraph, [751.0, 219.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 255.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 291.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 327.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 363.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 399.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 435.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 471.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 507.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 543.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 579.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 615.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 651.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 687.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 723.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 759.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 795.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[paragraph, [751.0, 831.0, 716.0, 36.0], shoonya_2s2STU9LZU55WG, 5712862]
[figure-caption, [61.0, 560.0, 363.0, 36.0], shoonya_9sIDL3IM0UBO9W, 5712862]
[paragraph, [31.0, 677.0, 712.0, 36.0], shoonya_0sUPK5CILQ2OVB, 5712862]
[paragraph, [31.0, 713.0, 712.0, 36.0], shoonya_0sUPK5CILQ2OVB, 5712862]
[paragraph, [31.0, 749.0, 712.0, 36.0], shoonya_0sUPK5CILQ2OVB, 5712862]
[paragraph, [31.0, 785.0, 712.0, 36.0], shoonya_0sUPK5CILQ2OVB, 5712862]
[paragraph, [31.0, 821.0, 712.0, 36.0], shoonya_0sUPK5CILQ2OVB, 5712862]
[paragraph, [31.0, 857.0, 712.0, 36.0], shoonya_0sUPK5CILQ2OVB, 5712862]
[paragraph, [31.0, 893.0, 712.0, 36.0], shoonya_0sUPK5CILQ2OVB, 5712862]
[paragraph, [31.0, 929.0, 712.0, 36.0], shoonya_0sUPK5CILQ2OVB, 5712862]
[paragraph, [31.0, 965.0, 712.0, 36.0], shoonya_0sUPK5CILQ2OVB, 5712862]
[paragraph, [31.0, 1001.0, 712.0, 36.0], shoonya_0sUPK5CILQ2OVB, 5712862]
[paragraph, [31.0, 1037.0, 712.0, 36.0], shoonya_0sUPK5CILQ2OVB, 5712862]
[paragraph, [752.0, 869.0, 595.0, 36.0], shoonya_17s1ZAB9HK3YB0, 5712862]
[answer, [748.0, 945.0, 720.0, 36.0], jPoSRuGXqD, 5712862]
[answer, [748.0, 981.0, 720.0, 36.0], jPoSRuGXqD, 5712862]
[answer, [748.0, 1017.0, 720.0, 36.0], jPoSRuGXqD, 5712862]
[paragraph, [32.0, 1099.0, 710.0, 36.0], shoonya_1sN2STW50NNW0P, 5712862]
[paragraph, [32.0, 1135.0, 710.0, 36.0], shoonya_1sN2STW50NNW0P, 5712862]
[paragraph, [32.0, 1171.0, 710.0, 36.0], shoonya_1sN2STW50NNW0P, 5712862]
[answer, [750.0, 1115.0, 718.0, 36.0], Au-j-ckIO4, 5712862]
[answer, [750.0, 1151.0, 718.0, 36.0], Au-j-ckIO4, 5712862]
[paragraph, [25.0, 1234.0, 725.0, 36.0], shoonya_4s86SBEC96GCQ5, 5712862]
[paragraph, [25.0, 1270.0, 725.0, 36.0], shoonya_4s86SBEC96GCQ5, 5712862]
[paragraph, [25.0, 1306.0, 725.0, 36.0], shoonya_4s86SBEC96GCQ5, 5712862]
[paragraph, [25.0, 1342.0, 725.0, 36.0], shoonya_4s86SBEC96GCQ5, 5712862]
[paragraph, [25.0, 1378.0, 725.0, 36.0], shoonya_4s86SBEC96GCQ5, 5712862]
[answer, [750.0, 1249.0, 728.0, 36.0], -cGu7T3e7a, 5712862]
[answer, [750.0, 1285.0, 728.0, 36.0], -cGu7T3e7a, 5712862]
[answer, [753.0, 1390.0, 718.0, 36.0], prRBBQYpP3, 5712862]
[answer, [753.0, 1426.0, 718.0, 36.0], prRBBQYpP3, 5712862]
[paragraph, [30.0, 1417.0, 712.0, 36.0], shoonya_11sK6Z1XA6X3YR, 5712862]
[paragraph, [30.0, 1453.0, 712.0, 36.0], shoonya_11sK6Z1XA6X3YR, 5712862]
[paragraph, [30.0, 1489.0, 712.0, 36.0], shoonya_11sK6Z1XA6X3YR, 5712862]
[paragraph, [30.0, 1525.0, 712.0, 36.0], shoonya_11sK6Z1XA6X3YR, 5712862]
[paragraph, [30.0, 1561.0, 712.0, 36.0], shoonya_11sK6Z1XA6X3YR, 5712862]
[paragraph, [30.0, 1597.0, 712.0, 36.0], shoonya_11sK6Z1XA6X3YR, 5712862]
[paragraph, [30.0, 1633.0, 712.0, 36.0], shoonya_11sK6Z1XA6X3YR, 5712862]
[paragraph, [30.0, 1669.0, 712.0, 36.0], shoonya_11sK6Z1XA6X3YR, 5712862]
[paragraph, [30.0, 1705.0, 712.0, 36.0], shoonya_11sK6Z1XA6X3YR, 5712862]
[paragraph, [30.0, 1741.0, 712.0, 36.0], shoonya_11sK6Z1XA6X3YR, 5712862]
