[1448, 2048]
[headline, [254.0, 265.0, 1555.0, 25.5], shoonya_3sBM7CD88M83SH, 6473856]
[headline, [254.0, 290.5, 1555.0, 25.5], shoonya_3sBM7CD88M83SH, 6473856]
[headline, [254.0, 316.0, 1555.0, 25.5], shoonya_3sBM7CD88M83SH, 6473856]
[headline, [254.0, 341.5, 1555.0, 25.5], shoonya_3sBM7CD88M83SH, 6473856]
[unordered-list, [137.0, 399.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 417.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 435.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 453.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 471.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 489.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 507.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 525.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 543.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 561.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 579.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 597.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 615.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 633.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 651.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 669.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 687.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 705.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 723.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 741.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 759.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 777.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 795.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 813.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 831.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 849.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 867.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 885.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 903.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 921.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 939.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 957.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 975.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 993.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 1011.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 1029.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 1047.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 1065.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [137.0, 1083.0, 1788.0, 18.0], shoonya_2s8YSCU0SB6ON1, 6473856]
[unordered-list, [140.0, 1105.0, 363.0, 18.0], TusnF8jjek, 6473856]
[unordered-list, [140.0, 1123.0, 363.0, 18.0], TusnF8jjek, 6473856]
[unordered-list, [140.0, 1141.0, 363.0, 18.0], TusnF8jjek, 6473856]
[unordered-list, [140.0, 1159.0, 363.0, 18.0], TusnF8jjek, 6473856]
[unordered-list, [140.0, 1177.0, 363.0, 18.0], TusnF8jjek, 6473856]
[folio, [506.0, 1281.0, 793.0, 18.0], D_r-QKy_j0, 6473856]
[folio, [506.0, 1299.0, 793.0, 18.0], D_r-QKy_j0, 6473856]
[folio, [506.0, 1317.0, 793.0, 18.0], D_r-QKy_j0, 6473856]
[folio, [506.0, 1335.0, 793.0, 18.0], D_r-QKy_j0, 6473856]
[folio, [1397.0, 1301.0, 158.0, 18.0], jTkYkS_0Pl, 6473856]
[folio, [1397.0, 1319.0, 158.0, 18.0], jTkYkS_0Pl, 6473856]
