[792, 612]
[paragraph, [62.0, 48.0, 156.0, 18.0], Jx97awUs7R, 6514733]
[paragraph, [388.0, 52.0, 166.0, 18.0], l1Khrn0_8U, 6514733]
[paragraph, [388.0, 70.0, 166.0, 18.0], l1Khrn0_8U, 6514733]
[paragraph, [388.0, 88.0, 166.0, 18.0], l1Khrn0_8U, 6514733]
[paragraph, [388.0, 106.0, 166.0, 18.0], l1Khrn0_8U, 6514733]
[paragraph, [388.0, 124.0, 166.0, 18.0], l1Khrn0_8U, 6514733]
[paragraph, [388.0, 142.0, 166.0, 18.0], l1Khrn0_8U, 6514733]
[paragraph, [388.0, 160.0, 166.0, 18.0], l1Khrn0_8U, 6514733]
[paragraph, [60.0, 70.0, 162.0, 18.0], shoonya_25sXC3ORZ1NZ78, 6514733]
[paragraph, [60.0, 88.0, 162.0, 18.0], shoonya_25sXC3ORZ1NZ78, 6514733]
[paragraph, [60.0, 106.0, 162.0, 18.0], shoonya_25sXC3ORZ1NZ78, 6514733]
[paragraph, [226.0, 72.0, 159.0, 18.0], PaXQv1CCLK, 6514733]
[paragraph, [226.0, 90.0, 159.0, 18.0], PaXQv1CCLK, 6514733]
[paragraph, [226.0, 108.0, 159.0, 18.0], PaXQv1CCLK, 6514733]
[paragraph, [226.0, 126.0, 159.0, 18.0], PaXQv1CCLK, 6514733]
[paragraph, [49.0, 141.0, 173.0, 18.0], pZ34IU6_XV, 6514733]
[paragraph, [49.0, 159.0, 173.0, 18.0], pZ34IU6_XV, 6514733]
[paragraph, [49.0, 177.0, 173.0, 18.0], pZ34IU6_XV, 6514733]
[paragraph, [226.0, 154.0, 158.0, 18.0], shoonya_24sOWCMQVNUQ9B, 6514733]
[paragraph, [226.0, 172.0, 158.0, 18.0], shoonya_24sOWCMQVNUQ9B, 6514733]
[paragraph, [226.0, 190.0, 158.0, 18.0], shoonya_24sOWCMQVNUQ9B, 6514733]
[paragraph, [226.0, 208.0, 158.0, 18.0], shoonya_24sOWCMQVNUQ9B, 6514733]
[paragraph, [226.0, 226.0, 158.0, 18.0], shoonya_24sOWCMQVNUQ9B, 6514733]
[paragraph, [226.0, 244.0, 158.0, 18.0], shoonya_24sOWCMQVNUQ9B, 6514733]
[paragraph, [226.0, 262.0, 158.0, 18.0], shoonya_24sOWCMQVNUQ9B, 6514733]
[paragraph, [226.0, 280.0, 158.0, 18.0], shoonya_24sOWCMQVNUQ9B, 6514733]
[paragraph, [226.0, 298.0, 158.0, 18.0], shoonya_24sOWCMQVNUQ9B, 6514733]
[paragraph, [226.0, 316.0, 158.0, 18.0], shoonya_24sOWCMQVNUQ9B, 6514733]
[paragraph, [226.0, 334.0, 158.0, 18.0], shoonya_24sOWCMQVNUQ9B, 6514733]
[paragraph, [226.0, 352.0, 158.0, 18.0], shoonya_24sOWCMQVNUQ9B, 6514733]
[paragraph, [226.0, 370.0, 158.0, 18.0], shoonya_24sOWCMQVNUQ9B, 6514733]
[paragraph, [387.0, 196.0, 166.0, 18.0], eyylzEX7K5, 6514733]
[paragraph, [58.0, 198.0, 164.0, 18.0], shoonya_0sVPNLUQIVP0RG, 6514733]
[paragraph, [58.0, 216.0, 164.0, 18.0], shoonya_0sVPNLUQIVP0RG, 6514733]
[paragraph, [58.0, 234.0, 164.0, 18.0], shoonya_0sVPNLUQIVP0RG, 6514733]
[paragraph, [58.0, 252.0, 164.0, 18.0], shoonya_0sVPNLUQIVP0RG, 6514733]
[paragraph, [58.0, 270.0, 164.0, 18.0], shoonya_0sVPNLUQIVP0RG, 6514733]
[paragraph, [58.0, 288.0, 164.0, 18.0], shoonya_0sVPNLUQIVP0RG, 6514733]
[paragraph, [393.0, 225.0, 159.0, 18.0], NLd3TwvgIf, 6514733]
[paragraph, [389.0, 255.0, 162.0, 18.0], l1Q-Vj-m5n, 6514733]
[paragraph, [389.0, 279.0, 162.0, 18.0], fnOZhoFeBO, 6514733]
[paragraph, [390.0, 309.0, 165.0, 18.0], MalA3w_rdh, 6514733]
[paragraph, [390.0, 327.0, 165.0, 18.0], MalA3w_rdh, 6514733]
[paragraph, [390.0, 345.0, 165.0, 18.0], MalA3w_rdh, 6514733]
[paragraph, [390.0, 363.0, 165.0, 18.0], MalA3w_rdh, 6514733]
[paragraph, [390.0, 381.0, 165.0, 18.0], MalA3w_rdh, 6514733]
[paragraph, [390.0, 399.0, 165.0, 18.0], MalA3w_rdh, 6514733]
[paragraph, [50.0, 311.0, 170.0, 18.0], UZh_PWKXNg, 6514733]
[paragraph, [59.0, 366.0, 162.0, 18.0], 0ZMPVBdEAP, 6514733]
[paragraph, [57.0, 394.0, 163.0, 18.0], 25PCsUHYfP, 6514733]
[paragraph, [57.0, 412.0, 163.0, 18.0], 25PCsUHYfP, 6514733]
[paragraph, [57.0, 430.0, 163.0, 18.0], 25PCsUHYfP, 6514733]
[paragraph, [57.0, 448.0, 163.0, 18.0], 25PCsUHYfP, 6514733]
[paragraph, [57.0, 466.0, 163.0, 18.0], 25PCsUHYfP, 6514733]
[paragraph, [57.0, 484.0, 163.0, 18.0], 25PCsUHYfP, 6514733]
[paragraph, [222.0, 396.0, 160.0, 18.0], gdsVuHymfL, 6514733]
[paragraph, [222.0, 414.0, 160.0, 18.0], gdsVuHymfL, 6514733]
[paragraph, [222.0, 432.0, 160.0, 18.0], gdsVuHymfL, 6514733]
[paragraph, [222.0, 450.0, 160.0, 18.0], gdsVuHymfL, 6514733]
[paragraph, [385.0, 436.0, 170.0, 18.0], Ocvja4XIM1, 6514733]
[paragraph, [385.0, 454.0, 170.0, 18.0], Ocvja4XIM1, 6514733]
[paragraph, [385.0, 472.0, 170.0, 18.0], Ocvja4XIM1, 6514733]
[paragraph, [385.0, 490.0, 170.0, 18.0], Ocvja4XIM1, 6514733]
[paragraph, [222.0, 498.0, 162.0, 18.0], onhbHuTsuj, 6514733]
[paragraph, [222.0, 516.0, 162.0, 18.0], onhbHuTsuj, 6514733]
[paragraph, [222.0, 534.0, 162.0, 18.0], onhbHuTsuj, 6514733]
[paragraph, [222.0, 552.0, 162.0, 18.0], onhbHuTsuj, 6514733]
[paragraph, [222.0, 570.0, 162.0, 18.0], onhbHuTsuj, 6514733]
[paragraph, [55.0, 508.0, 166.0, 18.0], apbGoJqyk7, 6514733]
[paragraph, [55.0, 526.0, 166.0, 18.0], apbGoJqyk7, 6514733]
[paragraph, [393.0, 523.0, 164.0, 18.0], tb2VbRvUaU, 6514733]
[paragraph, [393.0, 541.0, 164.0, 18.0], tb2VbRvUaU, 6514733]
[paragraph, [393.0, 559.0, 164.0, 18.0], tb2VbRvUaU, 6514733]
[paragraph, [393.0, 577.0, 164.0, 18.0], tb2VbRvUaU, 6514733]
[paragraph, [393.0, 595.0, 164.0, 18.0], tb2VbRvUaU, 6514733]
[paragraph, [393.0, 613.0, 164.0, 18.0], tb2VbRvUaU, 6514733]
[paragraph, [50.0, 550.0, 172.0, 18.0], My4VbIOIXy, 6514733]
[paragraph, [50.0, 568.0, 172.0, 18.0], My4VbIOIXy, 6514733]
[paragraph, [49.0, 592.0, 171.0, 18.0], X-C3L_fVFu, 6514733]
[paragraph, [49.0, 610.0, 171.0, 18.0], X-C3L_fVFu, 6514733]
[paragraph, [225.0, 626.0, 166.0, 18.0], OLZTHrJPpy, 6514733]
[paragraph, [225.0, 644.0, 166.0, 18.0], OLZTHrJPpy, 6514733]
[paragraph, [225.0, 662.0, 166.0, 18.0], OLZTHrJPpy, 6514733]
[paragraph, [225.0, 680.0, 166.0, 18.0], OLZTHrJPpy, 6514733]
[paragraph, [225.0, 698.0, 166.0, 18.0], OLZTHrJPpy, 6514733]
[paragraph, [57.0, 632.0, 166.0, 18.0], IACSwYB7gw, 6514733]
[contact-info, [399.0, 639.0, 158.0, 18.0], d96cyiUp2z, 6514733]
[contact-info, [399.0, 657.0, 158.0, 18.0], d96cyiUp2z, 6514733]
[contact-info, [399.0, 675.0, 158.0, 18.0], d96cyiUp2z, 6514733]
[paragraph, [73.0, 663.0, 149.0, 18.0], YXs-J-75nG, 6514733]
[paragraph, [61.0, 690.0, 156.0, 18.0], shoonya_27s7ECZEAE5D3W, 6514733]
