[3509, 2480]
[paragraph, [360.0, 385.0, 1775.0, 52.5], shoonya_0s871BRKGI7ABK, 5724506]
[paragraph, [360.0, 437.5, 1775.0, 52.5], shoonya_0s871BRKGI7ABK, 5724506]
[paragraph, [360.0, 490.0, 1775.0, 52.5], shoonya_0s871BRKGI7ABK, 5724506]
[paragraph, [360.0, 542.5, 1775.0, 52.5], shoonya_0s871BRKGI7ABK, 5724506]
[paragraph, [360.0, 595.0, 1775.0, 52.5], shoonya_0s871BRKGI7ABK, 5724506]
[paragraph, [360.0, 647.5, 1775.0, 52.5], shoonya_0s871BRKGI7ABK, 5724506]
[paragraph, [360.0, 700.0, 1775.0, 52.5], shoonya_0s871BRKGI7ABK, 5724506]
[paragraph, [360.0, 752.5, 1775.0, 52.5], shoonya_0s871BRKGI7ABK, 5724506]
[paragraph, [360.0, 805.0, 1775.0, 52.5], shoonya_0s871BRKGI7ABK, 5724506]
[paragraph, [360.0, 857.5, 1775.0, 52.5], shoonya_0s871BRKGI7ABK, 5724506]
[paragraph, [357.0, 962.0, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1014.5, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1067.0, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1119.5, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1172.0, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1224.5, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1277.0, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1329.5, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1382.0, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1434.5, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1487.0, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1539.5, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1592.0, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1644.5, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1697.0, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1749.5, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1802.0, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [357.0, 1854.5, 1769.0, 52.5], shoonya_2sF0US56PEVN41, 5724506]
[paragraph, [365.0, 1968.0, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2020.5, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2073.0, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2125.5, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2178.0, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2230.5, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2283.0, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2335.5, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2388.0, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2440.5, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2493.0, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2545.5, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2598.0, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2650.5, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2703.0, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2755.5, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2808.0, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2860.5, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2913.0, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 2965.5, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 3018.0, 1754.0, 52.5], 9YPrAo8mws, 5724506]
[paragraph, [365.0, 3070.5, 1754.0, 52.5], 9YPrAo8mws, 5724506]
