[1388, 886]
[folio, [328.0, 65.0, 182.0, 18.0], 984obBMrae, 5742704]
[folio, [328.0, 83.0, 182.0, 18.0], 984obBMrae, 5742704]
[folio, [38.0, 66.0, 155.0, 18.0], YpZicDfqAS, 5742704]
[folio, [38.0, 84.0, 155.0, 18.0], YpZicDfqAS, 5742704]
[paragraph, [38.0, 129.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 147.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 165.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 183.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 201.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 219.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 237.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 255.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 273.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 291.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 309.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 327.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 345.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 363.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 381.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 399.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 417.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 435.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 453.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 471.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 489.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 507.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 525.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 543.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 561.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 579.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 597.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 615.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 633.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 651.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 669.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 687.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 705.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 723.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 741.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 759.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 777.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 795.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 813.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 831.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 849.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 867.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[paragraph, [38.0, 885.0, 399.0, 18.0], 6UxOY2xU_w, 5742704]
[ordered-list, [451.0, 132.0, 395.0, 18.0], z6IjioLaq6, 5742704]
[ordered-list, [451.0, 150.0, 395.0, 18.0], z6IjioLaq6, 5742704]
[ordered-list, [451.0, 168.0, 395.0, 18.0], z6IjioLaq6, 5742704]
[ordered-list, [451.0, 186.0, 395.0, 18.0], z6IjioLaq6, 5742704]
[ordered-list, [451.0, 204.0, 395.0, 18.0], z6IjioLaq6, 5742704]
[ordered-list, [451.0, 222.0, 395.0, 18.0], z6IjioLaq6, 5742704]
[ordered-list, [451.0, 240.0, 395.0, 18.0], z6IjioLaq6, 5742704]
[ordered-list, [451.0, 258.0, 395.0, 18.0], z6IjioLaq6, 5742704]
[ordered-list, [451.0, 276.0, 395.0, 18.0], z6IjioLaq6, 5742704]
[ordered-list, [451.0, 294.0, 395.0, 18.0], z6IjioLaq6, 5742704]
[ordered-list, [451.0, 312.0, 395.0, 18.0], z6IjioLaq6, 5742704]
[paragraph, [455.0, 350.0, 392.0, 18.0], MZGYkp4q4s, 5742704]
[paragraph, [455.0, 368.0, 392.0, 18.0], MZGYkp4q4s, 5742704]
[paragraph, [455.0, 386.0, 392.0, 18.0], MZGYkp4q4s, 5742704]
[paragraph, [451.0, 421.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 439.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 457.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 475.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 493.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 511.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 529.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 547.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 565.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 583.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 601.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 619.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 637.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 655.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 673.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 691.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 709.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 727.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 745.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 763.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 781.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 799.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 817.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 835.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 853.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 871.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 889.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 907.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 925.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 943.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 961.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 979.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 997.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1015.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1033.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1051.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1069.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1087.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1105.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1123.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1141.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1159.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1177.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1195.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1213.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1231.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1249.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1267.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[paragraph, [451.0, 1285.0, 409.0, 18.0], A1CsvDPNxT, 5742704]
[ordered-list, [41.0, 924.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 942.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 960.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 978.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 996.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1014.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1032.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1050.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1068.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1086.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1104.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1122.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1140.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1158.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1176.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1194.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1212.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1230.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1248.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1266.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1284.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[ordered-list, [41.0, 1302.0, 388.0, 18.0], Ybz0s7_agG, 5742704]
[footnote, [575.0, 1349.0, 257.0, 18.0], kaRNlwb3pl, 5742704]
