[1063, 680]
[section-title, [71.0, 189.0, 223.0, 30.0], nseuaV91lZ, 5739935]
[section-title, [71.0, 219.0, 223.0, 30.0], nseuaV91lZ, 5739935]
[paragraph, [61.0, 281.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 299.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 317.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 335.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 353.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 371.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 389.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 407.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 425.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 443.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 461.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 479.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 497.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 515.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 533.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 551.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 569.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 587.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 605.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [61.0, 623.0, 552.0, 18.0], p2akZjcySj, 5739935]
[paragraph, [57.0, 660.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 678.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 696.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 714.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 732.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 750.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 768.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 786.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 804.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 822.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 840.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 858.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 876.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 894.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 912.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 930.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 948.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[paragraph, [57.0, 966.0, 555.0, 18.0], dhUydNY9Ko, 5739935]
[footnote, [459.0, 1013.0, 182.0, 18.0], 1zT3MjghsJ, 5739935]
