[5500, 3644]
[folio, [2860.0, 330.0, 251.0, 52.5], shoonya_1sN6LCV1VY4HHH, 5709981]
[folio, [2860.0, 382.5, 251.0, 52.5], shoonya_1sN6LCV1VY4HHH, 5709981]
[paragraph, [405.0, 518.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 570.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 623.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 675.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 728.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 780.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 833.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 885.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 938.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 990.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1043.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1095.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1148.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1200.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1253.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1305.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1358.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1410.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1463.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1515.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1568.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1620.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1673.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1725.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1778.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1830.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1883.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1935.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 1988.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 2040.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 2093.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 2145.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 2198.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 2250.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 2303.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 2355.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 2408.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 2460.5, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [405.0, 2513.0, 2858.0, 52.5], shoonya_3sIZY3N6ZPABX5, 5709981]
[paragraph, [407.0, 2614.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 2666.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 2719.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 2771.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 2824.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 2876.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 2929.0, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
[paragraph, [407.0, 2981.5, 2835.0, 52.5], shoonya_4sLNSK08W1U7K3, 5709981]
