[2061, 1233]
[paragraph, [103.0, 109.0, 1010.0, 36.0], shoonya_0sRGJ8CYZIS576, 5692011]
[paragraph, [103.0, 145.0, 1010.0, 36.0], shoonya_0sRGJ8CYZIS576, 5692011]
[paragraph, [103.0, 181.0, 1010.0, 36.0], shoonya_0sRGJ8CYZIS576, 5692011]
[paragraph, [103.0, 217.0, 1010.0, 36.0], shoonya_0sRGJ8CYZIS576, 5692011]
[paragraph, [103.0, 253.0, 1010.0, 36.0], shoonya_0sRGJ8CYZIS576, 5692011]
[paragraph, [103.0, 289.0, 1010.0, 36.0], shoonya_0sRGJ8CYZIS576, 5692011]
[paragraph, [103.0, 325.0, 1010.0, 36.0], shoonya_0sRGJ8CYZIS576, 5692011]
[paragraph, [103.0, 361.0, 1010.0, 36.0], shoonya_0sRGJ8CYZIS576, 5692011]
[paragraph, [103.0, 397.0, 1010.0, 36.0], shoonya_0sRGJ8CYZIS576, 5692011]
[paragraph, [103.0, 433.0, 1010.0, 36.0], shoonya_0sRGJ8CYZIS576, 5692011]
[paragraph, [103.0, 469.0, 1010.0, 36.0], shoonya_0sRGJ8CYZIS576, 5692011]
[paragraph, [103.0, 505.0, 1010.0, 36.0], shoonya_0sRGJ8CYZIS576, 5692011]
[paragraph, [103.0, 541.0, 1010.0, 36.0], shoonya_0sRGJ8CYZIS576, 5692011]
[paragraph, [103.0, 577.0, 1010.0, 36.0], shoonya_0sRGJ8CYZIS576, 5692011]
[paragraph, [94.0, 636.0, 1021.0, 36.0], shoonya_2s3EDYMRKL0S4M, 5692011]
[paragraph, [94.0, 672.0, 1021.0, 36.0], shoonya_2s3EDYMRKL0S4M, 5692011]
[paragraph, [94.0, 708.0, 1021.0, 36.0], shoonya_2s3EDYMRKL0S4M, 5692011]
[paragraph, [94.0, 744.0, 1021.0, 36.0], shoonya_2s3EDYMRKL0S4M, 5692011]
[paragraph, [94.0, 780.0, 1021.0, 36.0], shoonya_2s3EDYMRKL0S4M, 5692011]
[paragraph, [94.0, 816.0, 1021.0, 36.0], shoonya_2s3EDYMRKL0S4M, 5692011]
[paragraph, [94.0, 852.0, 1021.0, 36.0], shoonya_2s3EDYMRKL0S4M, 5692011]
[paragraph, [94.0, 888.0, 1021.0, 36.0], shoonya_2s3EDYMRKL0S4M, 5692011]
[paragraph, [94.0, 924.0, 1021.0, 36.0], shoonya_2s3EDYMRKL0S4M, 5692011]
[paragraph, [94.0, 960.0, 1021.0, 36.0], shoonya_2s3EDYMRKL0S4M, 5692011]
[paragraph, [94.0, 996.0, 1021.0, 36.0], shoonya_2s3EDYMRKL0S4M, 5692011]
[paragraph, [141.0, 1036.0, 872.0, 36.0], ywdhhqywWM, 5692011]
[paragraph, [92.0, 1088.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1124.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1160.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1196.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1232.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1268.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1304.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1340.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1376.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1412.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1448.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1484.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1520.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1556.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1592.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1628.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1664.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1700.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1736.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1772.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1808.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
[paragraph, [92.0, 1844.0, 1030.0, 36.0], shoonya_1sKAZCH1YDGB3E, 5692011]
