[720, 504]
[contact-info, [66.0, 193.0, 328.0, 18.0], -Tjg5-NrdT, 5650916]
[contact-info, [67.0, 242.0, 371.0, 18.0], shoonya_1sFQL5SBTMVPVI, 5650916]
[contact-info, [67.0, 303.0, 303.0, 18.0], shoonya_2sGEQD0J18XMFE, 5650916]
[contact-info, [68.0, 324.0, 351.0, 18.0], 540D8jJcvw, 5650916]
[contact-info, [68.0, 348.0, 373.0, 18.0], ORc0YeWD-X, 5650916]
[contact-info, [66.0, 384.0, 372.0, 18.0], eR4TASzBIJ, 5650916]
[contact-info, [66.0, 402.0, 372.0, 18.0], eR4TASzBIJ, 5650916]
[contact-info, [67.0, 422.0, 371.0, 18.0], Pp34KV67vo, 5650916]
[contact-info, [67.0, 440.0, 371.0, 18.0], Pp34KV67vo, 5650916]
[contact-info, [63.0, 458.0, 378.0, 18.0], jylT8Fyn04, 5650916]
[contact-info, [63.0, 476.0, 378.0, 18.0], jylT8Fyn04, 5650916]
[contact-info, [64.0, 498.0, 377.0, 18.0], Bev0D5pQRJ, 5650916]
[contact-info, [64.0, 516.0, 377.0, 18.0], Bev0D5pQRJ, 5650916]
[contact-info, [68.0, 535.0, 376.0, 18.0], shoonya_0sXLIBBLBA1YZ7, 5650916]
