[1275, 750]
[section-title, [234.0, 85.0, 301.0, 30.0], 7QZsmD3thG, 5767424]
[ordered-list, [61.0, 153.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 171.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 189.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 207.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 225.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 243.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 261.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 279.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 297.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 315.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 333.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 351.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 369.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 387.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 405.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 423.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 441.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 459.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 477.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 495.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 513.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 531.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 549.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 567.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 585.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 603.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 621.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 639.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 657.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 675.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 693.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 711.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 729.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 747.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 765.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 783.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 801.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 819.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 837.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 855.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 873.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 891.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 909.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 927.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 945.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 963.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 981.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 999.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 1017.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 1035.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 1053.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 1071.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 1089.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 1107.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 1125.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 1143.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
[ordered-list, [61.0, 1161.0, 635.0, 18.0], shoonya_2sTAAFL3DWUK8X, 5767424]
