[2339, 1653]
[paragraph, [386.0, 195.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 231.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 267.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 303.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 339.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 375.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 411.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 447.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 483.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 519.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 555.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 591.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 627.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 663.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 699.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 735.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 771.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 807.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [386.0, 843.0, 1080.0, 36.0], shoonya_0sR9281WM5RU0R, 5734602]
[paragraph, [393.0, 898.0, 1065.0, 36.0], shoonya_2s4LXTP0CN0K2S, 5734602]
[paragraph, [393.0, 934.0, 1065.0, 36.0], shoonya_2s4LXTP0CN0K2S, 5734602]
[paragraph, [393.0, 970.0, 1065.0, 36.0], shoonya_2s4LXTP0CN0K2S, 5734602]
[paragraph, [384.0, 1011.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1047.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1083.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1119.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1155.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1191.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1227.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1263.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1299.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1335.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1371.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1407.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1443.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1479.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1515.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1551.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1587.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1623.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1659.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1695.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1731.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1767.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1803.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1839.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1875.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1911.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [384.0, 1947.0, 1079.0, 36.0], shoonya_1sK6B4T547XM46, 5734602]
[paragraph, [392.0, 2007.0, 1068.0, 36.0], shoonya_3sL9EU7SNZJMLB, 5734602]
[paragraph, [392.0, 2043.0, 1068.0, 36.0], shoonya_3sL9EU7SNZJMLB, 5734602]
[paragraph, [392.0, 2079.0, 1068.0, 36.0], shoonya_3sL9EU7SNZJMLB, 5734602]
[folio, [1133.0, 2183.0, 267.0, 36.0], shoonya_4sXWOBGTZYZBHS, 5734602]
