[792, 612]
[folio, [206.0, 23.0, 233.0, 18.0], ljIgqf-lK-, 5744406]
[paragraph, [110.0, 57.0, 427.0, 18.0], shoonya_1sGCV91M0SXDUW, 5744406]
[paragraph, [110.0, 75.0, 427.0, 18.0], shoonya_1sGCV91M0SXDUW, 5744406]
[paragraph, [110.0, 93.0, 427.0, 18.0], shoonya_1sGCV91M0SXDUW, 5744406]
[paragraph, [110.0, 111.0, 427.0, 18.0], shoonya_1sGCV91M0SXDUW, 5744406]
[paragraph, [110.0, 129.0, 427.0, 18.0], shoonya_1sGCV91M0SXDUW, 5744406]
[paragraph, [110.0, 147.0, 427.0, 18.0], shoonya_1sGCV91M0SXDUW, 5744406]
[paragraph, [110.0, 165.0, 427.0, 18.0], shoonya_1sGCV91M0SXDUW, 5744406]
[paragraph, [110.0, 183.0, 427.0, 18.0], shoonya_1sGCV91M0SXDUW, 5744406]
[paragraph, [110.0, 201.0, 427.0, 18.0], shoonya_1sGCV91M0SXDUW, 5744406]
[paragraph, [110.0, 219.0, 427.0, 18.0], shoonya_1sGCV91M0SXDUW, 5744406]
[paragraph, [110.0, 237.0, 427.0, 18.0], shoonya_1sGCV91M0SXDUW, 5744406]
[paragraph, [110.0, 311.0, 425.0, 18.0], shoonya_0sK2LXG1YSXR5R, 5744406]
[paragraph, [110.0, 329.0, 425.0, 18.0], shoonya_0sK2LXG1YSXR5R, 5744406]
[paragraph, [110.0, 347.0, 425.0, 18.0], shoonya_0sK2LXG1YSXR5R, 5744406]
[paragraph, [110.0, 365.0, 425.0, 18.0], shoonya_0sK2LXG1YSXR5R, 5744406]
[paragraph, [110.0, 383.0, 425.0, 18.0], shoonya_0sK2LXG1YSXR5R, 5744406]
[paragraph, [110.0, 401.0, 425.0, 18.0], shoonya_0sK2LXG1YSXR5R, 5744406]
[paragraph, [110.0, 419.0, 425.0, 18.0], shoonya_0sK2LXG1YSXR5R, 5744406]
[paragraph, [110.0, 437.0, 425.0, 18.0], shoonya_0sK2LXG1YSXR5R, 5744406]
[paragraph, [110.0, 455.0, 425.0, 18.0], shoonya_0sK2LXG1YSXR5R, 5744406]
[paragraph, [110.0, 473.0, 425.0, 18.0], shoonya_0sK2LXG1YSXR5R, 5744406]
[paragraph, [110.0, 491.0, 425.0, 18.0], shoonya_0sK2LXG1YSXR5R, 5744406]
[paragraph, [110.0, 509.0, 425.0, 18.0], shoonya_0sK2LXG1YSXR5R, 5744406]
[paragraph, [110.0, 527.0, 425.0, 18.0], shoonya_0sK2LXG1YSXR5R, 5744406]
[paragraph, [110.0, 545.0, 425.0, 18.0], shoonya_0sK2LXG1YSXR5R, 5744406]
[paragraph, [110.0, 563.0, 425.0, 18.0], shoonya_0sK2LXG1YSXR5R, 5744406]
[paragraph, [112.0, 612.0, 424.0, 18.0], shoonya_3sDMAXXHH86CU1, 5744406]
[paragraph, [112.0, 630.0, 424.0, 18.0], shoonya_3sDMAXXHH86CU1, 5744406]
[paragraph, [112.0, 648.0, 424.0, 18.0], shoonya_3sDMAXXHH86CU1, 5744406]
[paragraph, [112.0, 666.0, 424.0, 18.0], shoonya_3sDMAXXHH86CU1, 5744406]
[paragraph, [112.0, 684.0, 424.0, 18.0], shoonya_3sDMAXXHH86CU1, 5744406]
[paragraph, [112.0, 702.0, 424.0, 18.0], shoonya_3sDMAXXHH86CU1, 5744406]
