[2339, 1654]
[chapter-title, [522.0, 91.0, 670.0, 70.5], shoonya_3sOHUPR6K8D8O5, 5750390]
[section-title, [277.0, 270.0, 913.0, 52.5], -cSHSRZ5kt, 5750390]
[paragraph, [273.0, 356.0, 1142.0, 36.0], shoonya_4sQF4O90PU0CK5, 5750390]
[paragraph, [273.0, 392.0, 1142.0, 36.0], shoonya_4sQF4O90PU0CK5, 5750390]
[paragraph, [273.0, 428.0, 1142.0, 36.0], shoonya_4sQF4O90PU0CK5, 5750390]
[paragraph, [273.0, 464.0, 1142.0, 36.0], shoonya_4sQF4O90PU0CK5, 5750390]
[paragraph, [273.0, 500.0, 1142.0, 36.0], shoonya_4sQF4O90PU0CK5, 5750390]
[paragraph, [273.0, 536.0, 1142.0, 36.0], shoonya_4sQF4O90PU0CK5, 5750390]
[paragraph, [273.0, 572.0, 1142.0, 36.0], shoonya_4sQF4O90PU0CK5, 5750390]
[paragraph, [273.0, 608.0, 1142.0, 36.0], shoonya_4sQF4O90PU0CK5, 5750390]
[paragraph, [273.0, 644.0, 1142.0, 36.0], shoonya_4sQF4O90PU0CK5, 5750390]
[paragraph, [273.0, 680.0, 1142.0, 36.0], shoonya_4sQF4O90PU0CK5, 5750390]
[paragraph, [273.0, 716.0, 1142.0, 36.0], shoonya_4sQF4O90PU0CK5, 5750390]
[paragraph, [273.0, 752.0, 1142.0, 36.0], shoonya_4sQF4O90PU0CK5, 5750390]
[paragraph, [273.0, 788.0, 1142.0, 36.0], shoonya_4sQF4O90PU0CK5, 5750390]
[paragraph, [273.0, 824.0, 1142.0, 36.0], shoonya_4sQF4O90PU0CK5, 5750390]
[paragraph, [121.0, 934.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 970.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1006.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1042.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1078.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1114.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1150.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1186.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1222.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1258.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1294.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1330.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1366.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1402.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1438.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1474.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1510.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1546.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1582.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1618.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1654.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1690.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1726.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1762.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1798.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1834.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1870.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1906.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1942.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 1978.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 2014.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
[paragraph, [121.0, 2050.0, 1437.0, 36.0], shoonya_0sD43KUXNW6ZK6, 5750390]
