[872, 605]
[section-title, [257.0, 35.0, 90.0, 30.0], shoonya_0sC9UK8BEB9EXM, 6457335]
[folio, [37.0, 37.0, 84.0, 18.0], shoonya_5s0OXSKHV3VQ4Q, 6457335]
[paragraph, [306.0, 74.0, 241.0, 18.0], JjL4F1xlzb, 6457335]
[paragraph, [34.0, 78.0, 266.0, 18.0], H9mgpbHqQD, 6457335]
[paragraph, [34.0, 96.0, 266.0, 18.0], H9mgpbHqQD, 6457335]
[paragraph, [303.0, 110.0, 260.0, 18.0], p11na0WLDx, 6457335]
[paragraph, [33.0, 130.0, 266.0, 18.0], jnknybjg72, 6457335]
[paragraph, [303.0, 144.0, 261.0, 18.0], 8sf9D6kRgG, 6457335]
[paragraph, [36.0, 164.0, 263.0, 18.0], W2e2SE5xTc, 6457335]
[paragraph, [305.0, 180.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 198.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 216.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 234.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 252.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 270.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 288.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 306.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 324.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 342.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 360.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 378.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 396.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 414.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 432.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 450.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 468.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 486.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 504.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 522.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 540.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [305.0, 558.0, 261.0, 18.0], mw138lmPks, 6457335]
[paragraph, [32.0, 199.0, 268.0, 18.0], ixUyb4RxV4, 6457335]
[paragraph, [37.0, 234.0, 259.0, 18.0], aL3Vwu3IWD, 6457335]
[paragraph, [35.0, 270.0, 265.0, 18.0], Uwv8QoyLi5, 6457335]
[paragraph, [35.0, 288.0, 265.0, 18.0], Uwv8QoyLi5, 6457335]
[paragraph, [36.0, 321.0, 268.0, 18.0], FgVsvR2RqI, 6457335]
[paragraph, [36.0, 339.0, 268.0, 18.0], FgVsvR2RqI, 6457335]
[paragraph, [40.0, 390.0, 260.0, 18.0], RJJtpMHfiK, 6457335]
[paragraph, [40.0, 408.0, 260.0, 18.0], RJJtpMHfiK, 6457335]
[paragraph, [37.0, 440.0, 265.0, 18.0], 1GeLN7lPNX, 6457335]
[paragraph, [37.0, 458.0, 265.0, 18.0], 1GeLN7lPNX, 6457335]
[paragraph, [35.0, 511.0, 266.0, 18.0], FdGSa1ulqa, 6457335]
[paragraph, [48.0, 546.0, 219.0, 18.0], UlDtaoingD, 6457335]
[paragraph, [50.0, 567.0, 194.0, 18.0], MaA48VCgwW, 6457335]
[paragraph, [305.0, 574.0, 261.0, 18.0], -EtZviaH9v, 6457335]
[paragraph, [305.0, 592.0, 261.0, 18.0], -EtZviaH9v, 6457335]
[paragraph, [305.0, 610.0, 261.0, 18.0], -EtZviaH9v, 6457335]
[paragraph, [305.0, 628.0, 261.0, 18.0], -EtZviaH9v, 6457335]
[paragraph, [50.0, 603.0, 215.0, 18.0], 0j8Iy4O0l5, 6457335]
[paragraph, [40.0, 624.0, 262.0, 18.0], URGYUY1fbi, 6457335]
[paragraph, [307.0, 662.0, 263.0, 18.0], jZDprY9LfP, 6457335]
[paragraph, [307.0, 680.0, 263.0, 18.0], jZDprY9LfP, 6457335]
[paragraph, [189.0, 677.0, 113.0, 18.0], u7WDxjnfA4, 6457335]
[reference, [44.0, 708.0, 255.0, 18.0], uWCJAyZGji, 6457335]
[reference, [44.0, 726.0, 255.0, 18.0], uWCJAyZGji, 6457335]
[reference, [44.0, 744.0, 255.0, 18.0], uWCJAyZGji, 6457335]
[reference, [44.0, 762.0, 255.0, 18.0], uWCJAyZGji, 6457335]
[reference, [44.0, 780.0, 255.0, 18.0], uWCJAyZGji, 6457335]
[reference, [44.0, 798.0, 255.0, 18.0], uWCJAyZGji, 6457335]
[paragraph, [305.0, 713.0, 262.0, 18.0], Gs3p_aPW4f, 6457335]
[paragraph, [305.0, 731.0, 262.0, 18.0], Gs3p_aPW4f, 6457335]
[reference, [308.0, 754.0, 260.0, 18.0], E_t7USeJQW, 6457335]
[reference, [308.0, 772.0, 260.0, 18.0], E_t7USeJQW, 6457335]
[reference, [308.0, 790.0, 260.0, 18.0], E_t7USeJQW, 6457335]
[reference, [308.0, 808.0, 260.0, 18.0], E_t7USeJQW, 6457335]
