[2339, 1653]
[folio, [1312.0, 365.0, 136.0, 36.0], wUetZVOzrV, 5735824]
[folio, [216.0, 369.0, 220.0, 36.0], Q9KK3xeFbj, 5735824]
[sidebar, [38.0, 422.0, 153.0, 36.0], shoonya_15sGPOOQ6AD1Q6, 5735824]
[paragraph, [204.0, 428.0, 612.0, 36.0], shoonya_7sB309MKOFH8US, 5735824]
[paragraph, [204.0, 464.0, 612.0, 36.0], shoonya_7sB309MKOFH8US, 5735824]
[paragraph, [204.0, 500.0, 612.0, 36.0], shoonya_7sB309MKOFH8US, 5735824]
[paragraph, [835.0, 428.0, 618.0, 36.0], shoonya_13s52KDCXXESZV, 5735824]
[paragraph, [835.0, 464.0, 618.0, 36.0], shoonya_13s52KDCXXESZV, 5735824]
[paragraph, [833.0, 514.0, 614.0, 36.0], shoonya_5s0E7ABKQUN80B, 5735824]
[paragraph, [833.0, 550.0, 614.0, 36.0], shoonya_5s0E7ABKQUN80B, 5735824]
[paragraph, [833.0, 586.0, 614.0, 36.0], shoonya_5s0E7ABKQUN80B, 5735824]
[paragraph, [833.0, 622.0, 614.0, 36.0], shoonya_5s0E7ABKQUN80B, 5735824]
[paragraph, [833.0, 658.0, 614.0, 36.0], shoonya_5s0E7ABKQUN80B, 5735824]
[paragraph, [833.0, 694.0, 614.0, 36.0], shoonya_5s0E7ABKQUN80B, 5735824]
[paragraph, [202.0, 563.0, 615.0, 36.0], shoonya_0sKQZQ24N3HCWX, 5735824]
[paragraph, [202.0, 599.0, 615.0, 36.0], shoonya_0sKQZQ24N3HCWX, 5735824]
[paragraph, [202.0, 635.0, 615.0, 36.0], shoonya_0sKQZQ24N3HCWX, 5735824]
[paragraph, [202.0, 671.0, 615.0, 36.0], shoonya_0sKQZQ24N3HCWX, 5735824]
[paragraph, [202.0, 707.0, 615.0, 36.0], shoonya_0sKQZQ24N3HCWX, 5735824]
[paragraph, [202.0, 743.0, 615.0, 36.0], shoonya_0sKQZQ24N3HCWX, 5735824]
[paragraph, [202.0, 779.0, 615.0, 36.0], shoonya_0sKQZQ24N3HCWX, 5735824]
[paragraph, [202.0, 815.0, 615.0, 36.0], shoonya_0sKQZQ24N3HCWX, 5735824]
[paragraph, [202.0, 851.0, 615.0, 36.0], shoonya_0sKQZQ24N3HCWX, 5735824]
[paragraph, [202.0, 887.0, 615.0, 36.0], shoonya_0sKQZQ24N3HCWX, 5735824]
[paragraph, [833.0, 750.0, 614.0, 36.0], shoonya_4sCHFY29VBQOYT, 5735824]
[paragraph, [833.0, 786.0, 614.0, 36.0], shoonya_4sCHFY29VBQOYT, 5735824]
[paragraph, [833.0, 822.0, 614.0, 36.0], shoonya_4sCHFY29VBQOYT, 5735824]
[paragraph, [833.0, 858.0, 614.0, 36.0], shoonya_4sCHFY29VBQOYT, 5735824]
[paragraph, [833.0, 894.0, 614.0, 36.0], shoonya_4sCHFY29VBQOYT, 5735824]
[paragraph, [833.0, 930.0, 614.0, 36.0], shoonya_4sCHFY29VBQOYT, 5735824]
[paragraph, [205.0, 939.0, 612.0, 36.0], shoonya_1s079SJBHYRJPC, 5735824]
[paragraph, [205.0, 975.0, 612.0, 36.0], shoonya_1s079SJBHYRJPC, 5735824]
[paragraph, [205.0, 1011.0, 612.0, 36.0], shoonya_1s079SJBHYRJPC, 5735824]
[paragraph, [205.0, 1047.0, 612.0, 36.0], shoonya_1s079SJBHYRJPC, 5735824]
[paragraph, [205.0, 1083.0, 612.0, 36.0], shoonya_1s079SJBHYRJPC, 5735824]
[paragraph, [205.0, 1119.0, 612.0, 36.0], shoonya_1s079SJBHYRJPC, 5735824]
[paragraph, [205.0, 1155.0, 612.0, 36.0], shoonya_1s079SJBHYRJPC, 5735824]
[paragraph, [205.0, 1191.0, 612.0, 36.0], shoonya_1s079SJBHYRJPC, 5735824]
[paragraph, [205.0, 1227.0, 612.0, 36.0], shoonya_1s079SJBHYRJPC, 5735824]
[paragraph, [835.0, 983.0, 611.0, 36.0], shoonya_2sQADPCNQOXTQ8, 5735824]
[paragraph, [835.0, 1019.0, 611.0, 36.0], shoonya_2sQADPCNQOXTQ8, 5735824]
[paragraph, [835.0, 1055.0, 611.0, 36.0], shoonya_2sQADPCNQOXTQ8, 5735824]
[paragraph, [835.0, 1091.0, 611.0, 36.0], shoonya_2sQADPCNQOXTQ8, 5735824]
[paragraph, [835.0, 1127.0, 611.0, 36.0], shoonya_2sQADPCNQOXTQ8, 5735824]
[paragraph, [835.0, 1163.0, 611.0, 36.0], shoonya_2sQADPCNQOXTQ8, 5735824]
[paragraph, [835.0, 1199.0, 611.0, 36.0], shoonya_2sQADPCNQOXTQ8, 5735824]
[author, [1153.0, 1262.0, 290.0, 36.0], shoonya_11s1LVHRPBXUUD, 5735824]
[paragraph, [205.0, 1270.0, 614.0, 36.0], shoonya_12sZE96YQ6Q0N8, 5735824]
[paragraph, [205.0, 1306.0, 614.0, 36.0], shoonya_12sZE96YQ6Q0N8, 5735824]
[paragraph, [205.0, 1342.0, 614.0, 36.0], shoonya_12sZE96YQ6Q0N8, 5735824]
[paragraph, [205.0, 1378.0, 614.0, 36.0], shoonya_12sZE96YQ6Q0N8, 5735824]
[paragraph, [205.0, 1414.0, 614.0, 36.0], shoonya_12sZE96YQ6Q0N8, 5735824]
[paragraph, [205.0, 1450.0, 614.0, 36.0], shoonya_12sZE96YQ6Q0N8, 5735824]
[paragraph, [205.0, 1486.0, 614.0, 36.0], shoonya_12sZE96YQ6Q0N8, 5735824]
[paragraph, [205.0, 1522.0, 614.0, 36.0], shoonya_12sZE96YQ6Q0N8, 5735824]
[paragraph, [205.0, 1558.0, 614.0, 36.0], shoonya_12sZE96YQ6Q0N8, 5735824]
[paragraph, [205.0, 1594.0, 614.0, 36.0], shoonya_12sZE96YQ6Q0N8, 5735824]
[paragraph, [842.0, 1411.0, 317.0, 36.0], shoonya_18s23QJXZV7H4V, 5735824]
[paragraph, [842.0, 1447.0, 317.0, 36.0], shoonya_18s23QJXZV7H4V, 5735824]
[paragraph, [1108.0, 1553.0, 341.0, 36.0], shoonya_21sFR2DQBHEMM9, 5735824]
[paragraph, [1108.0, 1589.0, 341.0, 36.0], shoonya_21sFR2DQBHEMM9, 5735824]
[paragraph, [1108.0, 1625.0, 341.0, 36.0], shoonya_21sFR2DQBHEMM9, 5735824]
[paragraph, [1108.0, 1661.0, 341.0, 36.0], shoonya_21sFR2DQBHEMM9, 5735824]
[paragraph, [1108.0, 1697.0, 341.0, 36.0], shoonya_21sFR2DQBHEMM9, 5735824]
[paragraph, [1108.0, 1733.0, 341.0, 36.0], shoonya_21sFR2DQBHEMM9, 5735824]
[paragraph, [1108.0, 1769.0, 341.0, 36.0], shoonya_21sFR2DQBHEMM9, 5735824]
[paragraph, [1108.0, 1805.0, 341.0, 36.0], shoonya_21sFR2DQBHEMM9, 5735824]
[paragraph, [1108.0, 1841.0, 341.0, 36.0], shoonya_21sFR2DQBHEMM9, 5735824]
[paragraph, [1108.0, 1877.0, 341.0, 36.0], shoonya_21sFR2DQBHEMM9, 5735824]
[paragraph, [202.0, 1645.0, 615.0, 36.0], shoonya_6s388PT8L0J3PP, 5735824]
[paragraph, [202.0, 1681.0, 615.0, 36.0], shoonya_6s388PT8L0J3PP, 5735824]
[paragraph, [202.0, 1717.0, 615.0, 36.0], shoonya_6s388PT8L0J3PP, 5735824]
[paragraph, [202.0, 1753.0, 615.0, 36.0], shoonya_6s388PT8L0J3PP, 5735824]
[paragraph, [202.0, 1789.0, 615.0, 36.0], shoonya_6s388PT8L0J3PP, 5735824]
[paragraph, [202.0, 1825.0, 615.0, 36.0], shoonya_6s388PT8L0J3PP, 5735824]
[paragraph, [202.0, 1861.0, 615.0, 36.0], shoonya_6s388PT8L0J3PP, 5735824]
[paragraph, [202.0, 1897.0, 615.0, 36.0], shoonya_6s388PT8L0J3PP, 5735824]
[paragraph, [839.0, 1924.0, 616.0, 36.0], shoonya_19sRYZLPTMV14Y, 5735824]
[paragraph, [839.0, 1960.0, 616.0, 36.0], shoonya_19sRYZLPTMV14Y, 5735824]
[paragraph, [839.0, 1996.0, 616.0, 36.0], shoonya_19sRYZLPTMV14Y, 5735824]
[paragraph, [210.0, 1970.0, 605.0, 36.0], shoonya_8sO6H6EWGBXKYT, 5735824]
[paragraph, [210.0, 2006.0, 605.0, 36.0], shoonya_8sO6H6EWGBXKYT, 5735824]
[folio, [1205.0, 2080.0, 242.0, 36.0], shoonya_14sBK2GY3V2PNN, 5735824]
