[1754, 1241]
[section-title, [437.0, 106.0, 363.0, 49.5], asRN7OUTHs, 5706703]
[section-title, [437.0, 155.5, 363.0, 49.5], asRN7OUTHs, 5706703]
[folio, [138.0, 255.0, 130.0, 36.0], brZ7Awd105, 5706703]
[folio, [507.0, 255.0, 223.0, 36.0], AtsfZjOfrk, 5706703]
[folio, [899.0, 255.0, 199.0, 36.0], ngUGF0dVGc, 5706703]
[ordered-list, [162.0, 422.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 458.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 494.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 530.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 566.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 602.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 638.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 674.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 710.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 746.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 782.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 818.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 854.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 890.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 926.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 962.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 998.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1034.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1070.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1106.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1142.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1178.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1214.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1250.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1286.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1322.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1358.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1394.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1430.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1466.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1502.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1538.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[ordered-list, [162.0, 1574.0, 789.0, 36.0], hRyPUC80Me, 5706703]
[sidebar, [989.0, 659.0, 54.0, 36.0], vi4ly9WSAZ, 5706703]
