[891, 612]
[folio, [194.0, 22.0, 179.0, 18.0], 9vv8JBCm27, 6460702]
[paragraph, [50.0, 79.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 97.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 115.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 133.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 151.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 169.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 187.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 205.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 223.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 241.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 259.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 277.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 295.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 313.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 331.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 349.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 367.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 385.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 403.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 421.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 439.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 457.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 475.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 493.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 511.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 529.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 547.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 565.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 583.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [50.0, 601.0, 468.0, 18.0], shoonya_1sNYOXYLRNAYEV, 6460702]
[paragraph, [52.0, 631.0, 468.0, 18.0], shoonya_0sZLJGAOH2QUAS, 6460702]
[paragraph, [52.0, 649.0, 468.0, 18.0], shoonya_0sZLJGAOH2QUAS, 6460702]
[paragraph, [52.0, 667.0, 468.0, 18.0], shoonya_0sZLJGAOH2QUAS, 6460702]
[paragraph, [52.0, 685.0, 468.0, 18.0], shoonya_0sZLJGAOH2QUAS, 6460702]
[paragraph, [52.0, 703.0, 468.0, 18.0], shoonya_0sZLJGAOH2QUAS, 6460702]
[paragraph, [52.0, 721.0, 468.0, 18.0], shoonya_0sZLJGAOH2QUAS, 6460702]
[paragraph, [52.0, 739.0, 468.0, 18.0], shoonya_0sZLJGAOH2QUAS, 6460702]
[paragraph, [52.0, 757.0, 468.0, 18.0], shoonya_0sZLJGAOH2QUAS, 6460702]
[paragraph, [52.0, 775.0, 468.0, 18.0], shoonya_0sZLJGAOH2QUAS, 6460702]
[paragraph, [52.0, 793.0, 468.0, 18.0], shoonya_0sZLJGAOH2QUAS, 6460702]
[paragraph, [52.0, 811.0, 468.0, 18.0], shoonya_0sZLJGAOH2QUAS, 6460702]
