[1518, 1004]
[folio, [380.0, 61.0, 254.0, 36.0], dwulRlBZzj, 6473060]
[headline, [108.0, 163.0, 790.0, 37.5], shoonya_10sVWHZU9VVDRC, 6473060]
[headline, [108.0, 200.5, 790.0, 37.5], shoonya_10sVWHZU9VVDRC, 6473060]
[author, [707.0, 261.0, 228.0, 36.0], shoonya_21s87SCX8SJYA1, 6473060]
[paragraph, [361.0, 280.0, 284.0, 36.0], shoonya_5sCFPOF67QFB11, 6473060]
[paragraph, [663.0, 312.0, 297.0, 36.0], shoonya_16sHP5767BX6DN, 6473060]
[paragraph, [663.0, 348.0, 297.0, 36.0], shoonya_16sHP5767BX6DN, 6473060]
[paragraph, [663.0, 384.0, 297.0, 36.0], shoonya_16sHP5767BX6DN, 6473060]
[paragraph, [663.0, 420.0, 297.0, 36.0], shoonya_16sHP5767BX6DN, 6473060]
[paragraph, [663.0, 456.0, 297.0, 36.0], shoonya_16sHP5767BX6DN, 6473060]
[paragraph, [663.0, 492.0, 297.0, 36.0], shoonya_16sHP5767BX6DN, 6473060]
[paragraph, [52.0, 314.0, 299.0, 36.0], shoonya_4sOTPXSX1NQQZT, 6473060]
[paragraph, [52.0, 350.0, 299.0, 36.0], shoonya_4sOTPXSX1NQQZT, 6473060]
[paragraph, [52.0, 386.0, 299.0, 36.0], shoonya_4sOTPXSX1NQQZT, 6473060]
[paragraph, [52.0, 422.0, 299.0, 36.0], shoonya_4sOTPXSX1NQQZT, 6473060]
[paragraph, [52.0, 458.0, 299.0, 36.0], shoonya_4sOTPXSX1NQQZT, 6473060]
[paragraph, [52.0, 494.0, 299.0, 36.0], shoonya_4sOTPXSX1NQQZT, 6473060]
[paragraph, [52.0, 530.0, 299.0, 36.0], shoonya_4sOTPXSX1NQQZT, 6473060]
[paragraph, [52.0, 566.0, 299.0, 36.0], shoonya_4sOTPXSX1NQQZT, 6473060]
[paragraph, [52.0, 602.0, 299.0, 36.0], shoonya_4sOTPXSX1NQQZT, 6473060]
[paragraph, [52.0, 638.0, 299.0, 36.0], shoonya_4sOTPXSX1NQQZT, 6473060]
[paragraph, [52.0, 674.0, 299.0, 36.0], shoonya_4sOTPXSX1NQQZT, 6473060]
[paragraph, [52.0, 710.0, 299.0, 36.0], shoonya_4sOTPXSX1NQQZT, 6473060]
[paragraph, [363.0, 331.0, 286.0, 36.0], shoonya_11s7BLWPT0LHGM, 6473060]
[paragraph, [363.0, 367.0, 286.0, 36.0], shoonya_11s7BLWPT0LHGM, 6473060]
[paragraph, [363.0, 403.0, 286.0, 36.0], shoonya_11s7BLWPT0LHGM, 6473060]
[paragraph, [363.0, 439.0, 286.0, 36.0], shoonya_11s7BLWPT0LHGM, 6473060]
[paragraph, [363.0, 475.0, 286.0, 36.0], shoonya_11s7BLWPT0LHGM, 6473060]
[paragraph, [661.0, 541.0, 296.0, 36.0], shoonya_6s11GAQ09QWSNK, 6473060]
[paragraph, [661.0, 577.0, 296.0, 36.0], shoonya_6s11GAQ09QWSNK, 6473060]
[paragraph, [661.0, 613.0, 296.0, 36.0], shoonya_6s11GAQ09QWSNK, 6473060]
[paragraph, [661.0, 649.0, 296.0, 36.0], shoonya_6s11GAQ09QWSNK, 6473060]
[paragraph, [661.0, 685.0, 296.0, 36.0], shoonya_6s11GAQ09QWSNK, 6473060]
[paragraph, [661.0, 721.0, 296.0, 36.0], shoonya_6s11GAQ09QWSNK, 6473060]
[paragraph, [661.0, 757.0, 296.0, 36.0], shoonya_6s11GAQ09QWSNK, 6473060]
[paragraph, [661.0, 793.0, 296.0, 36.0], shoonya_6s11GAQ09QWSNK, 6473060]
[paragraph, [661.0, 829.0, 296.0, 36.0], shoonya_6s11GAQ09QWSNK, 6473060]
[paragraph, [661.0, 865.0, 296.0, 36.0], shoonya_6s11GAQ09QWSNK, 6473060]
[paragraph, [661.0, 901.0, 296.0, 36.0], shoonya_6s11GAQ09QWSNK, 6473060]
[paragraph, [53.0, 793.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 829.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 865.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 901.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 937.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 973.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 1009.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 1045.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 1081.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 1117.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 1153.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 1189.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 1225.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 1261.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 1297.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 1333.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [53.0, 1369.0, 296.0, 36.0], shoonya_0s199VO911GIVJ, 6473060]
[paragraph, [361.0, 894.0, 288.0, 36.0], shoonya_14sQ7U3G525120, 6473060]
[paragraph, [361.0, 930.0, 288.0, 36.0], shoonya_14sQ7U3G525120, 6473060]
[paragraph, [361.0, 966.0, 288.0, 36.0], shoonya_14sQ7U3G525120, 6473060]
[section-title, [665.0, 941.0, 286.0, 49.5], shoonya_18sAZAJTLFSFP4, 6473060]
[paragraph, [664.0, 993.0, 298.0, 36.0], shoonya_2s3C5R38LVIBU3, 6473060]
[paragraph, [664.0, 1029.0, 298.0, 36.0], shoonya_2s3C5R38LVIBU3, 6473060]
[paragraph, [664.0, 1065.0, 298.0, 36.0], shoonya_2s3C5R38LVIBU3, 6473060]
[paragraph, [664.0, 1101.0, 298.0, 36.0], shoonya_2s3C5R38LVIBU3, 6473060]
[paragraph, [664.0, 1137.0, 298.0, 36.0], shoonya_2s3C5R38LVIBU3, 6473060]
[paragraph, [664.0, 1173.0, 298.0, 36.0], shoonya_2s3C5R38LVIBU3, 6473060]
[paragraph, [664.0, 1209.0, 298.0, 36.0], shoonya_2s3C5R38LVIBU3, 6473060]
