[864, 612]
[paragraph, [67.0, 73.0, 467.0, 18.0], qfxBw-yUE2, 5717378]
[paragraph, [67.0, 91.0, 467.0, 18.0], qfxBw-yUE2, 5717378]
[ordered-list, [58.0, 133.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 151.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 169.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 187.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 205.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 223.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 241.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 259.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 277.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 295.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 313.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 331.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 349.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 367.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 385.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 403.0, 498.0, 18.0], shoonya_2sBTYK04NZN4E2, 5717378]
[ordered-list, [58.0, 435.0, 497.0, 18.0], WSpx9Pn09p, 5717378]
[ordered-list, [58.0, 453.0, 497.0, 18.0], WSpx9Pn09p, 5717378]
[ordered-list, [58.0, 471.0, 497.0, 18.0], WSpx9Pn09p, 5717378]
[ordered-list, [58.0, 489.0, 497.0, 18.0], WSpx9Pn09p, 5717378]
[ordered-list, [58.0, 507.0, 497.0, 18.0], WSpx9Pn09p, 5717378]
[ordered-list, [58.0, 525.0, 497.0, 18.0], WSpx9Pn09p, 5717378]
[ordered-list, [58.0, 543.0, 497.0, 18.0], WSpx9Pn09p, 5717378]
[ordered-list, [58.0, 561.0, 497.0, 18.0], WSpx9Pn09p, 5717378]
[ordered-list, [58.0, 579.0, 497.0, 18.0], WSpx9Pn09p, 5717378]
[ordered-list, [58.0, 597.0, 497.0, 18.0], WSpx9Pn09p, 5717378]
[ordered-list, [58.0, 615.0, 497.0, 18.0], WSpx9Pn09p, 5717378]
[ordered-list, [58.0, 633.0, 497.0, 18.0], WSpx9Pn09p, 5717378]
[ordered-list, [58.0, 651.0, 497.0, 18.0], WSpx9Pn09p, 5717378]
[ordered-list, [58.0, 669.0, 497.0, 18.0], WSpx9Pn09p, 5717378]
[ordered-list, [58.0, 687.0, 497.0, 18.0], WSpx9Pn09p, 5717378]
[ordered-list, [63.0, 709.0, 493.0, 18.0], 23vqPj03CI, 5717378]
[ordered-list, [63.0, 727.0, 493.0, 18.0], 23vqPj03CI, 5717378]
[ordered-list, [63.0, 745.0, 493.0, 18.0], 23vqPj03CI, 5717378]
[sub-ordered-list, [72.0, 719.0, 477.0, 18.0], 4-7iUAqN0t, 5717378]
[sub-ordered-list, [72.0, 737.0, 477.0, 18.0], 4-7iUAqN0t, 5717378]
