[792, 612]
[folio, [82.0, 48.0, 122.0, 18.0], 2bSJxMvnyC, 6491610]
[headline, [80.0, 110.0, 433.0, 25.5], xOtzmCTHqp, 6491610]
[sub-headline, [121.0, 145.0, 354.0, 25.5], 11OcT-u1Ud, 6491610]
[author, [416.0, 184.0, 152.0, 18.0], sk05Ca6yKH, 6491610]
[paragraph, [31.0, 218.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 236.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 254.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 272.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 290.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 308.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 326.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 344.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 362.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 380.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 398.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 416.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 434.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 452.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 470.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 488.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 506.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 524.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [31.0, 542.0, 268.0, 18.0], shoonya_0sLX9YDMW6J39J, 6491610]
[paragraph, [301.0, 229.0, 253.0, 18.0], yd5H5Wrvkh, 6491610]
[paragraph, [301.0, 247.0, 253.0, 18.0], yd5H5Wrvkh, 6491610]
[paragraph, [301.0, 265.0, 253.0, 18.0], yd5H5Wrvkh, 6491610]
[paragraph, [301.0, 283.0, 253.0, 18.0], yd5H5Wrvkh, 6491610]
[paragraph, [301.0, 301.0, 253.0, 18.0], yd5H5Wrvkh, 6491610]
[paragraph, [301.0, 319.0, 253.0, 18.0], yd5H5Wrvkh, 6491610]
[paragraph, [301.0, 337.0, 253.0, 18.0], yd5H5Wrvkh, 6491610]
[paragraph, [301.0, 355.0, 253.0, 18.0], yd5H5Wrvkh, 6491610]
[paragraph, [301.0, 373.0, 253.0, 18.0], yd5H5Wrvkh, 6491610]
[paragraph, [301.0, 391.0, 253.0, 18.0], yd5H5Wrvkh, 6491610]
[paragraph, [302.0, 419.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 437.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 455.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 473.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 491.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 509.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 527.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 545.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 563.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 581.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 599.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 617.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 635.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 653.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 671.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 689.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [302.0, 707.0, 254.0, 18.0], tRMdpQC3fr, 6491610]
[paragraph, [31.0, 570.0, 267.0, 18.0], wPBFJMBBS6, 6491610]
[paragraph, [31.0, 588.0, 267.0, 18.0], wPBFJMBBS6, 6491610]
[paragraph, [31.0, 606.0, 267.0, 18.0], wPBFJMBBS6, 6491610]
[paragraph, [31.0, 624.0, 267.0, 18.0], wPBFJMBBS6, 6491610]
[paragraph, [31.0, 642.0, 267.0, 18.0], wPBFJMBBS6, 6491610]
[paragraph, [31.0, 660.0, 267.0, 18.0], wPBFJMBBS6, 6491610]
[paragraph, [31.0, 678.0, 267.0, 18.0], wPBFJMBBS6, 6491610]
[paragraph, [31.0, 696.0, 267.0, 18.0], wPBFJMBBS6, 6491610]
