[1755, 1240]
[paragraph, [176.0, 272.0, 891.0, 36.0], shoonya_0sVCB4KWAU3WUU, 5704384]
[paragraph, [176.0, 308.0, 891.0, 36.0], shoonya_0sVCB4KWAU3WUU, 5704384]
[paragraph, [176.0, 344.0, 891.0, 36.0], shoonya_0sVCB4KWAU3WUU, 5704384]
[paragraph, [176.0, 380.0, 891.0, 36.0], shoonya_0sVCB4KWAU3WUU, 5704384]
[paragraph, [176.0, 416.0, 891.0, 36.0], shoonya_0sVCB4KWAU3WUU, 5704384]
[paragraph, [176.0, 452.0, 891.0, 36.0], shoonya_0sVCB4KWAU3WUU, 5704384]
[paragraph, [176.0, 488.0, 891.0, 36.0], shoonya_0sVCB4KWAU3WUU, 5704384]
[paragraph, [176.0, 524.0, 891.0, 36.0], shoonya_0sVCB4KWAU3WUU, 5704384]
[paragraph, [176.0, 560.0, 891.0, 36.0], shoonya_0sVCB4KWAU3WUU, 5704384]
[paragraph, [177.0, 620.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 656.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 692.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 728.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 764.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 800.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 836.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 872.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 908.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 944.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 980.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 1016.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 1052.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 1088.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 1124.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 1160.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 1196.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 1232.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [177.0, 1268.0, 882.0, 36.0], shoonya_1sDG94BUXFZR3Q, 5704384]
[paragraph, [175.0, 1316.0, 886.0, 36.0], shoonya_2sB2FUBBC0YDEP, 5704384]
[paragraph, [175.0, 1352.0, 886.0, 36.0], shoonya_2sB2FUBBC0YDEP, 5704384]
[paragraph, [175.0, 1388.0, 886.0, 36.0], shoonya_2sB2FUBBC0YDEP, 5704384]
[paragraph, [175.0, 1424.0, 886.0, 36.0], shoonya_2sB2FUBBC0YDEP, 5704384]
[paragraph, [175.0, 1460.0, 886.0, 36.0], shoonya_2sB2FUBBC0YDEP, 5704384]
[paragraph, [175.0, 1496.0, 886.0, 36.0], shoonya_2sB2FUBBC0YDEP, 5704384]
[paragraph, [175.0, 1532.0, 886.0, 36.0], shoonya_2sB2FUBBC0YDEP, 5704384]
