[2180, 1470]
[folio, [196.0, 154.0, 148.0, 36.0], Da2Kxpfwgv, 5654970]
[paragraph, [192.0, 261.0, 1164.0, 36.0], jPIZPeey5_, 5654970]
[paragraph, [192.0, 297.0, 1164.0, 36.0], jPIZPeey5_, 5654970]
[paragraph, [192.0, 333.0, 1164.0, 36.0], jPIZPeey5_, 5654970]
[paragraph, [268.0, 422.0, 712.0, 36.0], ITmdzi8b3_, 5654970]
[paragraph, [268.0, 458.0, 712.0, 36.0], ITmdzi8b3_, 5654970]
[paragraph, [268.0, 494.0, 712.0, 36.0], ITmdzi8b3_, 5654970]
[paragraph, [194.0, 564.0, 1164.0, 36.0], shoonya_0sDOGZTU4VRUID, 5654970]
[paragraph, [194.0, 600.0, 1164.0, 36.0], shoonya_0sDOGZTU4VRUID, 5654970]
[paragraph, [194.0, 636.0, 1164.0, 36.0], shoonya_0sDOGZTU4VRUID, 5654970]
[paragraph, [194.0, 672.0, 1164.0, 36.0], shoonya_0sDOGZTU4VRUID, 5654970]
[paragraph, [194.0, 708.0, 1164.0, 36.0], shoonya_0sDOGZTU4VRUID, 5654970]
[paragraph, [194.0, 744.0, 1164.0, 36.0], shoonya_0sDOGZTU4VRUID, 5654970]
[paragraph, [194.0, 780.0, 1164.0, 36.0], shoonya_0sDOGZTU4VRUID, 5654970]
[paragraph, [194.0, 816.0, 1164.0, 36.0], shoonya_0sDOGZTU4VRUID, 5654970]
[paragraph, [196.0, 882.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [196.0, 918.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [196.0, 954.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [196.0, 990.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [196.0, 1026.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [196.0, 1062.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [196.0, 1098.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [196.0, 1134.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [196.0, 1170.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [196.0, 1206.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [196.0, 1242.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [196.0, 1278.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [196.0, 1314.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [196.0, 1350.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [196.0, 1386.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [196.0, 1422.0, 1174.0, 36.0], shoonya_1sAF0BK9QHCHWI, 5654970]
[paragraph, [197.0, 1506.0, 1174.0, 36.0], shoonya_3sK7JCIA2CEU8D, 5654970]
[paragraph, [197.0, 1542.0, 1174.0, 36.0], shoonya_3sK7JCIA2CEU8D, 5654970]
[paragraph, [197.0, 1578.0, 1174.0, 36.0], shoonya_3sK7JCIA2CEU8D, 5654970]
[paragraph, [197.0, 1614.0, 1174.0, 36.0], shoonya_3sK7JCIA2CEU8D, 5654970]
[paragraph, [197.0, 1650.0, 1174.0, 36.0], shoonya_3sK7JCIA2CEU8D, 5654970]
[paragraph, [197.0, 1686.0, 1174.0, 36.0], shoonya_3sK7JCIA2CEU8D, 5654970]
[paragraph, [197.0, 1722.0, 1174.0, 36.0], shoonya_3sK7JCIA2CEU8D, 5654970]
[paragraph, [197.0, 1758.0, 1174.0, 36.0], shoonya_3sK7JCIA2CEU8D, 5654970]
[paragraph, [197.0, 1794.0, 1174.0, 36.0], shoonya_3sK7JCIA2CEU8D, 5654970]
[paragraph, [197.0, 1830.0, 1174.0, 36.0], shoonya_3sK7JCIA2CEU8D, 5654970]
[paragraph, [197.0, 1866.0, 1174.0, 36.0], shoonya_3sK7JCIA2CEU8D, 5654970]
[reference, [203.0, 1999.0, 406.0, 36.0], VZltldkDoT, 5654970]
