[1754, 1241]
[section-title, [281.0, 88.0, 605.0, 49.5], 4TFhV4nzM4, 5706387]
[section-title, [281.0, 137.5, 605.0, 49.5], 4TFhV4nzM4, 5706387]
[folio, [136.0, 232.0, 195.0, 36.0], 58RbIyajBv, 5706387]
[folio, [494.0, 233.0, 250.0, 36.0], 6eWIHEnBNt, 5706387]
[section-title, [936.0, 351.0, 149.0, 49.5], shoonya_4sKH1972HQPZ43, 5706387]
[ordered-list, [148.0, 438.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 474.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 510.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 546.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 582.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 618.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 654.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 690.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 726.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 762.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 798.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 834.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 870.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 906.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 942.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 978.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1014.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1050.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1086.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1122.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1158.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1194.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1230.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1266.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1302.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1338.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1374.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1410.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1446.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1482.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1518.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
[ordered-list, [148.0, 1554.0, 791.0, 36.0], shoonya_1s87MHAPWNP331, 5706387]
