[2338, 1654]
[paragraph, [284.0, 178.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 214.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 250.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 286.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 322.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 358.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 394.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 430.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 466.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 502.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 538.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 574.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 610.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 646.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 682.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 718.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 754.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 790.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 826.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 862.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 898.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 934.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 970.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 1006.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 1042.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 1078.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 1114.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 1150.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 1186.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 1222.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 1258.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 1294.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 1330.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 1366.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 1402.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 1438.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [284.0, 1474.0, 1196.0, 36.0], shoonya_1s7VCX3HC56C8P, 5753941]
[paragraph, [287.0, 1516.0, 1195.0, 36.0], shoonya_0sT499IZ4J4TJO, 5753941]
[paragraph, [287.0, 1552.0, 1195.0, 36.0], shoonya_0sT499IZ4J4TJO, 5753941]
[paragraph, [287.0, 1588.0, 1195.0, 36.0], shoonya_0sT499IZ4J4TJO, 5753941]
[paragraph, [287.0, 1624.0, 1195.0, 36.0], shoonya_0sT499IZ4J4TJO, 5753941]
[paragraph, [287.0, 1660.0, 1195.0, 36.0], shoonya_0sT499IZ4J4TJO, 5753941]
[paragraph, [287.0, 1696.0, 1195.0, 36.0], shoonya_0sT499IZ4J4TJO, 5753941]
[paragraph, [287.0, 1732.0, 1195.0, 36.0], shoonya_0sT499IZ4J4TJO, 5753941]
[paragraph, [287.0, 1768.0, 1195.0, 36.0], shoonya_0sT499IZ4J4TJO, 5753941]
[paragraph, [287.0, 1804.0, 1195.0, 36.0], shoonya_0sT499IZ4J4TJO, 5753941]
[paragraph, [287.0, 1840.0, 1195.0, 36.0], shoonya_0sT499IZ4J4TJO, 5753941]
[paragraph, [287.0, 1876.0, 1195.0, 36.0], shoonya_0sT499IZ4J4TJO, 5753941]
[paragraph, [287.0, 1912.0, 1195.0, 36.0], shoonya_0sT499IZ4J4TJO, 5753941]
[paragraph, [287.0, 1948.0, 1195.0, 36.0], shoonya_0sT499IZ4J4TJO, 5753941]
[paragraph, [287.0, 1984.0, 1195.0, 36.0], shoonya_0sT499IZ4J4TJO, 5753941]
[paragraph, [287.0, 2020.0, 1195.0, 36.0], shoonya_0sT499IZ4J4TJO, 5753941]
