[1372, 849]
[section-title, [192.0, 200.0, 464.0, 30.0], shoonya_2sAFCNRC6DS6B6, 5709937]
[section-title, [192.0, 230.0, 464.0, 30.0], shoonya_2sAFCNRC6DS6B6, 5709937]
[paragraph, [52.0, 279.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 297.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 315.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 333.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 351.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 369.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 387.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 405.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 423.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 441.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 459.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 477.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 495.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 513.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 531.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 549.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 567.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 585.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 603.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 621.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 639.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 657.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 675.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [52.0, 693.0, 740.0, 18.0], shoonya_1sVLW49ZKN42ZJ, 5709937]
[paragraph, [79.0, 730.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 748.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 766.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 784.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 802.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 820.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 838.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 856.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 874.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 892.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 910.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 928.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 946.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
[paragraph, [79.0, 964.0, 682.0, 18.0], shoonya_0sOGOEXHOALCHA, 5709937]
