[1298, 853]
[section-title, [337.0, 69.0, 191.0, 30.0], shoonya_3sVMEXSKEC043F, 5709753]
[paragraph, [66.0, 118.0, 718.0, 18.0], tobUlmxiNp, 5709753]
[paragraph, [66.0, 136.0, 718.0, 18.0], tobUlmxiNp, 5709753]
[paragraph, [66.0, 154.0, 718.0, 18.0], tobUlmxiNp, 5709753]
[paragraph, [66.0, 172.0, 718.0, 18.0], tobUlmxiNp, 5709753]
[paragraph, [70.0, 205.0, 717.0, 18.0], shoonya_0sOX0A0RCZF014, 5709753]
[paragraph, [70.0, 223.0, 717.0, 18.0], shoonya_0sOX0A0RCZF014, 5709753]
[paragraph, [70.0, 241.0, 717.0, 18.0], shoonya_0sOX0A0RCZF014, 5709753]
[paragraph, [70.0, 259.0, 717.0, 18.0], shoonya_0sOX0A0RCZF014, 5709753]
[paragraph, [70.0, 277.0, 717.0, 18.0], shoonya_0sOX0A0RCZF014, 5709753]
[paragraph, [70.0, 295.0, 717.0, 18.0], shoonya_0sOX0A0RCZF014, 5709753]
[paragraph, [70.0, 313.0, 717.0, 18.0], shoonya_0sOX0A0RCZF014, 5709753]
[paragraph, [70.0, 331.0, 717.0, 18.0], shoonya_0sOX0A0RCZF014, 5709753]
[paragraph, [70.0, 349.0, 717.0, 18.0], shoonya_0sOX0A0RCZF014, 5709753]
[paragraph, [70.0, 367.0, 717.0, 18.0], shoonya_0sOX0A0RCZF014, 5709753]
[paragraph, [70.0, 385.0, 717.0, 18.0], shoonya_0sOX0A0RCZF014, 5709753]
[paragraph, [70.0, 403.0, 717.0, 18.0], shoonya_0sOX0A0RCZF014, 5709753]
[paragraph, [70.0, 421.0, 717.0, 18.0], shoonya_0sOX0A0RCZF014, 5709753]
[paragraph, [70.0, 439.0, 717.0, 18.0], shoonya_0sOX0A0RCZF014, 5709753]
[paragraph, [70.0, 457.0, 717.0, 18.0], shoonya_0sOX0A0RCZF014, 5709753]
[paragraph, [69.0, 495.0, 717.0, 18.0], shoonya_1sWMT1L6UET7EC, 5709753]
[paragraph, [69.0, 513.0, 717.0, 18.0], shoonya_1sWMT1L6UET7EC, 5709753]
[paragraph, [69.0, 531.0, 717.0, 18.0], shoonya_1sWMT1L6UET7EC, 5709753]
[paragraph, [69.0, 549.0, 717.0, 18.0], shoonya_1sWMT1L6UET7EC, 5709753]
[paragraph, [69.0, 567.0, 717.0, 18.0], shoonya_1sWMT1L6UET7EC, 5709753]
[paragraph, [69.0, 585.0, 717.0, 18.0], shoonya_1sWMT1L6UET7EC, 5709753]
[paragraph, [69.0, 603.0, 717.0, 18.0], shoonya_1sWMT1L6UET7EC, 5709753]
[paragraph, [69.0, 621.0, 717.0, 18.0], shoonya_1sWMT1L6UET7EC, 5709753]
[paragraph, [69.0, 639.0, 717.0, 18.0], shoonya_1sWMT1L6UET7EC, 5709753]
[paragraph, [69.0, 657.0, 717.0, 18.0], shoonya_1sWMT1L6UET7EC, 5709753]
[paragraph, [69.0, 675.0, 717.0, 18.0], shoonya_1sWMT1L6UET7EC, 5709753]
