[1298, 853]
[section-title, [334.0, 67.0, 188.0, 30.0], shoonya_0sMMJ19IP23G0K, 5709597]
[paragraph, [68.0, 113.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 131.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 149.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 167.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 185.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 203.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 221.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 239.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 257.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 275.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 293.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 311.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 329.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 347.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 365.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 383.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 401.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 419.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 437.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 455.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 473.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 491.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 509.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 527.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 545.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 563.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 581.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 599.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 617.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 635.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 653.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 671.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 689.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 707.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 725.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 743.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 761.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 779.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[paragraph, [68.0, 797.0, 716.0, 18.0], shoonya_1sFBWMGL160NYA, 5709597]
[section-title, [210.0, 868.0, 421.0, 30.0], shoonya_3sYSCNFO6YLF8D, 5709597]
[paragraph, [68.0, 932.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
[paragraph, [68.0, 950.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
[paragraph, [68.0, 968.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
[paragraph, [68.0, 986.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
[paragraph, [68.0, 1004.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
[paragraph, [68.0, 1022.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
[paragraph, [68.0, 1040.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
[paragraph, [68.0, 1058.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
[paragraph, [68.0, 1076.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
[paragraph, [68.0, 1094.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
[paragraph, [68.0, 1112.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
[paragraph, [68.0, 1130.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
[paragraph, [68.0, 1148.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
[paragraph, [68.0, 1166.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
[paragraph, [68.0, 1184.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
[paragraph, [68.0, 1202.0, 716.0, 18.0], shoonya_2sZCEM46FARINQ, 5709597]
