[1269, 2568]
[ordered-list, [1748.0, 72.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 90.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 108.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 126.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 144.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 162.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 180.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 198.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 216.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 234.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 252.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 270.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 288.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 306.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 324.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 342.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 360.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 378.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 396.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 414.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 432.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 450.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 468.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[ordered-list, [1748.0, 486.0, 743.0, 18.0], shoonya_3sW3GMLGP9S0BJ, 5725789]
[paragraph, [83.0, 84.0, 747.0, 18.0], shoonya_5s6X4JHB19NE3Z, 5725789]
[paragraph, [83.0, 102.0, 747.0, 18.0], shoonya_5s6X4JHB19NE3Z, 5725789]
[paragraph, [83.0, 120.0, 747.0, 18.0], shoonya_5s6X4JHB19NE3Z, 5725789]
[paragraph, [83.0, 138.0, 747.0, 18.0], shoonya_5s6X4JHB19NE3Z, 5725789]
[paragraph, [83.0, 156.0, 747.0, 18.0], shoonya_5s6X4JHB19NE3Z, 5725789]
[paragraph, [83.0, 174.0, 747.0, 18.0], shoonya_5s6X4JHB19NE3Z, 5725789]
[paragraph, [83.0, 192.0, 747.0, 18.0], shoonya_5s6X4JHB19NE3Z, 5725789]
[paragraph, [83.0, 210.0, 747.0, 18.0], shoonya_5s6X4JHB19NE3Z, 5725789]
[ordered-list, [922.0, 85.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 103.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 121.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 139.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 157.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 175.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 193.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 211.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 229.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 247.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 265.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 283.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 301.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 319.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 337.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 355.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 373.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 391.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 409.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 427.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 445.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 463.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 481.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 499.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 517.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 535.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 553.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 571.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 589.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 607.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 625.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 643.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 661.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 679.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 697.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 715.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 733.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 751.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 769.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 787.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 805.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 823.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 841.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 859.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 877.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 895.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 913.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 931.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 949.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 967.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 985.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
[ordered-list, [922.0, 1003.0, 727.0, 18.0], shoonya_0s8ZH5GVP1PWO0, 5725789]
