[1275, 750]
[folio, [289.0, 86.0, 148.0, 18.0], shoonya_3sGO2OLEJ0BFDB, 5767027]
[folio, [289.0, 104.0, 148.0, 18.0], shoonya_3sGO2OLEJ0BFDB, 5767027]
[paragraph, [84.0, 146.0, 464.0, 18.0], TzWQeqqpuv, 5767027]
[paragraph, [84.0, 164.0, 464.0, 18.0], TzWQeqqpuv, 5767027]
[paragraph, [84.0, 182.0, 464.0, 18.0], TzWQeqqpuv, 5767027]
[paragraph, [84.0, 200.0, 464.0, 18.0], TzWQeqqpuv, 5767027]
[paragraph, [84.0, 218.0, 464.0, 18.0], TzWQeqqpuv, 5767027]
[paragraph, [577.0, 249.0, 105.0, 18.0], E3wthQpDfH, 5767027]
[paragraph, [49.0, 299.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 317.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 335.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 353.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 371.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 389.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 407.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 425.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 443.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 461.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 479.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 497.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 515.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 533.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 551.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 569.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 587.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 605.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 623.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 641.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 659.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 677.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 695.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 713.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 731.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 749.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 767.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 785.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 803.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 821.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 839.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 857.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 875.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 893.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 911.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[paragraph, [49.0, 929.0, 635.0, 18.0], shoonya_2s9JKCNCDDU1CS, 5767027]
[section-title, [148.0, 974.0, 468.0, 30.0], mMFmT0w90-, 5767027]
[paragraph, [67.0, 1044.0, 617.0, 18.0], shoonya_1sKJTPGIMKBL1P, 5767027]
[paragraph, [67.0, 1062.0, 617.0, 18.0], shoonya_1sKJTPGIMKBL1P, 5767027]
[paragraph, [67.0, 1080.0, 617.0, 18.0], shoonya_1sKJTPGIMKBL1P, 5767027]
[paragraph, [67.0, 1098.0, 617.0, 18.0], shoonya_1sKJTPGIMKBL1P, 5767027]
[paragraph, [67.0, 1116.0, 617.0, 18.0], shoonya_1sKJTPGIMKBL1P, 5767027]
[paragraph, [67.0, 1134.0, 617.0, 18.0], shoonya_1sKJTPGIMKBL1P, 5767027]
[paragraph, [67.0, 1152.0, 617.0, 18.0], shoonya_1sKJTPGIMKBL1P, 5767027]
[paragraph, [67.0, 1170.0, 617.0, 18.0], shoonya_1sKJTPGIMKBL1P, 5767027]
